p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
4.053912924733753e-57,0.4533835415989267,0.744,0.589,7.296637873228282e-53,Homeostatic Microglia,Gpr34
2.5601811237593444e-56,0.3419840817066264,0.935,0.845,4.608070004654444e-52,Homeostatic Microglia,P2ry12
3.747673566356219e-53,0.2978598389530154,0.991,0.918,6.745437652084559e-49,Homeostatic Microglia,Tgfbr1
1.0898196742858228e-49,0.3091882359946201,0.954,0.874,1.9615664317470524e-45,Homeostatic Microglia,Ctsd
2.559036388965802e-48,0.34546923199131463,0.859,0.748,4.606009596499547e-44,Homeostatic Microglia,Selplg
2.18214523893732e-46,0.25322289459995684,0.967,0.892,3.927643215563282e-42,Homeostatic Microglia,Csf1r
2.566659944868659e-38,0.29165749583423217,0.874,0.752,4.619731234769099e-34,Homeostatic Microglia,Ivns1abp
4.0562410290059773e-38,0.3793435359172306,0.75,0.632,7.3008282281078585e-34,Homeostatic Microglia,Fcrls
2.494458663430441e-37,0.2896135889692335,0.888,0.782,4.489776148308451e-33,Homeostatic Microglia,Siglech
1.4277392920029878e-31,0.2643866929465002,0.873,0.771,2.569787951676178e-27,Homeostatic Microglia,Sparc
2.8251948723622005e-30,0.25096561214021307,0.869,0.778,5.0850682507647245e-26,Homeostatic Microglia,Cx3cr1
3.0580859659963384e-29,0.2526646924342577,0.952,0.853,5.50424893019681e-25,Homeostatic Microglia,Csmd3
3.7495066230275275e-27,0.3491313777781122,0.675,0.576,6.748736970787247e-23,Homeostatic Microglia,Gm10790
6.674673778233531e-27,0.2564062793391182,0.863,0.757,1.2013745333442532e-22,Homeostatic Microglia,Itgb5
1.3238999459017716e-26,0.25191444508275085,0.83,0.72,2.3828875126285987e-22,Homeostatic Microglia,Abca9
1.3251929112628374e-26,0.44111964138144266,0.506,0.411,2.3852147209819812e-22,Homeostatic Microglia,8030442B05Rik
3.987791875257372e-26,0.2718816324501443,0.807,0.705,7.177626596275744e-22,Homeostatic Microglia,Dip2b
6.838323345864223e-26,0.26217561346450013,0.817,0.724,1.2308298190221015e-21,Homeostatic Microglia,Ccnd3
3.1702029659267655e-24,0.31343066472889447,0.604,0.52,5.706048318371585e-20,Homeostatic Microglia,Ifngr1
3.3327359855608387e-21,0.31187113240715725,0.589,0.494,5.998591500410953e-17,Homeostatic Microglia,Ifitm10
5.392703045039321e-21,0.3234191893413312,0.549,0.475,9.706326210766275e-17,Homeostatic Microglia,Scoc
6.859070124163772e-20,0.32234835852833643,0.555,0.471,1.2345640316482373e-15,Homeostatic Microglia,Plxna4
8.032345245623478e-20,0.29406968340263884,0.643,0.56,1.4457418207597699e-15,Homeostatic Microglia,Otulinl
9.248477058410207e-20,0.25744545398703567,0.646,0.572,1.6646333857432533e-15,Homeostatic Microglia,Laptm5
1.1521441874589603e-18,0.2563004485619267,0.582,0.512,2.0737443230073825e-14,Homeostatic Microglia,Trem2
1.0714626541528345e-17,0.25005550671568777,0.685,0.596,1.9285256312096868e-13,Homeostatic Microglia,P3h2
1.5034164726239517e-17,0.2670752748561591,0.549,0.477,2.705999309075851e-13,Homeostatic Microglia,Tmem119
1.516645969718153e-17,0.28790566018966124,0.523,0.451,2.7298110808957036e-13,Homeostatic Microglia,Golm1
2.5285983712088007e-17,0.2612315969331509,0.7,0.617,4.55122420833872e-13,Homeostatic Microglia,Rasgrp3
2.7242146513878423e-16,0.25843584298824673,0.639,0.575,4.903313951032977e-12,Homeostatic Microglia,Usp24
8.642680887267731e-16,0.2861973877275883,0.541,0.477,1.555596132899319e-11,Homeostatic Microglia,Itga9
1.8386478041769933e-14,0.2517699284648902,0.55,0.485,3.3093821827381704e-10,Homeostatic Microglia,Prkca
2.916973184183253e-14,0.2901182558848565,0.509,0.451,5.250260034211437e-10,Homeostatic Microglia,Col27a1
1.2213146885079107e-13,0.2800175625987209,0.497,0.437,2.1982443078453885e-9,Homeostatic Microglia,Slc16a6
2.1216147148905193e-13,0.2587290813388017,0.581,0.525,3.818694325331445e-9,Homeostatic Microglia,Ptgs1
1.4622690748022045e-12,0.2621106522988397,0.491,0.436,2.631938107736488e-8,Homeostatic Microglia,Scamp2
7.193646134389754e-12,0.36535620596060103,0.374,0.318,1.2947843677288118e-7,Homeostatic Microglia,Serpine2
9.161119805585764e-12,0.2680577482283937,0.509,0.463,1.6489099538073816e-7,Homeostatic Microglia,Pwwp2a
2.0335123751378415e-11,0.3474191037758967,0.456,0.409,3.660118924010601e-7,Homeostatic Microglia,Apba1
3.7339196724450065e-11,0.28970175436040657,0.489,0.438,6.720682018433767e-7,Homeostatic Microglia,Lrba
5.598845614206088e-11,0.37098323602277783,0.334,0.281,1.0077362221009538e-6,Homeostatic Microglia,Slc2a5
6.20343590587477e-11,0.28532493105001766,0.439,0.385,1.1165564286984e-6,Homeostatic Microglia,Gm5086
1.6396949687005485e-10,0.5022819168859692,0.248,0.2,2.9512869741641173e-6,Homeostatic Microglia,Mlph
3.857953444562195e-10,0.2590568601909278,0.537,0.493,6.943930404867494e-6,Homeostatic Microglia,Tubgcp5
1.8049775896182536e-9,0.34310569285283554,0.362,0.32,3.2487791635538944e-5,Homeostatic Microglia,Eef2k
3.3760502089806836e-9,0.25404984583419865,0.446,0.401,6.076552771144332e-5,Homeostatic Microglia,Ppp1r21
4.048020012102483e-9,0.41379903440777305,0.276,0.233,7.286031219783259e-5,Homeostatic Microglia,Abcc3
6.93861637919338e-9,0.31687430339856304,0.362,0.319,1.2488815620910164e-4,Homeostatic Microglia,St3gal5
1.4436014929451768e-8,0.3506666885861822,0.321,0.285,2.5983383271520235e-4,Homeostatic Microglia,Nfatc1
1.5036596677765362e-8,0.3404458008750807,0.349,0.31,2.7064370360309873e-4,Homeostatic Microglia,Cmtm7
1.5260322603874775e-8,0.25811399375382416,0.417,0.378,2.746705465471421e-4,Homeostatic Microglia,Mvb12b
1.5923488353039967e-8,0.33834740271432473,0.266,0.224,2.8660686686636635e-4,Homeostatic Microglia,Cdh23
1.895958020000663e-8,0.3858796870182134,0.297,0.256,3.412534840199194e-4,Homeostatic Microglia,Zfp950
1.9356102322972287e-8,0.35863653225105674,0.24,0.197,3.483904857111782e-4,Homeostatic Microglia,Syngr1
5.9541075114461995e-8,0.40362420063221977,0.239,0.2,0.0010716798109852014,Homeostatic Microglia,Adgrg1
6.283401857101093e-8,0.3869327219264588,0.261,0.223,0.0011309495002596258,Homeostatic Microglia,Kcnk6
6.434019134019462e-8,0.28241500380027507,0.345,0.304,0.001158059103932163,Homeostatic Microglia,P2ry13
7.075399199753329e-8,0.37417259487340826,0.349,0.31,0.0012735011019636016,Homeostatic Microglia,A830008E24Rik
7.89154506684814e-8,0.2645131808239689,0.393,0.361,0.0014203991965819967,Homeostatic Microglia,Comt
1.411567069209412e-7,0.3943055255122009,0.24,0.203,0.0025406795678700207,Homeostatic Microglia,Cmtm6
1.4351125330258234e-7,0.33603446045060414,0.313,0.274,0.0025830590481931794,Homeostatic Microglia,Tcn2
1.7040813141428765e-7,0.6135210183697806,0.121,0.088,0.0030671759573257635,Homeostatic Microglia,2010315B03Rik
2.646775596392184e-7,0.5519579564853213,0.112,0.081,0.004763931395946292,Homeostatic Microglia,Lrrc3
3.349197342100221e-7,0.4294589396353382,0.247,0.211,0.006028220296046188,Homeostatic Microglia,Ggta1
3.671740388304746e-7,0.29032501738980643,0.388,0.356,0.006608765524909713,Homeostatic Microglia,Fbxl20
3.998021114280371e-7,0.2645660849574608,0.281,0.243,0.00719603820359324,Homeostatic Microglia,Tgfb1
7.4790394949737e-7,0.29599415405034424,0.322,0.29,0.013461523187003162,Homeostatic Microglia,Frrs1
8.32809819460449e-7,0.31043441336180533,0.312,0.277,0.014989743940468623,Homeostatic Microglia,Whrn
1.157808548283954e-6,0.3509469681008063,0.233,0.198,0.020839396060562888,Homeostatic Microglia,Abhd15
1.4661835852922368e-6,0.2797884254119617,0.305,0.271,0.026389838351674973,Homeostatic Microglia,Ltc4s
1.9156432972476523e-6,0.4240040217838049,0.248,0.215,0.03447966370716049,Homeostatic Microglia,Nr6a1os
2.5834687897451905e-6,0.27576963940061927,0.294,0.262,0.04649985474662368,Homeostatic Microglia,Csnk1e
3.109300002794582e-6,0.39842401129582794,0.218,0.187,0.05596429075029968,Homeostatic Microglia,Cysltr1
3.2545033678795446e-6,0.33261034784254423,0.268,0.238,0.05857780611846392,Homeostatic Microglia,Zfp532
3.321283260848539e-6,0.26506117661304796,0.344,0.313,0.059779777412012854,Homeostatic Microglia,Il6st
4.101166727986112e-6,0.4788126256115521,0.198,0.168,0.07381689993702203,Homeostatic Microglia,Dhrs3
4.618166327360533e-6,0.45108045649485007,0.184,0.151,0.08312237572616224,Homeostatic Microglia,Gm40841
4.712825998811809e-6,0.28310956792232633,0.335,0.304,0.08482615515261374,Homeostatic Microglia,Eml6
4.84937791564992e-6,0.2592783770272262,0.4,0.371,0.08728395310378291,Homeostatic Microglia,Rtn1
5.0094487782462346e-6,0.25369643702781497,0.333,0.305,0.09016506855965398,Homeostatic Microglia,Rhoq
5.5195987594644535e-6,0.26206892680274435,0.272,0.239,0.09934725807160069,Homeostatic Microglia,Rnaset2a
8.992392053281685e-6,0.36186323022024214,0.273,0.246,0.16185406456701704,Homeostatic Microglia,Cryl1
1.407489434542069e-5,0.2603786158031117,0.305,0.276,0.253334023323227,Homeostatic Microglia,Oma1
1.4573888113277714e-5,0.29329073482004797,0.293,0.268,0.26231541215088555,Homeostatic Microglia,Prpsap2
1.465590553933633e-5,0.2925887267112164,0.283,0.257,0.26379164380251463,Homeostatic Microglia,Gna15
2.4698031815333015e-5,0.29700427090437165,0.23,0.203,0.44453987464417893,Homeostatic Microglia,Rnaset2b
2.773644103345149e-5,0.28872282436881325,0.321,0.294,0.49922820216109337,Homeostatic Microglia,Gm26542
5.182284445549072e-5,0.2526933886072119,0.338,0.314,0.9327593773543775,Homeostatic Microglia,Rffl
5.7052901104137564e-5,0.28319260574774197,0.277,0.25,1,Homeostatic Microglia,Kmt5b
5.9436548382927126e-5,0.26245088002119643,0.288,0.263,1,Homeostatic Microglia,Slc29a3
7.416416594700389e-5,0.5158028040202438,0.123,0.098,1,Homeostatic Microglia,Hnmt
8.468152934923404e-5,0.41455327421728416,0.16,0.134,1,Homeostatic Microglia,Pcmtd2
9.735080494109961e-5,0.4135903144657032,0.132,0.107,1,Homeostatic Microglia,Tmem86a
1.0378826188674821e-4,0.2821846141640181,0.26,0.234,1,Homeostatic Microglia,Gpr155
1.2868630098644945e-4,0.4291183664510286,0.134,0.11,1,Homeostatic Microglia,Rnf167
1.2920324846558243e-4,0.31415838653855466,0.262,0.239,1,Homeostatic Microglia,Prcp
1.4675340011325355e-4,0.25527575993069324,0.243,0.219,1,Homeostatic Microglia,Tmem273
1.5105040911806986e-4,0.39552129328145597,0.184,0.159,1,Homeostatic Microglia,Ctps2
1.573528569777676e-4,0.26203581234254103,0.258,0.233,1,Homeostatic Microglia,Cd68
1.6264492309984145e-4,0.2785599531393194,0.26,0.237,1,Homeostatic Microglia,Serinc1
1.675883572451224e-4,0.34903845412361084,0.184,0.158,1,Homeostatic Microglia,Tspan7
1.6940347295996665e-4,0.3348623739719282,0.22,0.196,1,Homeostatic Microglia,Nfam1
1.78518271205081e-4,0.28924565776267475,0.262,0.241,1,Homeostatic Microglia,Cep68
1.9893431250336474e-4,0.311905416772156,0.21,0.185,1,Homeostatic Microglia,Gm34589
2.350695846892342e-4,0.304401725920505,0.239,0.217,1,Homeostatic Microglia,Tmem30a
2.3707210851915328e-4,0.2537022330706633,0.329,0.308,1,Homeostatic Microglia,Acss1
2.509597480989795e-4,0.2679829238974298,0.241,0.22,1,Homeostatic Microglia,Tardbp
3.721343040987908e-4,0.44563328753271175,0.137,0.115,1,Homeostatic Microglia,Gm6277
3.9281885086332887e-4,0.3040574648972532,0.165,0.142,1,Homeostatic Microglia,Reep5
5.643072463196934e-4,0.44091648277597295,0.155,0.135,1,Homeostatic Microglia,Ypel3
5.708259718582243e-4,0.3616331532586383,0.131,0.109,1,Homeostatic Microglia,Acvr2b
5.789559310106704e-4,0.28586711971925,0.253,0.232,1,Homeostatic Microglia,Csad
5.878710644735848e-4,0.42006975520667544,0.112,0.092,1,Homeostatic Microglia,Tef
6.818701435966104e-4,0.2642823453509069,0.27,0.25,1,Homeostatic Microglia,Camk1
8.325347433320746e-4,0.255394252227813,0.287,0.27,1,Homeostatic Microglia,Sbno1
8.469284872207678e-4,0.27632554279080457,0.231,0.21,1,Homeostatic Microglia,Fam120b
8.578244201197762e-4,0.5244338523583985,0.114,0.094,1,Homeostatic Microglia,4930517O19Rik
9.016879268318788e-4,0.2770069596180936,0.147,0.125,1,Homeostatic Microglia,Ecscr
0.001016061636772368,0.32754865210238276,0.208,0.189,1,Homeostatic Microglia,Cebpg
0.0010497482986965643,0.4318450568132256,0.112,0.092,1,Homeostatic Microglia,Myo18b
0.0010633650303062676,0.2859657857165014,0.249,0.231,1,Homeostatic Microglia,Slc36a1
0.0011281208295580933,0.32510493433802035,0.182,0.162,1,Homeostatic Microglia,Acp2
0.0013489425143659835,0.3267058619062164,0.137,0.117,1,Homeostatic Microglia,Sec11c
0.0013628912594261075,0.3382814848817466,0.167,0.147,1,Homeostatic Microglia,Ldb1
0.0014654569618227935,0.4418268680342774,0.124,0.105,1,Homeostatic Microglia,Pts
0.0014945045486638925,0.25663091302188823,0.272,0.254,1,Homeostatic Microglia,Slc7a7
0.0017442682609286504,0.2595819243947345,0.28,0.263,1,Homeostatic Microglia,Ppcdc
0.002210018847379457,0.37616808053596024,0.163,0.144,1,Homeostatic Microglia,3222401L13Rik
0.0026525559562241246,0.2769187350300728,0.204,0.186,1,Homeostatic Microglia,Tgfa
0.0026593943547013623,0.3363051379228013,0.132,0.113,1,Homeostatic Microglia,Ypel2
0.002757638452252336,0.28945601389631437,0.216,0.2,1,Homeostatic Microglia,Arid3b
0.0031689548907627286,0.26476440385088434,0.178,0.159,1,Homeostatic Microglia,Il1rl2
0.0032061896980847765,0.3955356932838529,0.126,0.109,1,Homeostatic Microglia,Galnt12
0.0032591407993590024,0.30642329522605977,0.14,0.122,1,Homeostatic Microglia,Slc46a3
0.0032935283467842094,0.39126668644965856,0.121,0.104,1,Homeostatic Microglia,Prmt9
0.0033402071190290076,0.3188076145253393,0.14,0.123,1,Homeostatic Microglia,Ctsf
0.0036102085796351382,0.2671305941409142,0.202,0.184,1,Homeostatic Microglia,Twf2
0.0037163704632551344,0.3111094293807165,0.209,0.194,1,Homeostatic Microglia,Zfp740
0.0037642972980000944,0.26534897085256137,0.228,0.211,1,Homeostatic Microglia,Fgd3
0.004673982711468955,0.2719991251679316,0.164,0.146,1,Homeostatic Microglia,Nek6
0.004874548478818981,0.3150671341603794,0.141,0.124,1,Homeostatic Microglia,Firre
0.0049710455770644,0.2738026001622762,0.146,0.128,1,Homeostatic Microglia,Snrnp48
0.004978847261149303,0.2897803251431079,0.174,0.157,1,Homeostatic Microglia,Sfi1
0.005192164879816287,0.25442432014272653,0.171,0.155,1,Homeostatic Microglia,Ppp6r2
0.005637637475192049,0.3081059042601327,0.215,0.201,1,Homeostatic Microglia,Rps6kc1
0.006250324092126835,0.29847230705212713,0.127,0.11,1,Homeostatic Microglia,Oip5os1
0.007274732515580649,0.3950388333037944,0.135,0.119,1,Homeostatic Microglia,Zfp157
0.008340575885015957,0.3568527808753724,0.132,0.116,1,Homeostatic Microglia,Map2k6
0.008996427417392929,0.3462959281645352,0.143,0.128,1,Homeostatic Microglia,Ssbp1
0.009512192926474785,0.28000553053905136,0.158,0.142,1,Homeostatic Microglia,Erlec1
0.009644166552610457,0.3626148238131668,0.131,0.116,1,Homeostatic Microglia,Upk1b
1.6399529019049507e-76,0.5273006395797095,0.818,0.529,2.9517512281387206e-72,Transiently Activated Microglia,Jun
7.006987215227534e-61,0.5527651519960526,0.654,0.409,1.2611876288688038e-56,Transiently Activated Microglia,Btg2
2.3477330511627137e-50,0.6113325028594716,0.522,0.314,4.225684718787768e-46,Transiently Activated Microglia,Sgk1
3.3440449761491522e-49,0.5767266300369698,0.559,0.346,6.018946552570859e-45,Transiently Activated Microglia,Zfand5
2.37196867664856e-47,0.3914910357759491,0.842,0.624,4.269306421099744e-43,Transiently Activated Microglia,Rhob
1.0423440244309437e-43,0.5603342548365138,0.474,0.282,1.8761150095732555e-39,Transiently Activated Microglia,Zfp36
1.8465913843200486e-43,0.6225988100140442,0.424,0.242,3.3236798326376556e-39,Transiently Activated Microglia,Ier5
9.322474291021012e-43,0.5179785411519724,0.472,0.278,1.677952147640872e-38,Transiently Activated Microglia,Jund
4.772561982683256e-40,0.4471910205479457,0.627,0.413,8.590134312631592e-36,Transiently Activated Microglia,Mir142hg
7.801998534558963e-40,0.4805154253917654,0.704,0.499,1.4042817162352677e-35,Transiently Activated Microglia,Glul
1.0691678548685466e-39,0.7523338157961508,0.341,0.19,1.924395221977897e-35,Transiently Activated Microglia,Rgs1
3.297351549376009e-36,0.4488121047464546,0.499,0.314,5.934903053721879e-32,Transiently Activated Microglia,Sall3
8.607038922301271e-36,0.2587283837645886,0.994,0.91,1.5491809356250058e-31,Transiently Activated Microglia,Plxdc2
6.601040783116404e-35,0.36304088637518817,0.837,0.644,1.1881213305531217e-30,Transiently Activated Microglia,Mafb
2.9056316041102005e-33,0.3679261976106929,0.653,0.46,5.22984632423795e-29,Transiently Activated Microglia,Fhit
5.209642957538876e-32,0.5787792721696996,0.313,0.178,9.376836359274223e-28,Transiently Activated Microglia,Klf2
1.451944305957808e-31,0.7160019965884816,0.309,0.177,2.613354556293459e-27,Transiently Activated Microglia,Sox4
1.874685689595521e-31,0.2741450163854129,0.97,0.864,3.374246772702978e-27,Transiently Activated Microglia,Csmd3
9.307574968401462e-30,1.121059672736922,0.132,0.054,1.675270418562579e-25,Transiently Activated Microglia,Gem
2.217029942788072e-29,0.3525112760657785,0.556,0.38,3.990432194024251e-25,Transiently Activated Microglia,Rgs2
2.494244361202042e-29,0.813958383634914,0.18,0.086,4.4893904257275555e-25,Transiently Activated Microglia,Dnajb4
3.82532221337052e-29,0.2818443165421529,0.689,0.484,6.885197451845599e-25,Transiently Activated Microglia,Btg1
8.480432706976384e-29,0.39808731975406353,0.425,0.271,1.5263930829286793e-24,Transiently Activated Microglia,Junb
1.1847794073206454e-27,0.26979097492766346,0.776,0.583,2.1324844552364296e-23,Transiently Activated Microglia,P3h2
1.5570632437154574e-27,0.4939600057593172,0.477,0.318,2.802558132363452e-23,Transiently Activated Microglia,Mat2a
3.997833894906516e-27,0.31938541860834824,0.6,0.411,7.195701227442239e-23,Transiently Activated Microglia,Cadm1
5.1258587292416066e-27,0.32625796134759455,0.384,0.232,9.226033126761968e-23,Transiently Activated Microglia,Garnl3
5.5736182684609116e-27,0.3378473510847546,0.562,0.386,1.0031955521402795e-22,Transiently Activated Microglia,Smad7
8.951065011815803e-27,0.38824839695749214,0.456,0.3,1.6111021914767263e-22,Transiently Activated Microglia,Klf6
3.906535524673438e-25,0.26167806539417837,0.725,0.543,7.031373290859722e-21,Transiently Activated Microglia,Prkn
8.23653126945823e-25,0.27665630857317636,0.516,0.349,1.4824932631897867e-20,Transiently Activated Microglia,Fat3
1.3898288834051002e-24,0.4518052527000389,0.413,0.276,2.50155300724084e-20,Transiently Activated Microglia,Hspa1b
1.4458694743743182e-24,0.32457663184409125,0.41,0.262,2.6024204669263353e-20,Transiently Activated Microglia,Kcnma1
1.5186969099518789e-24,0.35324586035479033,0.462,0.308,2.7335025682223866e-20,Transiently Activated Microglia,Gpr183
3.736269912487233e-24,0.27636541560543737,0.744,0.559,6.724912215485771e-20,Transiently Activated Microglia,Fam102b
5.08399021895823e-24,0.2874461245140325,0.484,0.323,9.150673995102919e-20,Transiently Activated Microglia,Tsc22d2
9.052464748689625e-24,0.5137907772849566,0.263,0.156,1.6293531301166457e-19,Transiently Activated Microglia,Ccl4
5.835127287321115e-23,0.2769632021219066,0.505,0.347,1.0502645604449276e-18,Transiently Activated Microglia,Ubc
6.583418936559944e-23,0.26094542172094326,0.637,0.457,1.1849495743914242e-18,Transiently Activated Microglia,Ttc28
1.3196788216762484e-22,0.30007877933173477,0.45,0.302,2.3752899111350797e-18,Transiently Activated Microglia,Cacna1d
1.4941469568749357e-22,0.26902319249579953,0.608,0.434,2.6893151076791966e-18,Transiently Activated Microglia,Bach2
2.292006617451106e-22,0.28007430883247175,0.508,0.347,4.125382710750246e-18,Transiently Activated Microglia,Daglb
3.4426178904831636e-22,0.2694922724026503,0.747,0.572,6.196367941080646e-18,Transiently Activated Microglia,Basp1
6.9560861194853465e-22,0.32431590602421156,0.348,0.221,1.2520259406461675e-17,Transiently Activated Microglia,Adgrl2
9.516854788026214e-22,0.3216260278635794,0.362,0.227,1.7129386932968384e-17,Transiently Activated Microglia,Lpar6
1.8456406118132765e-21,0.34504932073063277,0.336,0.212,3.321968537202716e-17,Transiently Activated Microglia,Arl4c
3.043366145452937e-21,0.4567074756693704,0.207,0.116,5.477754725200741e-17,Transiently Activated Microglia,Glis3
5.244186475476805e-21,0.40983050453362757,0.22,0.125,9.439011237210701e-17,Transiently Activated Microglia,Rasgef1b
1.511808833470872e-20,0.27291291694418174,0.392,0.258,2.7211047193642225e-16,Transiently Activated Microglia,Nmt1
1.782289250758526e-20,0.48608541240636627,0.262,0.161,3.2079424224402707e-16,Transiently Activated Microglia,Tmx4
1.8984063850733408e-20,0.2940398173908738,0.493,0.348,3.4169416524935063e-16,Transiently Activated Microglia,Fgf13
2.6571335823297505e-20,0.3039839915016769,0.576,0.423,4.782574734835318e-16,Transiently Activated Microglia,Hpgd
4.3189566573018444e-20,0.25001395876169874,0.427,0.285,7.77369008747759e-16,Transiently Activated Microglia,Kcnk13
9.046518051873089e-20,0.3299472115311144,0.303,0.192,1.6282827841566373e-15,Transiently Activated Microglia,Hspa1a
1.277362872343034e-19,0.32184848873859573,0.456,0.316,2.299125433930227e-15,Transiently Activated Microglia,Txnip
1.4848782650577427e-19,0.8849297981653961,0.119,0.057,2.672632389277431e-15,Transiently Activated Microglia,A930007I19Rik
4.1777799032704546e-19,0.27626339924362486,0.396,0.264,7.519586047896491e-15,Transiently Activated Microglia,Tbc1d16
4.222845502362051e-19,0.2510408265503032,0.32,0.201,7.600699619701455e-15,Transiently Activated Microglia,St6gal1
6.179061238002814e-19,0.36191652234977556,0.309,0.197,1.1121692322281265e-14,Transiently Activated Microglia,Ube2j1
6.5082746392551685e-19,0.39396913031481745,0.267,0.165,1.1714243523195378e-14,Transiently Activated Microglia,Gclc
9.955872429614596e-19,0.2665269776832423,0.369,0.247,1.7919574786063313e-14,Transiently Activated Microglia,Slc12a2
1.0563921145868483e-18,0.3213878062239264,0.544,0.4,1.9014001670448682e-14,Transiently Activated Microglia,Zfp36l1
1.16414654990892e-18,0.3052997586094336,0.361,0.237,2.095347375181065e-14,Transiently Activated Microglia,Pdk1
1.6240783555321384e-18,0.3022440875136455,0.334,0.217,2.923178632122296e-14,Transiently Activated Microglia,Map4k5
2.052959059751805e-18,0.30046402477692574,0.311,0.198,3.695121011647274e-14,Transiently Activated Microglia,Dtx4
7.761501073097068e-18,0.29135584366481804,0.333,0.218,1.3969925781467413e-13,Transiently Activated Microglia,1700017B05Rik
1.0025595814355505e-17,0.3465622764168024,0.264,0.163,1.8045069906258475e-13,Transiently Activated Microglia,Gm15503
2.3587467598452363e-17,0.3333726523837382,0.25,0.154,4.2455082930454407e-13,Transiently Activated Microglia,Mxi1
3.872867853652245e-17,0.444798699359096,0.131,0.068,6.970774849788676e-13,Transiently Activated Microglia,Lonrf3
4.1161761927871957e-17,0.4869391947367729,0.157,0.087,7.4087055293976735e-13,Transiently Activated Microglia,Arrdc3
4.711690789285909e-17,0.41556281485111735,0.244,0.152,8.480572251635708e-13,Transiently Activated Microglia,E330020D12Rik
7.775634693164568e-17,0.3262909566040424,0.275,0.176,1.3995364884226906e-12,Transiently Activated Microglia,Mapre2
9.563631422607858e-17,0.34904987158877826,0.207,0.124,1.7213580197551883e-12,Transiently Activated Microglia,Zc3h12b
1.2358981644345299e-16,0.3298530622384274,0.231,0.141,2.2244931061657103e-12,Transiently Activated Microglia,Zfp697
1.3164587056511205e-16,0.2670306668511946,0.294,0.189,2.3694940243014518e-12,Transiently Activated Microglia,Akirin2
1.8561887224730673e-16,0.33136566273310436,0.247,0.155,3.340954081579274e-12,Transiently Activated Microglia,Sncaip
2.504957824286458e-16,0.2528589787447921,0.301,0.196,4.508673587933196e-12,Transiently Activated Microglia,Ufl1
2.9999448591164765e-16,0.31858698043294825,0.233,0.145,5.399600751923746e-12,Transiently Activated Microglia,Il1rl2
3.292587986915416e-16,0.327484448873282,0.216,0.132,5.926329117649057e-12,Transiently Activated Microglia,Pnrc1
7.00291824257196e-16,0.3007217444612393,0.199,0.118,1.260455254480527e-11,Transiently Activated Microglia,Jmy
9.377406556771075e-16,0.2814243767955704,0.221,0.137,1.6878394061532258e-11,Transiently Activated Microglia,Abcg1
1.0015182505723975e-15,0.40465701871113763,0.227,0.142,1.8026326992052582e-11,Transiently Activated Microglia,Ppp1r10
1.4481569502094574e-15,0.2566569878724975,0.315,0.209,2.6065376946820022e-11,Transiently Activated Microglia,Impact
1.4713672305152768e-15,0.26900949406266234,0.235,0.146,2.648313878204447e-11,Transiently Activated Microglia,Abcb4
4.502532641170204e-15,0.3949934614108787,0.219,0.139,8.104108500842249e-11,Transiently Activated Microglia,Errfi1
6.4208039670270465e-15,0.37623821034970273,0.159,0.091,1.1556805060251981e-10,Transiently Activated Microglia,Arsg
7.550453548709314e-15,0.3703478946830178,0.201,0.123,1.3590061342321892e-10,Transiently Activated Microglia,Khdrbs3
7.713844701650597e-15,0.40405440478623944,0.132,0.072,1.3884149078500909e-10,Transiently Activated Microglia,Rgs7bp
8.677362772304749e-15,0.2543601968848723,0.356,0.246,1.5618385253871318e-10,Transiently Activated Microglia,Slc40a1
8.68204494035687e-15,0.35846721189409936,0.156,0.09,1.562681268814833e-10,Transiently Activated Microglia,Naalad2
1.1892873872053102e-14,0.2703875317889135,0.285,0.189,2.1405983682308379e-10,Transiently Activated Microglia,Klhl6
1.5585345285022483e-14,0.9078164913837866,0.105,0.054,2.8052062978511967e-10,Transiently Activated Microglia,Olfr111
1.8069123821358682e-14,0.3802085298697063,0.226,0.146,3.252261596606349e-10,Transiently Activated Microglia,Hspe1
1.9494362173131986e-14,0.2667319371907908,0.255,0.166,3.508790247542026e-10,Transiently Activated Microglia,Btrc
2.833734043823427e-14,0.34502272109410087,0.208,0.13,5.100437905477786e-10,Transiently Activated Microglia,Rab40c
3.362776211581713e-14,0.29809286575907884,0.238,0.154,6.052660903225925e-10,Transiently Activated Microglia,Rspry1
3.510849844151697e-14,0.6141949037877545,0.12,0.065,6.319178634488639e-10,Transiently Activated Microglia,Gmcl1
3.5376775645439836e-14,0.3061600153336649,0.23,0.146,6.367465848422716e-10,Transiently Activated Microglia,Kdm5b
3.846839649330878e-14,0.35736792124676947,0.217,0.138,6.923926684830647e-10,Transiently Activated Microglia,Dcakd
3.8514551835245194e-14,0.2533332828436992,0.207,0.129,6.932234184825783e-10,Transiently Activated Microglia,Setbp1
4.236958163322541e-14,0.3835743864556307,0.155,0.09,7.626100998164241e-10,Transiently Activated Microglia,Tom1l1
6.983870209362196e-14,0.5118607479862906,0.18,0.112,1.2570267989831018e-9,Transiently Activated Microglia,Ccl3
7.871785663001354e-14,0.2604333789024659,0.214,0.135,1.4168427014836136e-9,Transiently Activated Microglia,Cbfa2t2
8.504081103286567e-14,0.3222741454050768,0.235,0.151,1.5306495577805493e-9,Transiently Activated Microglia,Rnf2
