p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
4.697695285462495e-30,2.921627153334464,0.345,0.073,8.455381744303945e-26,CNS Endothelial Cells,Actn4
7.53241351258514e-30,3.2068831157342097,0.259,0.042,1.3557591081301993e-25,CNS Endothelial Cells,Ppp3cc
2.084599135238504e-29,4.395731838830916,0.112,0.008,3.7520699835157834e-25,CNS Endothelial Cells,Sik1
4.3942532843161157e-29,2.422924319505321,0.621,0.243,7.909216486440577e-25,CNS Endothelial Cells,Fut8
4.730482116315379e-29,3.5900118771094065,0.129,0.011,8.51439476115605e-25,CNS Endothelial Cells,Myof
3.7428000666035063e-28,4.10884767604039,0.112,0.009,6.736665839879651e-24,CNS Endothelial Cells,Macrod2
4.201419388879908e-28,3.9204542848394888,0.112,0.009,7.562134758044947e-24,CNS Endothelial Cells,Sned1
6.561940098639153e-28,2.991991348916875,0.319,0.067,1.1810835983540612e-23,CNS Endothelial Cells,Zhx3
7.090161635366679e-28,3.090611349999258,0.276,0.051,1.2761581927496486e-23,CNS Endothelial Cells,Arhgef3
8.323993101051228e-28,1.917024525949269,0.586,0.205,1.4982355182582105e-23,CNS Endothelial Cells,Klf2
9.310841730788898e-28,2.817171127990126,0.371,0.09,1.675858403124694e-23,CNS Endothelial Cells,Ick
1.2698874912521373e-27,3.127041093636282,0.155,0.017,2.285670495504722e-23,CNS Endothelial Cells,Ifitm2
2.283893780824637e-27,3.7024827372620943,0.103,0.008,4.110780416106264e-23,CNS Endothelial Cells,Rras
4.4711485086453815e-27,3.1106656793279255,0.241,0.04,8.047620200710822e-23,CNS Endothelial Cells,Notch4
5.453329655866688e-27,2.850219730917857,0.276,0.052,9.815448047594452e-23,CNS Endothelial Cells,Grk5
7.364512942181826e-27,2.333709990496721,0.509,0.169,1.3255386844633068e-22,CNS Endothelial Cells,Wwc2
7.913130825890759e-27,2.589701460338737,0.776,0.478,1.4242844173520776e-22,CNS Endothelial Cells,Arl15
2.222660819105379e-26,3.2052875522183553,0.172,0.022,4.000567208307772e-22,CNS Endothelial Cells,Efnb2
3.1515253137471264e-26,2.447526455730092,0.405,0.109,5.672430412213453e-22,CNS Endothelial Cells,Stim2
3.20871390308419e-26,3.730881677638681,0.129,0.013,5.775364154161234e-22,CNS Endothelial Cells,Ripor1
4.209887743433701e-26,3.6748899506595256,0.172,0.022,7.577376949406319e-22,CNS Endothelial Cells,Prdm5
8.440989628907135e-26,3.691299992432002,0.121,0.011,1.5192937233069954e-21,CNS Endothelial Cells,Spaca6
1.056645737784231e-25,2.0873006941493135,0.517,0.179,1.9018566634378375e-21,CNS Endothelial Cells,Calm1
1.237974853091008e-25,2.4131125041795025,0.526,0.193,2.2282309380785052e-21,CNS Endothelial Cells,Cdk17
1.8960424057145433e-25,2.337585227077763,0.466,0.149,3.412686726045607e-21,CNS Endothelial Cells,Mprip
1.9080109665030182e-25,2.3891142253004447,0.44,0.13,3.4342289386087826e-21,CNS Endothelial Cells,Nav1
2.172271953061402e-25,2.335886096626735,0.328,0.074,3.909872288315217e-21,CNS Endothelial Cells,Psd3
2.5788847293316075e-25,2.545994920912684,0.397,0.111,4.64173462432396e-21,CNS Endothelial Cells,Ttc7b
2.6793787225285575e-25,3.1107748303966787,0.198,0.029,4.8226137626791504e-21,CNS Endothelial Cells,Zc2hc1a
6.7935857697660775e-25,2.525748573084331,0.345,0.084,1.2227775027001962e-20,CNS Endothelial Cells,Prickle1
8.987926817086791e-25,3.7552094155222444,0.112,0.01,1.6177369478074516e-20,CNS Endothelial Cells,Sestd1
2.7122786492510797e-24,3.4553048551473466,0.181,0.026,4.881830340787018e-20,CNS Endothelial Cells,Aldh2
5.798413890973134e-24,2.390255201649169,0.336,0.081,1.0436565162362544e-19,CNS Endothelial Cells,Dusp1
6.2855592894156744e-24,3.784683569148749,0.112,0.01,1.1313378165019271e-19,CNS Endothelial Cells,Runx1t1
1.3823532476843914e-23,3.250472901407804,0.198,0.031,2.488097610507136e-19,CNS Endothelial Cells,Acyp2
3.7733221945659196e-23,2.323277240079766,0.362,0.096,6.791602617999199e-19,CNS Endothelial Cells,Epn2
6.711682886875054e-23,3.045434432776755,0.207,0.035,1.208035802808641e-18,CNS Endothelial Cells,Ube2e2
7.327533941227222e-23,3.5283929468286215,0.129,0.014,1.3188828340814877e-18,CNS Endothelial Cells,Pik3ip1
8.208421623907478e-23,3.341762905387135,0.155,0.02,1.477433808087107e-18,CNS Endothelial Cells,Fam129b
9.872120197829816e-23,3.5044604899477876,0.155,0.021,1.776882914407389e-18,CNS Endothelial Cells,Baiap2
1.2811026056024758e-22,2.8449176050421565,0.241,0.047,2.305856579823896e-18,CNS Endothelial Cells,Sept11
1.6609575657344942e-22,2.1536955998695064,0.44,0.141,2.9895575225655162e-18,CNS Endothelial Cells,Ctnnb1
2.205799089081571e-22,2.7913835090712156,0.371,0.109,3.97021778043792e-18,CNS Endothelial Cells,Slc39a10
4.317505802158201e-22,2.696924640763762,0.267,0.058,7.771078693304546e-18,CNS Endothelial Cells,Tjp2
4.595984064509546e-21,4.31890397330721,0.147,0.02,8.272311717710731e-17,CNS Endothelial Cells,Edn1
9.035775648425154e-21,1.6136635324569242,0.759,0.452,1.6263492589600436e-16,CNS Endothelial Cells,Klf12
1.0634769719181207e-20,2.917721585385873,0.198,0.035,1.9141522017554254e-16,CNS Endothelial Cells,Tpm1
3.47530990637906e-20,2.4611635848807447,0.621,0.345,6.25521030049167e-16,CNS Endothelial Cells,Rasal2
5.570401676869663e-20,3.6675534956442504,0.121,0.014,1.0026165978197706e-15,CNS Endothelial Cells,Efna5
6.505624801671935e-20,3.021688173774888,0.198,0.036,1.1709474080529316e-15,CNS Endothelial Cells,Plekhg5
1.1150140165452193e-19,2.8092109247947707,0.293,0.077,2.0069137283797403e-15,CNS Endothelial Cells,Alas1
2.1105182942768734e-19,1.6767519210434245,0.698,0.411,3.798721877868944e-15,CNS Endothelial Cells,Bmpr2
2.844085113460765e-19,3.0979916466819915,0.172,0.029,5.1190687957180314e-15,CNS Endothelial Cells,Cipc
4.1523772004454563e-19,1.5921788337253324,0.629,0.293,7.473863723081777e-15,CNS Endothelial Cells,Akt3
4.504788629494761e-19,2.589413265787527,0.31,0.084,8.10816905422762e-15,CNS Endothelial Cells,Fyn
4.972483039068186e-19,2.782673068036289,0.336,0.103,8.949972222018829e-15,CNS Endothelial Cells,Snrk
6.484654741591658e-19,2.236767545937129,0.457,0.176,1.1671730069390826e-14,CNS Endothelial Cells,Tns1
6.585464978385555e-19,1.7073686747337655,0.612,0.315,1.1853178414596161e-14,CNS Endothelial Cells,Msi2
7.284599497447105e-19,1.6061376712323043,0.716,0.47,1.3111550635455043e-14,CNS Endothelial Cells,Exoc6b
8.108669934515578e-19,3.2711721855072438,0.147,0.022,1.459479501513459e-14,CNS Endothelial Cells,Mmp28
1.3358401231296966e-18,2.150293479913044,0.405,0.138,2.4043786376211408e-14,CNS Endothelial Cells,Sp100
1.763915642393713e-18,2.8432753362188925,0.207,0.042,3.174871764744444e-14,CNS Endothelial Cells,Tmem204
4.4609069740411356e-18,3.3580976157355713,0.103,0.012,8.02918646257664e-14,CNS Endothelial Cells,Tubb4b
7.299881340635978e-18,2.0689872340112996,0.371,0.117,1.3139056425010696e-13,CNS Endothelial Cells,Mllt3
1.0299075147499413e-17,3.2457026960188182,0.147,0.023,1.8537305357984194e-13,CNS Endothelial Cells,Kdr
1.0396244161643411e-17,1.8953428084498856,0.397,0.136,1.8712199866541977e-13,CNS Endothelial Cells,Magi3
1.1156452993310121e-17,1.8712647601381016,0.647,0.373,2.0080499742658888e-13,CNS Endothelial Cells,Tnrc6c
1.1308010474950132e-17,2.437150810767557,0.31,0.088,2.0353288053862744e-13,CNS Endothelial Cells,Ccser2
1.337108487338806e-17,3.353540389152784,0.112,0.014,2.4066615663611167e-13,CNS Endothelial Cells,Crybg1
1.4123932216391084e-17,2.1232201583219776,0.371,0.123,2.542166559628231e-13,CNS Endothelial Cells,Aplp2
2.5353004871841996e-17,1.6884689576273169,0.664,0.387,4.563287346882841e-13,CNS Endothelial Cells,Map4k3
3.2276069205615247e-17,3.4485706053071112,0.129,0.019,5.809369696318689e-13,CNS Endothelial Cells,Plekhg2
6.031056164061563e-17,2.1420638403362133,0.422,0.159,1.0855297989694408e-12,CNS Endothelial Cells,Gbe1
6.093372978663044e-17,1.7219895243950976,0.578,0.296,1.0967462024295613e-12,CNS Endothelial Cells,Dock1
6.381169960201739e-17,2.5569040687045694,0.259,0.066,1.148546781136711e-12,CNS Endothelial Cells,Adk
7.51421155604845e-17,2.7998966544141255,0.147,0.024,1.3524829379731606e-12,CNS Endothelial Cells,Gm20559
8.248381041776755e-17,2.676854085740406,0.233,0.056,1.484626103709398e-12,CNS Endothelial Cells,Cpt1a
1.6138068577563111e-16,2.812471446904179,0.216,0.049,2.9046909632755844e-12,CNS Endothelial Cells,Usp46
2.0782995575326462e-16,3.4576076166683367,0.112,0.015,3.74073137360301e-12,CNS Endothelial Cells,Zfp948
2.8517122567000637e-16,1.7938820056714828,0.371,0.127,5.1327968908344445e-12,CNS Endothelial Cells,Myl6
3.677757071318757e-16,2.047120233758388,0.371,0.13,6.619594952666631e-12,CNS Endothelial Cells,Golim4
5.650790129524466e-16,2.2944295949049334,0.284,0.083,1.0170857154131086e-11,CNS Endothelial Cells,Spata6
1.8368212788529776e-15,2.4759063870714773,0.233,0.06,3.306094619807475e-11,CNS Endothelial Cells,Ccnyl1
2.065017309978201e-15,2.6136342647124593,0.224,0.056,3.716824656229764e-11,CNS Endothelial Cells,Nhsl2
2.4071544072888843e-15,1.9755256361177245,0.293,0.087,4.332637217679263e-11,CNS Endothelial Cells,Cbfa2t3
3.315282882958692e-15,2.0922134688374454,0.293,0.088,5.967177661037349e-11,CNS Endothelial Cells,Neat1
3.809732944400972e-15,2.3743336064466245,0.216,0.052,6.85713832662731e-11,CNS Endothelial Cells,Ier2
3.910778566768465e-15,2.7225373265486694,0.155,0.029,7.03901034232656e-11,CNS Endothelial Cells,Samd9l
4.308365258695744e-15,2.3904924115362958,0.112,0.016,7.75462662912647e-11,CNS Endothelial Cells,Ccnd2
4.657757091389877e-15,2.013964661532861,0.388,0.147,8.3834969887926406e-11,CNS Endothelial Cells,Klhl5
5.1725010662229436e-15,1.8865412250023066,0.569,0.306,9.309984669094677e-11,CNS Endothelial Cells,Klf7
5.2779921399365874e-15,1.7534520014605344,0.457,0.198,9.499858052671863e-11,CNS Endothelial Cells,Afap1l1
5.401131486027118e-15,2.3582892821796557,0.293,0.089,9.72149656170021e-11,CNS Endothelial Cells,Cacna1a
5.612532843977952e-15,3.4739397199445574,0.112,0.016,1.0101997865875916e-10,CNS Endothelial Cells,Vangl1
6.194650679083663e-15,3.059514111862156,0.147,0.027,1.1149751757282685e-10,CNS Endothelial Cells,Actn1
8.613094703871039e-15,2.051810102020524,0.44,0.189,1.5502709157497483e-10,CNS Endothelial Cells,Tmod3
1.19502239911525e-14,2.1069007547539482,0.276,0.082,2.1509208161675386e-10,CNS Endothelial Cells,Tspan9
1.2982026587894456e-14,2.9737020335633826,0.129,0.022,2.336634965555123e-10,CNS Endothelial Cells,Megf9
1.5010291322557568e-14,1.9706057095165663,0.336,0.116,2.7017023351471364e-10,CNS Endothelial Cells,Notch1
1.6050181974096866e-14,1.4455571081641363,0.233,0.059,2.888872253517695e-10,CNS Endothelial Cells,Adamts1
1.9038652219429227e-14,1.4630788884227246,0.578,0.311,3.4267670129750665e-10,CNS Endothelial Cells,Arhgef12
2.4046678617455546e-14,2.522554440770863,0.224,0.059,4.3281616843558237e-10,CNS Endothelial Cells,Clec2d
2.4799161626501437e-14,2.0367830965466456,0.388,0.155,4.4636011011539937e-10,CNS Endothelial Cells,Nfkbia
2.7011550743288523e-14,1.971707983654907,0.302,0.097,4.861809018284501e-10,CNS Endothelial Cells,Gcnt2
4.866398303849979e-14,1.8051416390805515,0.595,0.358,8.759030307099577e-10,CNS Endothelial Cells,Fryl
6.270813895915917e-14,2.1272876989822027,0.328,0.116,1.128683793125906e-9,CNS Endothelial Cells,Jam2
7.16417072255314e-14,2.6590935272574283,0.181,0.041,1.2894790883523396e-9,CNS Endothelial Cells,Limk2
7.301144255893293e-14,3.090159733467537,0.155,0.032,1.314132954618234e-9,CNS Endothelial Cells,Dcun1d3
9.623963259302201e-14,2.341982941644152,0.138,0.025,1.7322171470418032e-9,CNS Endothelial Cells,Tagln2
1.3941132520312632e-13,1.6597059204757862,0.431,0.189,2.5092644423310707e-9,CNS Endothelial Cells,Svil
1.6001430203045752e-13,2.9047391742732787,0.164,0.036,2.880097422246205e-9,CNS Endothelial Cells,Trpv4
2.7760996737198904e-13,1.901545471663378,0.362,0.142,4.9967018027284305e-9,CNS Endothelial Cells,Pcnx
3.3829492028713203e-13,1.4273748231857957,0.586,0.332,6.08897027024809e-9,CNS Endothelial Cells,Nbeal1
3.557167943883248e-13,1.7916715405561974,0.371,0.148,6.402546582195457e-9,CNS Endothelial Cells,Piezo1
3.6295430769783234e-13,2.750691490496786,0.121,0.021,6.5328145842532846e-9,CNS Endothelial Cells,Fbxl2
5.795890192931327e-13,2.8865136895762125,0.121,0.021,1.0432022758257096e-8,CNS Endothelial Cells,Gch1
6.441091457007957e-13,1.2283633109562846,0.672,0.431,1.1593320513468622e-8,CNS Endothelial Cells,Spag9
9.791663147511402e-13,2.2642813399345054,0.233,0.068,1.7624014499205773e-8,CNS Endothelial Cells,Inpp5f
2.686283257698807e-12,2.8135725310763973,0.121,0.022,4.835041235532083e-8,CNS Endothelial Cells,Isyna1
2.8246071931692693e-12,1.0546854405936381,0.828,0.703,5.084010486985368e-8,CNS Endothelial Cells,Tcf4
3.3779164560207025e-12,1.27784594717149,0.647,0.417,6.079911829191662e-8,CNS Endothelial Cells,Nfat5
4.208000345990011e-12,2.685857976452258,0.121,0.022,7.57397982274742e-8,CNS Endothelial Cells,Cltb
4.8936732220999205e-12,1.8818137279370126,0.31,0.112,8.808122432457647e-8,CNS Endothelial Cells,Plekha5
5.33627707373616e-12,2.2508157212138054,0.302,0.111,9.604765105017714e-8,CNS Endothelial Cells,Ctif
5.8445616067180306e-12,1.886662539291247,0.345,0.141,1.0519626435931784e-7,CNS Endothelial Cells,Chst11
1.2242908818910774e-11,1.3990920654397887,0.552,0.33,2.20360115831575e-7,CNS Endothelial Cells,Gnas
1.2961664326833758e-11,2.7593274942571675,0.138,0.03,2.332969962186808e-7,CNS Endothelial Cells,Ybx3
1.928692766705152e-11,1.8433537709415877,0.31,0.12,3.471454110792603e-7,CNS Endothelial Cells,Tom1l2
2.000799062917966e-11,2.654001179296755,0.198,0.056,3.6012382333460466e-07,CNS Endothelial Cells,Tmem44
2.241023179458484e-11,1.5450029719311789,0.491,0.265,4.0336176207073256e-7,CNS Endothelial Cells,Clip1
2.82721331733742e-11,2.563573868598853,0.147,0.034,5.088701249875622e-7,CNS Endothelial Cells,Slc35d2
3.0494267295715645e-11,1.4721642947210922,0.353,0.146,5.488663170555858e-7,CNS Endothelial Cells,Lats2
3.971193508900165e-11,1.51100103347123,0.371,0.16,7.147751196669407e-7,CNS Endothelial Cells,Crybg3
4.588948604047202e-11,2.6535295774068923,0.103,0.018,8.259648592424559e-7,CNS Endothelial Cells,Pdxk
4.59111507142755e-11,2.4968653487469465,0.172,0.046,8.263548017062447e-7,CNS Endothelial Cells,Pnpla6
5.444478412221316e-11,1.41183817859258,0.569,0.356,9.799516694157147e-7,CNS Endothelial Cells,Insr
6.593579199291784e-11,2.3424335149703177,0.207,0.062,1.1867783200805282e-6,CNS Endothelial Cells,Farp1
6.812616559110132e-11,1.6651462902986416,0.491,0.277,1.2262028544742326e-6,CNS Endothelial Cells,Ano6
6.906653913174855e-11,2.0881632547913287,0.172,0.045,1.243128637832342e-6,CNS Endothelial Cells,Tle1
9.005660583795871e-11,1.7213756417200043,0.198,0.057,1.6209288484774187e-6,CNS Endothelial Cells,Oasl2
1.0145764002293056e-10,1.4196632740652877,0.578,0.395,1.8261360627727271e-6,CNS Endothelial Cells,Pcmtd1
1.0492638892517312e-10,2.0687416061779667,0.19,0.054,1.888570074264191e-6,CNS Endothelial Cells,Gtf2ird1
1.2455686339207455e-10,1.6474270941848501,0.414,0.206,2.24189898419395e-6,CNS Endothelial Cells,Actg1
1.5749714668010996e-10,1.4465274202454084,0.466,0.249,2.8347911430952994e-6,CNS Endothelial Cells,Prkch
1.8920971412725221e-10,1.7558257244180333,0.198,0.059,3.4055856445764128e-6,CNS Endothelial Cells,Itsn1
2.9994712898629566e-10,1.8635999494032927,0.284,0.111,5.398748374624335e-6,CNS Endothelial Cells,St8sia4
3.365265008798174e-10,2.2068595954890755,0.164,0.043,6.057140489335834e-6,CNS Endothelial Cells,Cemip2
3.7304589672810617e-10,2.792746628266095,0.138,0.033,6.714453095209183e-6,CNS Endothelial Cells,Dcbld2
4.0529643747398743e-10,1.9988868811499976,0.276,0.106,7.2949305780943e-6,CNS Endothelial Cells,Zfyve9
4.1059888997772834e-10,2.3799981229740164,0.121,0.026,7.390369420709133e-6,CNS Endothelial Cells,Cd151
6.310089465848596e-10,2.2587218012655157,0.233,0.082,1.1357530029580887e-5,CNS Endothelial Cells,Zbtb38
6.656137157880324e-10,2.437302969230116,0.138,0.033,1.1980381270468795e-5,CNS Endothelial Cells,Slc25a32
7.293491182640446e-10,2.3917470342323757,0.164,0.045,1.312755477963454e-5,CNS Endothelial Cells,Rusc2
8.984874857052415e-10,1.7245565917326038,0.328,0.145,1.6171876255208643e-5,CNS Endothelial Cells,Hivep2
1.3127008071766323e-9,2.2768634427221537,0.181,0.055,2.3627301828372204e-5,CNS Endothelial Cells,Map3k20
1.423563824260222e-9,2.3669428441779967,0.129,0.031,2.5622725272859734e-5,CNS Endothelial Cells,Rhbdf2
1.6045326311895804e-9,0.9788661776982082,0.741,0.586,2.8879982828781256e-5,CNS Endothelial Cells,Tcf12
1.8833927588139023e-9,2.123856360915894,0.181,0.055,3.3899186265891425e-5,CNS Endothelial Cells,Socs5
2.217991216767436e-9,2.278382675461368,0.224,0.08,3.9921623910597075e-5,CNS Endothelial Cells,Mxd4
3.141462357349421e-9,2.2444089955219315,0.129,0.032,5.6543180969932234e-5,CNS Endothelial Cells,Klf10
3.5403948220426927e-9,1.616426790402727,0.284,0.115,6.372356640194642e-5,CNS Endothelial Cells,A330023F24Rik
4.215457570667564e-9,1.2205941314809319,0.448,0.242,7.587402081444548e-5,CNS Endothelial Cells,Kras
4.355400833456753e-9,1.5633073966584627,0.31,0.134,7.83928596013881e-5,CNS Endothelial Cells,B3gnt2
5.008426094822107e-9,1.6578397347456009,0.362,0.174,9.01466612807031e-5,CNS Endothelial Cells,Phlpp1
5.330721233331074e-9,2.015693883315604,0.147,0.039,9.594765147872601e-5,CNS Endothelial Cells,Mdfic
5.701093262846657e-9,1.9298017049975564,0.164,0.048,1.0261397763797698e-4,CNS Endothelial Cells,Srebf2
5.813692550426129e-9,2.200176556842022,0.147,0.04,1.046406522151199e-4,CNS Endothelial Cells,Ceacam1
5.84914980568843e-9,1.5264031597466787,0.422,0.221,1.0527884735258605e-4,CNS Endothelial Cells,Ppp1cb
7.124764279178407e-9,1.1584600647477057,0.405,0.202,1.2823863226093214e-4,CNS Endothelial Cells,Klf13
8.111610075780042e-9,1.8174378501741149,0.267,0.109,1.4600086975396497e-4,CNS Endothelial Cells,Cd34
8.70182533357963e-9,1.0909561479642944,0.629,0.469,1.5662415417909975e-4,CNS Endothelial Cells,Map4
8.833044751288813e-9,1.940765600904074,0.276,0.117,1.5898597247844735e-4,CNS Endothelial Cells,Zcchc14
8.959854019726681e-9,2.1713091170000656,0.147,0.04,1.6126841250106055e-4,CNS Endothelial Cells,Layn
9.030103970660692e-9,2.1843543657475166,0.224,0.083,1.625328413679218e-4,CNS Endothelial Cells,Adarb1
1.1412019023117059e-8,2.1814901989031004,0.129,0.033,2.0540493039708393e-4,CNS Endothelial Cells,Arfgap3
1.167290094350454e-8,2.2365657468823006,0.121,0.029,2.1010054408213821e-4,CNS Endothelial Cells,Ppm1f
1.2350907247528361e-8,1.8621190629341438,0.155,0.044,2.2230397954826298e-4,CNS Endothelial Cells,4930503L19Rik
1.4084471294338948e-8,2.2706518991264044,0.103,0.023,2.535063988268067e-4,CNS Endothelial Cells,Crip1
1.4633257552492114e-8,1.6027850485736757,0.328,0.156,2.633840026873056e-4,CNS Endothelial Cells,Myl12b
1.488947590376241e-8,1.4616080934946387,0.216,0.076,2.679956767918196e-4,CNS Endothelial Cells,Gvin1
1.4900676842078938e-8,1.9890342170934614,0.207,0.073,2.6819728248057877e-4,CNS Endothelial Cells,Trim25
1.8265979239654737e-8,2.223959837343982,0.112,0.027,3.287693603345456e-4,CNS Endothelial Cells,0610043K17Rik
1.8490189691198317e-8,2.0488045260500023,0.224,0.085,3.328049242518785e-4,CNS Endothelial Cells,Ppp2r2d
2.4981665144396417e-8,1.9559622447239757,0.233,0.09,4.4964499093399113e-4,CNS Endothelial Cells,Rnf144b
2.8884284926348305e-8,1.5798077002920006,0.543,0.434,5.198882443893431e-4,CNS Endothelial Cells,Cdk19
2.9282586602800713e-8,1.972166876409099,0.19,0.064,5.2705727626381e-4,CNS Endothelial Cells,Ankrd28
3.124818834281948e-8,1.819159838467339,0.216,0.08,5.624361419824079e-4,CNS Endothelial Cells,Slc44a1
4.575133359213395e-8,2.2361624256100243,0.103,0.024,8.234782533248189e-4,CNS Endothelial Cells,Stx1a
5.384726762030251e-8,1.4232335403733467,0.353,0.177,9.691969698978249e-4,CNS Endothelial Cells,Slk
5.678976417773997e-8,1.7749620626975326,0.284,0.129,0.0010221589654351418,CNS Endothelial Cells,Ap3s1
6.246980372106582e-8,2.566649657261028,0.129,0.036,0.0011243939971754637,CNS Endothelial Cells,Btg3
6.999836403089644e-8,1.2660115818928936,0.474,0.28,0.001259900554192105,CNS Endothelial Cells,Pik3c2a
7.388130855712493e-8,1.6310699241201814,0.181,0.061,0.0013297896727196916,CNS Endothelial Cells,Tspo
7.483255002802529e-8,2.033699869374157,0.103,0.024,0.0013469110679544271,CNS Endothelial Cells,Vcam1
7.59264901054341e-8,2.1713346076705142,0.198,0.072,0.0013666008954077084,CNS Endothelial Cells,Amd1
8.17329287856598e-8,1.763405189886926,0.216,0.082,0.0014711109852130907,CNS Endothelial Cells,Anxa7
8.721529943810229e-8,1.8507052199802598,0.172,0.057,0.0015697881745864032,CNS Endothelial Cells,Cbx5
1.0612049856320704e-7,2.478574540224485,0.129,0.037,0.0019100628536391634,CNS Endothelial Cells,Zbtb10
1.2672239225807962e-7,1.4173901656967733,0.362,0.187,0.002280876338253175,CNS Endothelial Cells,Tspan13
1.3457409911659029e-7,1.5417996340102715,0.293,0.134,0.0024221992099995085,CNS Endothelial Cells,Agap1
1.3945352323735959e-7,1.5027261865820938,0.336,0.171,0.002510023964749235,CNS Endothelial Cells,Ppp1r2
1.6181326249259491e-7,1.917151985733434,0.172,0.059,0.002912476911604216,CNS Endothelial Cells,Sun1
1.631258619435939e-7,1.9539693034049033,0.207,0.081,0.002936102389122747,CNS Endothelial Cells,Rassf8
1.7620908205117854e-7,2.293626120875804,0.224,0.091,0.0031715872678391628,CNS Endothelial Cells,Pde2a
1.9289646118308653e-7,1.6498160792454475,0.164,0.055,0.0034719434048343743,CNS Endothelial Cells,Tgm2
2.3614787742665164e-7,1.2242285852890677,0.319,0.155,0.004250425645802303,CNS Endothelial Cells,Adam15
2.6280830104662544e-7,0.9557915491522413,0.526,0.357,0.004730286610538211,CNS Endothelial Cells,Kif5b
2.6740759932454137e-7,2.1040792442386014,0.155,0.051,0.0048130693802424206,CNS Endothelial Cells,Bcr
4.19859545877613e-7,1.3791337287807026,0.319,0.159,0.007557051966251157,CNS Endothelial Cells,Dcaf6
4.337802203717207e-7,1.9937400875150841,0.129,0.038,0.007807610186470601,CNS Endothelial Cells,Inpp1
6.143545688675116e-7,1.752677155942103,0.25,0.114,0.011057767885046341,CNS Endothelial Cells,Rnf103
8.226601610839999e-7,1.52748897339289,0.284,0.141,0.014807060239350914,CNS Endothelial Cells,Ifnar1
9.7587671376009e-7,1.5361805004675095,0.241,0.107,0.01756480497096786,CNS Endothelial Cells,Rab6a
1.160755132133835e-6,1.6536696994300137,0.224,0.095,0.0208924316232769,CNS Endothelial Cells,Znrf3
1.2053793360955738e-6,0.631875653984074,0.733,0.594,0.021695622670384232,CNS Endothelial Cells,Gphn
1.3066820270778987e-6,2.48557491166305,0.112,0.032,0.023518969805375097,CNS Endothelial Cells,Rasgrf2
1.4182323671031705e-6,2.2447205299533004,0.138,0.045,0.025526764375489966,CNS Endothelial Cells,Mllt6
1.4769976605128892e-6,1.606679080500352,0.241,0.11,0.026584480891571494,CNS Endothelial Cells,Coro2a
1.6709203042367698e-6,1.6638361137164193,0.328,0.183,0.030074894555957618,CNS Endothelial Cells,Stk38
1.8624087494117535e-6,1.873979369172896,0.138,0.045,0.03352149508066215,CNS Endothelial Cells,Esyt1
1.8819223112537783e-6,1.357592284106022,0.302,0.152,0.033872719680256756,CNS Endothelial Cells,Usp6nl
1.9941141188232998e-06,1.3598862489853176,0.483,0.347,0.03589206002470057,CNS Endothelial Cells,Klf3
2.2614140932679917e-6,2.00855063998113,0.138,0.046,0.040703192264730584,CNS Endothelial Cells,BC028528
2.3468483814861607e-6,1.792875227688103,0.198,0.083,0.04224092401836941,CNS Endothelial Cells,Myo1c
2.4888359884922217e-6,1.9656515539752204,0.129,0.041,0.0447965589568715,CNS Endothelial Cells,Pomgnt1
2.542508082787411e-6,1.9690156089542101,0.172,0.067,0.04576260298209061,CNS Endothelial Cells,Gm4070
2.642359473179242e-6,1.4940368904675094,0.267,0.13,0.04755982815775318,CNS Endothelial Cells,Trim24
2.7709359672397897e-6,1.3486518473910998,0.31,0.163,0.04987407647434897,CNS Endothelial Cells,Calcrl
3.2294796374045064e-6,1.3073158420574083,0.397,0.244,0.05812740399364371,CNS Endothelial Cells,Znrf1
3.2883599488356896e-6,0.9447052699843851,0.474,0.307,0.05918719071909358,CNS Endothelial Cells,Rhoa
3.37645933736234e-6,1.0628929390555863,0.431,0.27,0.060772891613184755,CNS Endothelial Cells,Ap2b1
3.4188509153556254e-6,2.124831096941949,0.147,0.052,0.061535897625485905,CNS Endothelial Cells,Lmbr1
3.6082816752561046e-6,1.2033781554757212,0.474,0.326,0.06494546187293462,CNS Endothelial Cells,Gnb1
5.648777794924444e-6,2.052142020815772,0.164,0.064,0.10167235153084507,CNS Endothelial Cells,Nod1
5.648849529360537e-6,1.1995379266755828,0.224,0.098,0.1016736426789603,CNS Endothelial Cells,Cpd
7.288838547397767e-6,1.7235558175381938,0.138,0.048,0.13119180501461242,CNS Endothelial Cells,Acot9
8.468723110617546e-6,1.7052729891013398,0.216,0.099,0.15242854726800523,CNS Endothelial Cells,Tmem184b
8.947259491644397e-6,1.1838364403687338,0.302,0.16,0.1610417235901075,CNS Endothelial Cells,Ybx1
9.596822571686624e-6,0.7562721485410313,0.207,0.088,0.17273320946778753,CNS Endothelial Cells,Dab2
1.0697436418821018e-5,1.2929325938602687,0.336,0.193,0.1925431581023595,CNS Endothelial Cells,Agfg1
1.082113150346206e-5,1.6389993369848983,0.241,0.122,0.19476954593081364,CNS Endothelial Cells,Phactr4
1.114898503016447e-5,2.083608742429268,0.103,0.032,0.2006705815579303,CNS Endothelial Cells,Fam214b
1.1172517428108576e-5,1.9702064327962527,0.138,0.05,0.20109414118852625,CNS Endothelial Cells,Prr5l
1.123535248740497e-5,2.3096371013543924,0.112,0.036,0.20222510942080205,CNS Endothelial Cells,Lamc1
