"log2foldchange","p.value","FDR","gene"
0.186768511605726,0.512230777842625,0.678870720176237,"Olfr686"
0.201175935426752,0.188194620221291,0.414697097787549,"Olfr687"
0.3670159844159,0.0573887964850485,0.273584378922944,"Olfr688"
0.564784618783526,0.873908931659645,0.929340510852608,"Olfr69"
0.51175265376738,0.195751034015887,0.421939546595954,"Olfr690"
0.113114080051455,0.145091247990138,0.37108411177183,"Olfr691"
0.470026733876496,0.078307487367174,0.300154622843421,"Olfr692"
0.471823525370421,0.374325014929542,0.576253254262629,"Olfr693"
0.731319031025064,0.0146508487938165,0.210612188523234,"Olfr694"
0.501477515218075,0.0111568977955826,0.200850066289531,"Olfr695"
0.589032165030204,0.00287752955646705,0.174888157011517,"Olfr697"
0.440572591385981,0.0743546764637799,0.296562137300596,"Olfr698"
0.321928094887362,0.410247911941061,0.604380098745112,"Olfr699"
0.321928094887363,0.331083768995705,0.539517893607531,"Olfr70"
0.300233023788044,0.29683870560639,0.510246640946763,"Olfr700"
0.459431618637297,0.463230170399905,0.643261913472347,"Olfr701"
0.356143810225276,0.36097231299682,0.565542847433514,"Olfr702"
0.367731784500487,0.00401503608507018,0.184410282806498,"Olfr703"
0.331578264921082,0.487194568281666,0.66098568217486,"Olfr705"
0.169925001442312,0.360887861866337,0.565542847433514,"Olfr706"
0.404390255079335,0.499036902759254,0.669654117563877,"Olfr707"
0.54780950230369,0.615302936435987,0.755624559651502,"Olfr71"
0.276124405274238,0.458063264650828,0.638941719967248,"Olfr710"
0.410737361845218,0.0571123293279277,0.273516073664741,"Olfr711"
0.473931188332413,0.312805674301981,0.524636772846256,"Olfr713"
0.534472730267463,0.0233366156960066,0.224783578791629,"Olfr714"
0.0115879742752116,0.455480591763096,0.636876865151527,"Olfr715"
0.600644122953426,0.00477810127245945,0.184799733310565,"Olfr716"
0.229669587035374,0.560873459219906,0.713949495788021,"Olfr720"
0.606657571820475,0.0114657805960395,0.202190735210371,"Olfr722"
0.252665432450249,0.127999674175753,0.353308835162664,"Olfr723"
0.256636634635643,0.141643126057219,0.368134736445429,"Olfr725"
