"","DSP-1001660019915-A-A02.dcc","DSP-1001660019915-A-A04.dcc","DSP-1001660019915-A-A05.dcc","DSP-1001660019915-A-A06.dcc","DSP-1001660019915-A-A07.dcc","DSP-1001660019915-A-A08.dcc","DSP-1001660019915-A-A09.dcc","DSP-1001660019915-A-A10.dcc","DSP-1001660019915-A-A11.dcc","DSP-1001660019915-A-A12.dcc","DSP-1001660019915-A-B01.dcc","DSP-1001660019915-A-B02.dcc","DSP-1001660019915-A-B03.dcc","DSP-1001660019915-A-B04.dcc","DSP-1001660019915-A-B05.dcc","DSP-1001660019915-A-B06.dcc","DSP-1001660019915-A-B07.dcc","DSP-1001660019915-A-B08.dcc","DSP-1001660019915-A-B09.dcc","DSP-1001660019915-A-B10.dcc","DSP-1001660019915-A-B11.dcc","DSP-1001660019915-A-B12.dcc","DSP-1001660019915-A-C01.dcc","DSP-1001660019915-A-C02.dcc","DSP-1001660019915-A-C03.dcc","DSP-1001660019915-A-C04.dcc","DSP-1001660019915-A-C05.dcc","DSP-1001660019915-A-C07.dcc","DSP-1001660019915-A-C08.dcc","DSP-1001660019915-A-C09.dcc","DSP-1001660019915-A-C10.dcc","DSP-1001660019915-A-C11.dcc","DSP-1001660019915-A-C12.dcc","DSP-1001660019915-A-D01.dcc","DSP-1001660019915-A-D02.dcc","DSP-1001660019915-A-D03.dcc","DSP-1001660019915-A-D04.dcc","DSP-1001660019915-A-D05.dcc","DSP-1001660019915-A-D06.dcc","DSP-1001660019915-A-D07.dcc","DSP-1001660019915-A-D08.dcc","DSP-1001660019915-A-D12.dcc"
"Kank3",-0.264093219489864,0.267402497583862,0.267402497583862,-0.264093219489864,-0.264093219489864,0.64450471015261,0.267402497583862,-1.17269114913234,-0.264093219489864,-0.264093219489864,2,0.267402497583862,-1.17269114913234,-1.17269114913234,-1.17269114913234,-0.264093219489864,-0.264093219489864,1.17600042722634,-0.264093219489864,-0.264093219489864,-0.264093219489864,2,0.64450471015261,0.267402497583862,0.64450471015261,-0.264093219489864,-0.264093219489864,-0.264093219489864,-0.264093219489864,-1.17269114913234,-1.17269114913234,0.267402497583862,0.937007910661013,2,-0.264093219489864,0.267402497583862,0.937007910661013,-0.264093219489864,-0.264093219489864,-1.17269114913234,-1.17269114913234,-1.17269114913234
"Glycam1",-0.108256657069446,-1.04361741523155,-1.04361741523155,0.438894311101493,-0.108256657069446,-1.04361741523155,0.827104101092654,-0.108256657069446,-1.04361741523155,-1.04361741523155,2,-1.04361741523155,-0.108256657069446,-1.04361741523155,-1.04361741523155,-0.108256657069446,-1.04361741523155,-0.108256657069446,-0.108256657069446,-0.108256657069446,0.438894311101493,2,1.12822300800018,-0.108256657069446,0.438894311101493,-0.108256657069446,0.438894311101493,-0.108256657069446,-1.04361741523155,-1.04361741523155,-0.108256657069446,-0.108256657069446,0.827104101092654,2,-0.108256657069446,0.438894311101493,-0.108256657069446,-0.108256657069446,-0.108256657069446,-0.108256657069446,-0.108256657069446,-0.108256657069446
"Mlxip",-1.23764172124851,-1.23764172124851,-0.38723475162174,-1.23764172124851,0.736942113615907,-0.38723475162174,0.110221435961834,-1.23764172124851,-1.23764172124851,-0.38723475162174,2,-0.38723475162174,0.736942113615907,0.463172218005027,0.110221435961834,-1.23764172124851,0.110221435961834,-0.38723475162174,0.110221435961834,0.110221435961834,0.110221435961834,2,0.736942113615907,1.14975247068529,-0.38723475162174,-0.38723475162174,-0.38723475162174,-1.23764172124851,0.110221435961834,-1.23764172124851,-0.38723475162174,0.9606284055886,0.736942113615907,2,0.110221435961834,0.9606284055886,-0.38723475162174,0.736942113615907,-0.38723475162174,0.110221435961834,-1.23764172124851,-0.38723475162174
"Cpb1",-1.26114143160358,-0.39035470934576,-0.39035470934576,-0.39035470934576,-0.39035470934576,-0.39035470934576,-1.26114143160358,-1.26114143160358,-0.39035470934576,-0.39035470934576,2,0.119022869300956,0.480432012912065,0.119022869300956,-1.26114143160358,-0.39035470934576,0.119022869300956,0.480432012912065,-1.26114143160358,0.480432012912065,0.480432012912065,2,-0.39035470934576,0.119022869300956,0.760762723461737,0.119022869300956,-0.39035470934576,-1.26114143160358,-0.39035470934576,0.119022869300956,0.119022869300956,-0.39035470934576,0.119022869300956,2,2,0.98980959155878,0.119022869300956,0.119022869300956,-0.39035470934576,0.760762723461737,-1.26114143160358,-1.26114143160358
"Fam189a1",-0.286103073482866,-1.15412701398444,-1.15412701398444,0.221658381438764,-1.15412701398444,-0.286103073482866,0.221658381438764,0.221658381438764,-0.286103073482866,-1.15412701398444,2,-1.15412701398444,-0.286103073482866,-0.286103073482866,-1.15412701398444,0.221658381438764,-0.286103073482866,-0.286103073482866,-0.286103073482866,-1.15412701398444,-0.286103073482866,2,0.581920867018704,0.221658381438764,0.861362160500996,-1.15412701398444,-1.15412701398444,0.581920867018704,0.221658381438764,-0.286103073482866,0.221658381438764,0.581920867018704,0.221658381438764,2,0.581920867018704,0.221658381438764,1.08968232194033,0.221658381438764,-0.286103073482866,-0.286103073482866,0.221658381438764,-1.15412701398444
"Ssna1",-1.20364513922533,-1.20364513922533,-1.20364513922533,-0.300179760069014,-1.20364513922533,0.228313607437255,-0.300179760069014,-1.20364513922533,0.228313607437255,0.228313607437255,2,0.228313607437255,0.228313607437255,-0.300179760069014,-0.300179760069014,-1.20364513922533,0.228313607437255,0.603285619087307,0.228313607437255,0.228313607437255,0.603285619087307,2,0.603285619087307,0.228313607437255,0.228313607437255,-1.20364513922533,0.228313607437255,-0.300179760069014,-0.300179760069014,-1.20364513922533,0.228313607437255,-0.300179760069014,0.228313607437255,2,0.228313607437255,0.228313607437255,0.603285619087307,-0.300179760069014,0.603285619087307,-0.300179760069014,-1.20364513922533,-1.20364513922533
"Adamts15",-1.36914294911845,-0.410828817331019,-0.410828817331019,0.149749013675782,-1.36914294911845,-0.410828817331019,0.547485314456415,-0.410828817331019,-0.410828817331019,-0.410828817331019,2,0.547485314456415,-1.36914294911845,-0.410828817331019,-0.410828817331019,-0.410828817331019,-0.410828817331019,0.547485314456415,-1.36914294911845,0.547485314456415,0.149749013675782,2,0.547485314456415,0.85599355720638,-0.410828817331019,0.149749013675782,-1.36914294911845,-0.410828817331019,0.547485314456415,-1.36914294911845,-0.410828817331019,0.547485314456415,0.149749013675782,2,0.547485314456415,-0.410828817331019,0.85599355720638,-0.410828817331019,0.149749013675782,0.547485314456415,0.547485314456415,-1.36914294911845
"Gm52009",-0.0569755732255719,-0.886205197300579,-0.0569755732255719,-0.886205197300579,-0.0569755732255719,0.428092661345409,-0.886205197300579,-0.886205197300579,-0.886205197300579,-0.0569755732255719,2,-0.886205197300579,-0.0569755732255719,-0.886205197300579,-0.886205197300579,-0.0569755732255719,-0.886205197300579,-0.0569755732255719,-0.0569755732255719,-0.0569755732255719,-0.0569755732255719,2,0.772254050849436,-0.886205197300579,-0.0569755732255719,-0.0569755732255719,-0.886205197300579,-0.0569755732255719,-0.886205197300579,-0.0569755732255719,-0.0569755732255719,1.60148367492444,0.772254050849436,2,-0.0569755732255719,0.428092661345409,1.03920636395207,-0.886205197300579,-0.886205197300579,-0.886205197300579,0.428092661345409,0.428092661345409
"Nme1",0.115607618925125,-1.17910549613218,0.115607618925125,-1.17910549613218,0.115607618925125,0.717614934352995,0.115607618925125,-1.17910549613218,-1.17910549613218,-0.36223246950334,2,0.115607618925125,-0.36223246950334,0.115607618925125,-0.36223246950334,-0.36223246950334,-1.17910549613218,-1.17910549613218,-1.17910549613218,0.115607618925125,-1.17910549613218,2,0.454640557125499,0.717614934352995,0.115607618925125,-1.17910549613218,-0.36223246950334,-1.17910549613218,-0.36223246950334,0.454640557125499,-0.36223246950334,1.11414701587038,0.454640557125499,1.7493536721828,0.115607618925125,0.717614934352995,0.932480645553964,0.717614934352995,0.454640557125499,0.115607618925125,0.115607618925125,-1.17910549613218
"Zkscan7",-1.1142992496127,-1.1142992496127,-0.194946764679721,-0.194946764679721,-1.1142992496127,-1.1142992496127,-1.1142992496127,-0.194946764679721,0.342839963950881,-1.1142992496127,2,0.342839963950881,-1.1142992496127,-1.1142992496127,-0.194946764679721,-1.1142992496127,-0.194946764679721,0.724405720253254,-0.194946764679721,0.342839963950881,0.342839963950881,1.93972359919066,-0.194946764679721,-0.194946764679721,-0.194946764679721,0.724405720253254,-0.194946764679721,-0.194946764679721,-1.1142992496127,-0.194946764679721,0.342839963950881,-0.194946764679721,1.02037111425769,2,0.342839963950881,1.26219244888386,0.724405720253254,-0.194946764679721,-0.194946764679721,-0.194946764679721,-0.194946764679721,-0.194946764679721
"Olfr646",-0.302895480990038,-0.302895480990038,-1.17186755831485,-1.17186755831485,0.566076596334779,-1.17186755831485,-0.302895480990038,-1.17186755831485,-1.17186755831485,0.566076596334779,2,0.205420598418745,-1.17186755831485,-1.17186755831485,-1.17186755831485,-0.302895480990038,-1.17186755831485,-1.17186755831485,0.845823121698271,0.566076596334779,0.566076596334779,2,-0.302895480990038,0.566076596334779,0.205420598418745,-0.302895480990038,0.205420598418745,-0.302895480990038,0.845823121698271,0.205420598418745,-0.302895480990038,0.205420598418745,0.845823121698271,2,0.566076596334779,0.205420598418745,0.205420598418745,0.205420598418745,0.566076596334779,-1.17186755831485,-0.302895480990038,-0.302895480990038
"Akr1c19",-0.907923547053348,-0.907923547053348,-0.907923547053348,-0.907923547053348,-0.907923547053348,-0.907923547053348,-0.907923547053348,-0.907923547053348,-0.0643020450077617,-0.0643020450077617,2,-0.907923547053348,0.429184898490963,-0.907923547053348,-0.907923547053348,-0.0643020450077617,-0.0643020450077617,-0.0643020450077617,-0.0643020450077617,0.429184898490963,0.779319457037825,2,-0.0643020450077617,0.429184898490963,-0.0643020450077617,0.779319457037825,-0.907923547053348,-0.0643020450077617,0.429184898490963,-0.907923547053348,-0.0643020450077617,-0.0643020450077617,-0.907923547053348,2,0.779319457037825,0.429184898490963,1.05090491999738,-0.0643020450077617,-0.0643020450077617,-0.907923547053348,-0.0643020450077617,0.429184898490963
"Tmem120b",-1.12937664559126,-1.12937664559126,-0.246431961276181,0.270057569259218,-1.12937664559126,0.270057569259218,0.920757423151372,-0.246431961276181,-0.246431961276181,-1.12937664559126,2,-1.12937664559126,-0.246431961276181,-0.246431961276181,0.270057569259218,-1.12937664559126,-0.246431961276181,-0.246431961276181,-0.246431961276181,0.636512723038896,-0.246431961276181,2,0.270057569259218,0.270057569259218,0.636512723038896,-0.246431961276181,-0.246431961276181,0.920757423151372,-1.12937664559126,-1.12937664559126,-0.246431961276181,0.270057569259218,0.636512723038896,2,-1.12937664559126,1.15300225357429,0.636512723038896,-1.12937664559126,-0.246431961276181,-1.12937664559126,0.270057569259218,0.270057569259218
"Olfr1038-ps",-1.20479415101379,-1.20479415101379,-0.313810557145135,-0.313810557145135,0.207381434025798,-0.313810557145135,-0.313810557145135,-1.20479415101379,-0.313810557145135,0.207381434025798,2,-0.313810557145135,-1.20479415101379,-0.313810557145135,-0.313810557145135,0.864005687673554,0.207381434025798,-0.313810557145135,-1.20479415101379,-0.313810557145135,-1.20479415101379,2,-0.313810557145135,0.577173036723522,0.864005687673554,0.207381434025798,-1.20479415101379,-0.313810557145135,0.207381434025798,0.577173036723522,-1.20479415101379,1.09836502789445,0.577173036723522,2,0.577173036723522,0.577173036723522,1.61955701906539,-0.313810557145135,-0.313810557145135,-0.313810557145135,-0.313810557145135,-1.20479415101379
"Hyls1",-0.929466130495327,-0.929466130495327,-0.929466130495327,0.402592993992255,-0.929466130495327,-0.0890303953397652,-0.929466130495327,-0.929466130495327,0.402592993992255,-0.0890303953397652,2,-0.929466130495327,0.402592993992255,-0.0890303953397652,-0.929466130495327,-0.929466130495327,-0.929466130495327,-0.929466130495327,-0.929466130495327,0.402592993992255,0.402592993992255,2,1.02196521490969,-0.0890303953397652,-0.929466130495327,-0.0890303953397652,0.402592993992255,-0.0890303953397652,-0.0890303953397652,0.751405339815796,-0.929466130495327,0.751405339815796,-0.0890303953397652,2,1.02196521490969,0.402592993992255,0.402592993992255,-0.0890303953397652,1.02196521490969,-0.0890303953397652,-0.929466130495327,-0.929466130495327
"Olfr393",-1.28804287029548,-1.28804287029548,-0.432267957160649,0.0683282760811288,-0.432267957160649,0.0683282760811288,-1.28804287029548,-1.28804287029548,-1.28804287029548,-0.432267957160649,2,0.69900494341207,-0.432267957160649,0.0683282760811288,-0.432267957160649,-0.432267957160649,0.423506955974177,0.69900494341207,-0.432267957160649,0.423506955974177,2,2,0.423506955974177,0.423506955974177,0.423506955974177,-1.28804287029548,-0.432267957160649,-0.432267957160649,-1.28804287029548,0.423506955974177,-0.432267957160649,0.69900494341207,0.69900494341207,1.87870060805738,-0.432267957160649,-0.432267957160649,0.0683282760811288,0.0683282760811288,-1.28804287029548,1.114421044267,0.0683282760811288,-0.432267957160649
"Fmr1nb",-0.799246938516648,-0.799246938516648,-0.799246938516648,-0.0418166107710593,-0.0418166107710593,-0.799246938516648,-0.799246938516648,-0.799246938516648,-0.799246938516648,-0.799246938516648,2,0.401251727869045,-0.799246938516648,-0.0418166107710593,-0.799246938516648,-0.799246938516648,-0.799246938516648,-0.0418166107710593,-0.0418166107710593,-0.799246938516648,-0.0418166107710593,2,0.401251727869045,1.60175039425474,-0.0418166107710593,0.401251727869045,-0.799246938516648,-0.0418166107710593,-0.799246938516648,-0.0418166107710593,-0.799246938516648,-0.0418166107710593,0.401251727869045,2,0.401251727869045,2,-0.0418166107710593,0.401251727869045,0.401251727869045,-0.799246938516648,-0.799246938516648,0.401251727869045
"Cdkn1b",-1.58682450403623,-0.792494302125184,0.257553108398585,0.00183589978586638,-0.792494302125184,0.00183589978586638,-0.327840920816955,-1.58682450403623,0.00183589978586638,-0.792494302125184,2,0.00183589978586638,-1.58682450403623,-0.792494302125184,-0.327840920816955,0.466489281094095,0.00183589978586638,-0.327840920816955,0.00183589978586638,0.00183589978586638,0.00183589978586638,2,0.257553108398585,-0.327840920816955,0.00183589978586638,-0.327840920816955,-0.792494302125184,-0.327840920816955,0.257553108398585,-0.792494302125184,-0.327840920816955,0.643142298037764,0.931142662402324,2,0.257553108398585,0.00183589978586638,2,0.257553108398585,0.466489281094095,0.00183589978586638,-1.58682450403623,0.00183589978586638
"Il17a",-0.0408467134217797,-0.922210094448539,-0.922210094448539,-0.0408467134217797,-0.922210094448539,-0.922210094448539,-0.0408467134217797,0.474717813987687,-0.0408467134217797,-0.922210094448539,2,-0.0408467134217797,0.474717813987687,-0.922210094448539,-0.922210094448539,-0.0408467134217797,-0.922210094448539,-0.922210094448539,-0.922210094448539,0.474717813987687,-0.0408467134217797,2,-0.0408467134217797,0.84051666760498,0.474717813987687,-0.922210094448539,-0.922210094448539,-0.0408467134217797,0.474717813987687,-0.922210094448539,-0.922210094448539,-0.0408467134217797,-0.0408467134217797,2,-0.0408467134217797,0.474717813987687,0.474717813987687,0.84051666760498,0.84051666760498,-0.0408467134217797,-0.0408467134217797,-0.922210094448539
"Frrs1",-1.18278087981558,0.0738114565994141,-1.18278087981558,-1.18278087981558,-1.18278087981558,-0.389959386661487,-1.18278087981558,0.0738114565994141,-0.389959386661487,-1.18278087981558,2,0.40286210649261,-1.18278087981558,0.40286210649261,-1.18278087981558,-0.389959386661487,0.40286210649261,-1.18278087981558,0.0738114565994141,2,0.0738114565994141,2,-0.389959386661487,0.866632949753511,0.0738114565994141,0.0738114565994141,0.0738114565994141,-0.389959386661487,-0.389959386661487,0.0738114565994141,0.0738114565994141,0.40286210649261,-0.389959386661487,1.83577193445773,0.866632949753511,0.0738114565994141,0.866632949753511,0.40286210649261,0.658093619369462,-0.389959386661487,-0.389959386661487,-1.18278087981558
"Esrrb",-0.251293789789148,0.214302156421552,-1.0472353170438,-0.251293789789148,-1.0472353170438,0.214302156421552,-1.0472353170438,0.214302156421552,0.544647737465508,-0.251293789789148,2,-1.0472353170438,0.214302156421552,-0.251293789789148,-1.0472353170438,-1.0472353170438,-0.251293789789148,-1.0472353170438,-0.251293789789148,1.98319657441926,-1.0472353170438,2,1.01024368367621,0.544647737465508,-0.251293789789148,0.800883676976337,-0.251293789789148,-1.0472353170438,-1.0472353170438,0.544647737465508,-0.251293789789148,0.800883676976337,-0.251293789789148,1.98319657441926,0.544647737465508,0.544647737465508,0.214302156421552,-0.251293789789148,-0.251293789789148,-0.251293789789148,-1.0472353170438,-1.0472353170438
"Pfkfb2",0.395331834272003,-1.39862295403735,-0.501645559882675,-1.39862295403735,0.395331834272003,0.0230525796923912,-0.501645559882675,0.0230525796923912,-0.501645559882675,-1.39862295403735,2,0.395331834272003,0.0230525796923912,-0.501645559882675,-0.501645559882675,-0.501645559882675,-1.39862295403735,-1.39862295403735,0.0230525796923912,0.395331834272003,0.684094057929248,2,0.395331834272003,-0.501645559882675,0.0230525796923912,0.0230525796923912,-1.39862295403735,0.395331834272003,0.395331834272003,-0.501645559882675,0.395331834272003,0.920029973847069,1.11951094841719,2,0.0230525796923912,0.0230525796923912,1.11951094841719,-1.39862295403735,0.684094057929248,0.684094057929248,-0.501645559882675,-1.39862295403735
"Dmtn",-0.208345659569975,-0.208345659569975,-0.691354867483621,-0.691354867483621,0.400173976234013,-0.208345659569975,-1.51706456223872,-0.691354867483621,-0.208345659569975,-0.691354867483621,2,-0.691354867483621,-0.691354867483621,-0.208345659569975,-0.208345659569975,0.134354827271479,-0.208345659569975,0.400173976234013,-0.691354867483621,-0.691354867483621,0.134354827271479,1.70889287890276,0.960064522026578,0.400173976234013,0.400173976234013,-0.208345659569975,-0.691354867483621,-0.208345659569975,-1.51706456223872,-0.208345659569975,0.960064522026578,-0.208345659569975,1.10037324309877,1.33942166361242,-0.208345659569975,-0.208345659569975,2,-0.208345659569975,-1.51706456223872,-0.208345659569975,-0.208345659569975,-0.208345659569975
"Pgls",-1.98141175732398,-0.23099696233196,-1.98141175732398,0.0146107314931598,-0.521489207639921,-0.877022982071833,-0.521489207639921,0.227365793180317,0.415029057407913,-0.521489207639921,2,-0.23099696233196,-0.23099696233196,0.415029057407913,-1.33538573758411,0.87339181292019,-0.23099696233196,-0.23099696233196,-0.23099696233196,0.415029057407913,0.87339181292019,1.2289255873521,0.58289956761223,0.415029057407913,0.58289956761223,0.227365793180317,0.415029057407913,-0.877022982071833,0.415029057407913,0.227365793180317,-1.33538573758411,0.227365793180317,0.734756915799275,2,0.58289956761223,-1.33538573758411,0.0146107314931598,0.415029057407913,-0.521489207639921,0.58289956761223,-1.33538573758411,-0.877022982071833
"Hbb-bh1",0.0871197634406231,0.0871197634406231,-0.868628131746904,-0.868628131746904,-0.868628131746904,-0.868628131746904,-0.868628131746904,-0.868628131746904,0.6461964422685,-0.868628131746904,2,0.0871197634406231,0.0871197634406231,0.0871197634406231,-0.868628131746904,-0.868628131746904,-0.868628131746904,0.0871197634406231,0.6461964422685,0.0871197634406231,0.0871197634406231,2,-0.868628131746904,0.0871197634406231,0.0871197634406231,-0.868628131746904,0.0871197634406231,-0.868628131746904,0.0871197634406231,0.6461964422685,-0.868628131746904,0.6461964422685,0.6461964422685,2,0.0871197634406231,1.04286765862815,0.6461964422685,0.0871197634406231,-0.868628131746904,-0.868628131746904,-0.868628131746904,0.0871197634406231
"4930544D05Rik",-1.37948522536692,-0.00852161493255557,-1.37948522536692,-0.51450349248013,-0.51450349248013,-0.00852161493255557,0.856460117954233,-0.51450349248013,-0.51450349248013,-0.51450349248013,2,-0.00852161493255557,-0.00852161493255557,0.628940161787271,0.350478240406658,-1.37948522536692,-1.37948522536692,-1.37948522536692,0.350478240406658,0.350478240406658,-0.00852161493255557,2,0.628940161787271,0.628940161787271,0.350478240406658,-0.51450349248013,-1.37948522536692,-0.00852161493255557,-0.51450349248013,-0.51450349248013,-1.37948522536692,-0.51450349248013,0.856460117954233,2,-0.51450349248013,0.856460117954233,1.21545997329345,1.21545997329345,-0.00852161493255557,0.350478240406658,-0.51450349248013,-0.51450349248013
"Zbtb7c",-0.356863381564467,0.151339135701553,-1.22564132312396,0.151339135701553,-1.22564132312396,-0.356863381564467,-0.356863381564467,-0.356863381564467,-0.356863381564467,-1.22564132312396,2,-0.356863381564467,-0.356863381564467,0.151339135701553,0.151339135701553,-0.356863381564467,-1.22564132312396,-1.22564132312396,0.151339135701553,0.511914559995027,-1.22564132312396,1.88889501882054,0.79159858760144,0.151339135701553,0.151339135701553,0.511914559995027,-0.356863381564467,-0.356863381564467,0.79159858760144,-0.356863381564467,-1.22564132312396,2,0.511914559995027,1.77983655748158,-0.356863381564467,0.151339135701553,0.511914559995027,0.151339135701553,-0.356863381564467,0.151339135701553,-1.22564132312396,-0.356863381564467
"Kcnk5",-1.45700738844381,-1.45700738844381,-0.529555801773169,0.0129685976634943,-1.45700738844381,0.0129685976634943,0.0129685976634943,-0.529555801773169,-0.529555801773169,0.0129685976634943,2,-0.529555801773169,-0.529555801773169,-0.529555801773169,0.0129685976634943,0.397895784897474,0.0129685976634943,0.0129685976634943,-1.45700738844381,0.0129685976634943,1.14667838836615,2,0.397895784897474,0.0129685976634943,1.14667838836615,0.0129685976634943,0.0129685976634943,-0.529555801773169,-0.529555801773169,0.397895784897474,-0.529555801773169,-1.45700738844381,1.32534737156812,2,1.14667838836615,0.0129685976634943,0.0129685976634943,0.397895784897474,0.0129685976634943,0.0129685976634943,-0.529555801773169,-1.45700738844381
"Plekhm1",0.172862817401006,-1.27916443944195,-0.363037240102985,0.172862817401006,-0.363037240102985,0.172862817401006,-1.27916443944195,0.172862817401006,-0.363037240102985,-1.27916443944195,2,-1.27916443944195,-1.27916443944195,0.172862817401006,-1.27916443944195,0.172862817401006,0.848017043193671,-0.363037240102985,-1.27916443944195,0.172862817401006,0.553089959235982,2,-0.363037240102985,0.172862817401006,0.172862817401006,1.08899001673997,-1.27916443944195,-0.363037240102985,0.553089959235982,-0.363037240102985,0.553089959235982,0.172862817401006,0.553089959235982,2,0.172862817401006,0.848017043193671,1.08899001673997,0.172862817401006,-1.27916443944195,0.172862817401006,-0.363037240102985,-1.27916443944195
"Olfr1320",-1.23320566418802,-0.381260486466876,-0.381260486466876,0.117095495170216,0.117095495170216,-1.23320566418802,0.117095495170216,0.117095495170216,-1.23320566418802,0.117095495170216,2,0.470684691254271,-0.381260486466876,-1.23320566418802,-0.381260486466876,-0.381260486466876,-1.23320566418802,0.117095495170216,0.117095495170216,0.470684691254271,-0.381260486466876,1.91936610913008,0.969040672891363,0.117095495170216,2,0.117095495170216,-0.381260486466876,0.117095495170216,-0.381260486466876,-0.381260486466876,-0.381260486466876,-0.381260486466876,0.470684691254271,1.91936610913008,-0.381260486466876,0.117095495170216,1.15850682381068,0.470684691254271,-1.23320566418802,-1.23320566418802,-0.381260486466876,-1.23320566418802
"Hspb2",0.220891827247364,-1.09187608141787,-0.263611748307196,-0.263611748307196,-1.09187608141787,0.831294143624948,-1.09187608141787,0.564652584803477,-0.263611748307196,0.220891827247364,2,-1.09187608141787,-0.263611748307196,-1.09187608141787,-1.09187608141787,-1.09187608141787,-1.09187608141787,0.220891827247364,-0.263611748307196,0.564652584803477,1.04915616035804,2,-1.09187608141787,0.564652584803477,0.831294143624948,0.564652584803477,-0.263611748307196,-1.09187608141787,0.831294143624948,-0.263611748307196,-1.09187608141787,0.831294143624948,0.564652584803477,2,-0.263611748307196,0.831294143624948,-0.263611748307196,0.564652584803477,-1.09187608141787,-1.09187608141787,0.220891827247364,-0.263611748307196
"Acadm",-0.0713837416557697,-0.0713837416557697,-0.597915452595965,-1.49802735770283,-1.49802735770283,-0.0713837416557697,-0.597915452595965,-0.0713837416557697,-1.49802735770283,-0.0713837416557697,2,0.591967763307386,-0.597915452595965,-1.49802735770283,-0.0713837416557697,-0.597915452595965,0.302196452510899,0.591967763307386,0.302196452510899,1.02890622950157,0.828728163451094,2,0.828728163451094,-0.597915452595965,0.302196452510899,0.302196452510899,-0.597915452595965,-1.49802735770283,-0.597915452595965,-0.0713837416557697,-0.597915452595965,1.02890622950157,0.828728163451094,2,-1.49802735770283,-0.0713837416557697,0.828728163451094,-0.597915452595965,-0.597915452595965,-0.0713837416557697,0.302196452510899,0.302196452510899
"Kif19b",-0.924076830018235,-0.924076830018235,0.68642719760736,-0.924076830018235,-0.924076830018235,-0.924076830018235,-0.924076830018235,-0.924076830018235,-0.118824816205438,-0.118824816205438,2,-0.118824816205438,-0.118824816205438,-0.118824816205438,-0.924076830018235,-0.924076830018235,-0.924076830018235,-0.924076830018235,-0.924076830018235,0.68642719760736,0.352217415505243,1.62851166102872,0.352217415505243,1.49167921142016,0.945660444318325,-0.118824816205438,0.352217415505243,-0.118824816205438,-0.118824816205438,-0.924076830018235,0.352217415505243,-0.118824816205438,0.68642719760736,2,-0.924076830018235,1.15746942931804,-0.924076830018235,0.352217415505243,0.352217415505243,0.68642719760736,-0.118824816205438,-0.924076830018235
"Defb40",-1.04217904671289,-1.04217904671289,-0.279206443419463,-1.04217904671289,0.167103918584787,-1.04217904671289,0.167103918584787,-0.279206443419463,-1.04217904671289,0.167103918584787,2,-0.279206443419463,-1.04217904671289,-0.279206443419463,-1.04217904671289,-0.279206443419463,0.483766159873959,-1.04217904671289,-0.279206443419463,-0.279206443419463,0.483766159873959,1.86272844983143,0.483766159873959,-0.279206443419463,0.729388476503462,0.167103918584787,0.483766159873959,0.729388476503462,0.729388476503462,-1.04217904671289,-0.279206443419463,-1.04217904671289,0.729388476503462,2,0.483766159873959,0.483766159873959,0.93007652187821,-1.04217904671289,0.167103918584787,-1.04217904671289,-0.279206443419463,-0.279206443419463
"Pcare",0.216297843461593,-0.913069877249164,-0.200518179529567,-0.200518179529567,-0.200518179529567,0.216297843461593,-0.913069877249164,-0.913069877249164,-0.200518179529567,-0.913069877249164,2,-0.913069877249164,-0.913069877249164,0.216297843461593,-0.913069877249164,-0.913069877249164,-0.913069877249164,0.51203351819003,-0.913069877249164,0.741423928745655,0.216297843461593,1.64140123890079,2,0.216297843461593,0.741423928745655,0.51203351819003,-0.913069877249164,-0.913069877249164,-0.200518179529567,0.216297843461593,-0.913069877249164,-0.913069877249164,-0.200518179529567,2,0.216297843461593,0.51203351819003,-0.200518179529567,-0.200518179529567,1.08731563856445,0.216297843461593,-0.200518179529567,-0.913069877249164
"Clcc1",-0.302126038414836,0.573412547602967,0.210031202340003,-1.17766462443264,0.210031202340003,0.210031202340003,0.210031202340003,-1.17766462443264,-1.17766462443264,-1.17766462443264,2,-0.302126038414836,-1.17766462443264,0.210031202340003,-1.17766462443264,0.210031202340003,0.210031202340003,-1.17766462443264,-1.17766462443264,0.210031202340003,-0.302126038414836,2,0.855273016600053,-0.302126038414836,0.210031202340003,0.855273016600053,-0.302126038414836,-0.302126038414836,-0.302126038414836,0.573412547602967,0.573412547602967,0.855273016600053,1.08556978835781,2,0.573412547602967,-0.302126038414836,0.573412547602967,-1.17766462443264,-0.302126038414836,-0.302126038414836,-1.17766462443264,-1.17766462443264
"Cnbd1",-0.826938614014654,-0.826938614014654,-0.826938614014654,-0.202578310588686,-0.202578310588686,-0.202578310588686,-0.826938614014654,-0.202578310588686,-0.202578310588686,-0.202578310588686,2,-0.826938614014654,-0.826938614014654,-0.826938614014654,-0.826938614014654,-0.826938614014654,-0.826938614014654,-0.202578310588686,-0.202578310588686,2,0.162649053854388,1.61236878371154,-0.826938614014654,-0.202578310588686,-0.202578310588686,0.162649053854388,0.421781992837282,-0.202578310588686,0.421781992837282,0.162649053854388,-0.202578310588686,0.421781992837282,0.421781992837282,1.55022266037158,0.421781992837282,0.622781115842499,-0.202578310588686,-0.826938614014654,0.162649053854388,0.421781992837282,-0.202578310588686,-0.826938614014654
