"Gene","DSP-1001660019915-A-A02.dcc","DSP-1001660019915-A-A03.dcc","DSP-1001660019915-A-A04.dcc","DSP-1001660019915-A-A05.dcc","DSP-1001660019915-A-A06.dcc","DSP-1001660019915-A-A07.dcc","DSP-1001660019915-A-A08.dcc","DSP-1001660019915-A-A09.dcc","DSP-1001660019915-A-A10.dcc","DSP-1001660019915-A-A11.dcc","DSP-1001660019915-A-A12.dcc","DSP-1001660019915-A-B01.dcc","DSP-1001660019915-A-B02.dcc","DSP-1001660019915-A-B03.dcc","DSP-1001660019915-A-B04.dcc","DSP-1001660019915-A-B05.dcc","DSP-1001660019915-A-B06.dcc","DSP-1001660019915-A-B07.dcc","DSP-1001660019915-A-B08.dcc","DSP-1001660019915-A-B09.dcc","DSP-1001660019915-A-B10.dcc","DSP-1001660019915-A-B11.dcc","DSP-1001660019915-A-B12.dcc","DSP-1001660019915-A-C01.dcc","DSP-1001660019915-A-C02.dcc","DSP-1001660019915-A-C03.dcc","DSP-1001660019915-A-C04.dcc","DSP-1001660019915-A-C05.dcc","DSP-1001660019915-A-C07.dcc","DSP-1001660019915-A-C08.dcc","DSP-1001660019915-A-C09.dcc","DSP-1001660019915-A-C10.dcc","DSP-1001660019915-A-C11.dcc","DSP-1001660019915-A-C12.dcc","DSP-1001660019915-A-D02.dcc","DSP-1001660019915-A-D03.dcc","DSP-1001660019915-A-D04.dcc","DSP-1001660019915-A-D05.dcc","DSP-1001660019915-A-D06.dcc","DSP-1001660019915-A-D07.dcc","DSP-1001660019915-A-D08.dcc","DSP-1001660019915-A-D11.dcc","DSP-1001660019915-A-D12.dcc"
"1700030J22Rik",0,0,0,0,0,1,0,0,0,0,1,4.08746284125034,0,1,0,0,1,1.58496250072116,0,2,2.32192809488736,1.58496250072116,3.32192809488736,0,2,1,2.32192809488736,1,0,0,1.58496250072116,0,1,2.32192809488736,1.58496250072116,1,1.58496250072116,1.58496250072116,0,1,0,0,0
"1700030K09Rik",1,0,0,0,0,1,1,1,0,0,0,4.64385618977472,0,0,0,0,1,1,2,0,0,0,3.8073549220576,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1.58496250072116,0,0,0
"1700031F05Rik",0,0,0,0,0,2,1,1.58496250072116,0,1,1.58496250072116,5.20945336562895,0,0,1,0,0,1,1.58496250072116,1,1,0,3.8073549220576,2,1.58496250072116,0,0,0,0,1.58496250072116,0,0,1,1,0,0,0,2,2,2,0,0,0
"1700034E13Rik",1,0,0,0,1.58496250072116,1.58496250072116,0,0,2,0,0,4.90689059560852,1.58496250072116,0,0,0,1,1,1.58496250072116,0,1,0,2.58496250072116,0,0,0,0,0,0,0,1,1,1.58496250072116,0,1,0,0,1.58496250072116,1,0,1.58496250072116,0,0
"1700034I23Rik",0,0,1,1,1,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,3.16992500144231,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"1700034J05Rik",0,1.58496250072116,1,0,1,1,0,1,1.58496250072116,1,1,4.58496250072116,0,0,4.64385618977472,0,1,0,0,1.58496250072116,0,0,3.16992500144231,0,0,0,2,0,1,1,1,2.58496250072116,1,1,0,1,1,1.58496250072116,0,0,0,0,0
"1700037C18Rik",0,0,1,0,0,0,0,0,1,0,1,4.90689059560852,0,1.58496250072116,0,1,0,0,0,0,0,1.58496250072116,2.8073549220576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1700037H04Rik",0,1,1,0,0,1,0,0,1,0,2.32192809488736,4.39231742277876,1,0,0,0,0,1,1.58496250072116,1.58496250072116,1.58496250072116,0,3.58496250072116,2.32192809488736,1,1.58496250072116,1,0,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0
"P3r3urf",0,0,1,0,1,1.58496250072116,0,0,0,0,0,5.28540221886225,0,0,2,0,1,0,0,0,0,0,3.16992500144231,0,1,0,0,1.58496250072116,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0
"1700056E22Rik",0,0,0,1,0,0,1,0,0,0,0,4.58496250072116,0,0,1,1.58496250072116,0,0,1,0,1,0,3.58496250072116,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0
"1700057G04Rik",1,0,1,0,1,0,2,0,0,0,1.58496250072116,4.64385618977472,0,0,0,0,0,0,1.58496250072116,1,1,0,3.16992500144231,2,1.58496250072116,0,2,1,0,0,1.58496250072116,0,1.58496250072116,1.58496250072116,0,2,0,1.58496250072116,1.58496250072116,1,0,0,0
"1700066B19Rik",0,0,0,0,0,1,0,1.58496250072116,0,0,0,4.85798099512757,1.58496250072116,2.32192809488736,0,0,0,0,1.58496250072116,0,1,0,2.8073549220576,0,0,1,0,1,0,1.58496250072116,0,0,1,1,1.58496250072116,0,0,0,0,1,1,0,0
"1700066M21Rik",1,1.58496250072116,0,1,0,1,1.58496250072116,1,0,2,1,4.75488750216347,0,0,0,0,0,1,0,2.32192809488736,0,0,2.58496250072116,1.58496250072116,0,2.32192809488736,1.58496250072116,0,1,0,0,0,1,0,0,1,0,1,1,0,1.58496250072116,0,0
"1700067K01Rik",0,1,0,0,0,0,0,0,0,0,1.58496250072116,4.08746284125034,1,0,1.58496250072116,0,1,0,1,0,1.58496250072116,0,4.32192809488736,0,1,0,1,1,1.58496250072116,2,1,0,1,0,0,1.58496250072116,1,2.32192809488736,1,2.32192809488736,0,0,0
"1700067P10Rik",0,0,0,0,0,0,0,0,1,1,0,4.75488750216347,0,0,0,0,0,0,0,0,0,0,3.4594316186373,1,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0
"1700069L16Rik",1,0,0,0,0,0,1,0,0,0,0,4.39231742277876,0,0,0,0,0,0,1,0,0,0,2.8073549220576,0,0,1,1,0,1.58496250072116,1.58496250072116,0,0,0,1,1.58496250072116,0,0,2.32192809488736,0,1,0,0,2.8073549220576
"Prss59",0,0,1,0,2,0,1.58496250072116,1,0,2,0,5.04439411935845,1.58496250072116,0,0,0,0,1,0,0,1,0,3.90689059560852,0,0,1.58496250072116,1,0,1,2.58496250072116,0,0,1,1,1.58496250072116,2,0,2,1.58496250072116,2.32192809488736,2,0,1
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,4.85798099512757,0,0,0,0,0,1.58496250072116,0,0,0,1.58496250072116,3.16992500144231,0,0,1,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086L19Rik",1,1,1,1.58496250072116,0,0,1.58496250072116,0,0,0,0,4.58496250072116,0,1.58496250072116,0,0,1,0,2,1,1,1.58496250072116,3.32192809488736,0,1.58496250072116,1.58496250072116,0,1,1,0,0,2.58496250072116,1,2,2.8073549220576,1,1.58496250072116,1,1,0,1,0,0
"1700088E04Rik",0,1,0,0,0,0,0,0,1,0,1,4.85798099512757,0,0,0,0,0,0,0,0,0,0,1.58496250072116,1,0,0,2,0,0,1.58496250072116,0,0,1.58496250072116,0,1,0,1.58496250072116,1,2,0,2,0,0
"1700092M07Rik",0,0,1,1,1,0,0,1.58496250072116,1,1.58496250072116,1,4.85798099512757,1.58496250072116,1,1,0,1,0,0,1.58496250072116,0,0,3.58496250072116,0,0,2.32192809488736,0,2.32192809488736,1.58496250072116,1,2,0,0,0,1.58496250072116,0,1.58496250072116,1,1.58496250072116,1.58496250072116,1,0,0
"1700093K21Rik",1.58496250072116,0,1,0,1,0,1,2,0,1.58496250072116,1,4.32192809488736,0,1,0,0,0,0,0,2,2.32192809488736,0,3.90689059560852,2.32192809488736,0,0,2,2,1.58496250072116,0,0,0,1,1,0,2,2.32192809488736,1,0,2,1,0,1
"1700094D03Rik",1.58496250072116,0,0,2.58496250072116,1.58496250072116,0,1.58496250072116,0,2,0,1,4.64385618977472,1,0,0,1,2,0,1.58496250072116,1,2.32192809488736,0,2.32192809488736,0,1.58496250072116,0,1.58496250072116,0,0,1.58496250072116,2,0,1,1.58496250072116,0,2,1,2,1,1.58496250072116,1,1,1
"1700102P08Rik",0,0,0,1,0,0,0,2,2,0,0,4.39231742277876,0,0,0,0,0,1,1.58496250072116,0,1.58496250072116,0,3.90689059560852,1,0,0,0,1,1,1,0,0,0,2.32192809488736,0,0,2,1,0,0,0,0,0
"1700109H08Rik",0,0,0,0,0,1,0,1.58496250072116,1,1,2,4.32192809488736,0,0,0,0,0,1.58496250072116,0,1,1.58496250072116,1,3.58496250072116,0,0,0,1,1,0,0,0,1.58496250072116,0,2,1.58496250072116,2,0,0,0,0,1,0,0
"1700113H08Rik",0,0,1,0,0,0,0,1,1,0,1,5.12928301694497,0,0,0,1,0,0,0,0,2,2,3.8073549220576,0,1,2.8073549220576,0,1,0,0,1.58496250072116,0,0,0,1.58496250072116,2,1.58496250072116,1,0,1,2,0,0
"1700122O11Rik",1.58496250072116,2,0,1,2,1,2,1,0,0,1,4.52356195605701,1.58496250072116,1,0,0,2,1,2.32192809488736,0,0,1.58496250072116,3.90689059560852,2.32192809488736,0,1.58496250072116,2,0,0,2,1.58496250072116,0,0,1,2.32192809488736,0,1.58496250072116,2.8073549220576,0,0,1,1,0
"1700123K08Rik",1,0,0,0,0,0,1,1.58496250072116,0,0,0,4.58496250072116,1,1.58496250072116,0,1,1,1,0,1,1,1.58496250072116,3.32192809488736,1,0,2.32192809488736,1,1.58496250072116,1,2.32192809488736,0,1.58496250072116,1.58496250072116,2,1.58496250072116,1,0,0,2.32192809488736,0,0,0,0
"1700123L14Rik",0,0,1,1,0,0,0,0,0,0,0,4.95419631038687,1,1,0,0,0,0,1,0,0,0,3.16992500144231,1.58496250072116,0,1.58496250072116,0,0,0,0,1.58496250072116,0,1,1,1.58496250072116,0,0,0,0,0,1,0,0
"1700123O20Rik",0,0,0,0,0,1.58496250072116,1.58496250072116,1,2,0,0,5.04439411935845,1.58496250072116,1.58496250072116,0,0,1.58496250072116,0,1,1,1,0,3.16992500144231,1,1.58496250072116,0,3.8073549220576,0,1,0,1.58496250072116,0,0,0,1.58496250072116,0,0,0,1,2,0,0,1
"1700125H20Rik",0,0,1,1,0,0,0,0,0,0,1.58496250072116,5.16992500144231,1.58496250072116,0,1,1,0,0,2.32192809488736,1,0,3,3.16992500144231,1,0,1,1.58496250072116,0,0,2,1,2,0,2,2.32192809488736,2,1.58496250072116,1.58496250072116,1,0,0,0,0
"1700129C05Rik",3.4594316186373,3.16992500144231,2.32192809488736,3.32192809488736,2,3.70043971814109,2.58496250072116,3.16992500144231,3.4594316186373,4.08746284125034,3.8073549220576,5.16992500144231,3.90689059560852,3.32192809488736,2.32192809488736,4.08746284125034,2.8073549220576,3.32192809488736,4.24792751344359,3.70043971814109,3.70043971814109,4.16992500144231,5.04439411935845,4,4.32192809488736,4.08746284125034,3.58496250072116,4.8073549220576,3.58496250072116,3.16992500144231,3,4.16992500144231,5.08746284125034,4.32192809488736,4.70043971814109,4.08746284125034,4.90689059560852,4.85798099512757,4.24792751344359,4.39231742277876,3.90689059560852,2.8073549220576,2.32192809488736
"1810009A15Rik",0,1,0,2,0,0,0,0,0,1,0,4.85798099512757,0,0,0,0,0,1,1,1,0,0,3.58496250072116,1.58496250072116,0,1,1.58496250072116,1,0,1.58496250072116,0,1.58496250072116,1,0,1,0,1,2,0,2,0,0,0
"1810009J06Rik",0,0,0,0,0,1.58496250072116,0,1,0,0,0,4.8073549220576,0,0,0,0,0,1,1.58496250072116,0,0,1,3.58496250072116,0,0,1,1,0,0,2,0,0,1.58496250072116,0,0,0,1,0,0,0,0,0,0
"1810009N02Rik",1,2.32192809488736,0,0,0,0,0,0,1.58496250072116,0,0,4.24792751344359,0,0,0,1.58496250072116,0,1.58496250072116,0,0,0,0,3,1.58496250072116,0,0,2.32192809488736,1.58496250072116,1.58496250072116,1,1,0,1,1,1,0,1.58496250072116,2,0,0,0,0,0
"1810010H24Rik",0,0,0,0,0,0,0,1,0,0,0,4.8073549220576,1,0,0,1,0,0,0,0,1,0,3.8073549220576,1,0,2,1.58496250072116,0,1.58496250072116,1,0,1,1,0,0,1,0,0,0,0,1,0,0
"1810013L24Rik",1,0,1,1.58496250072116,1.58496250072116,1,1,0,2.32192809488736,1.58496250072116,2.32192809488736,5.04439411935845,2.32192809488736,1.58496250072116,1.58496250072116,2,1,1,1,0,1,2,4.08746284125034,2,1,0,2.58496250072116,2,1.58496250072116,2,1,1.58496250072116,0,2.32192809488736,1.58496250072116,1,2,1,0,2.32192809488736,1,1,1
"1810024B03Rik",0,1,0,2.32192809488736,1.58496250072116,0,1,1.58496250072116,0,1.58496250072116,0,4.85798099512757,2,0,0,0,0,0,0,1,1,0,3.32192809488736,2,1,1,2,0,1.58496250072116,1,1,0,0,1,1.58496250072116,1.58496250072116,0,1,1,0,1,0,0
"1810030O07Rik",1,0,0,1,0,1.58496250072116,0,0,0,0,0,4.39231742277876,0,1,0,0,0,0,1,0,0,0,3.32192809488736,0,1,0,1,0,0,1,1,0,0,1.58496250072116,0,1,0,1,0,0,1.58496250072116,0,0
"1810037I17Rik",3.58496250072116,3.58496250072116,3.32192809488736,3.4594316186373,3.8073549220576,4,3.16992500144231,3.32192809488736,2.8073549220576,3.32192809488736,3.58496250072116,5.12928301694497,4.4594316186373,4.4594316186373,4.4594316186373,3.32192809488736,3.70043971814109,3.70043971814109,3.70043971814109,4.16992500144231,3.70043971814109,3.70043971814109,4.90689059560852,3.58496250072116,3.32192809488736,3.58496250072116,3,3.90689059560852,3.58496250072116,3.4594316186373,3.4594316186373,4.08746284125034,4.16992500144231,3.8073549220576,3.16992500144231,3.16992500144231,3.32192809488736,3.32192809488736,3.4594316186373,3.90689059560852,3.4594316186373,1.58496250072116,2
"1810046K07Rik",0,0,0,1,0,0,0,0,0,1.58496250072116,0,4.52356195605701,0,0,0,0,0,0,0,1.58496250072116,0,0,3,1.58496250072116,0,1,1,0,1.58496250072116,0,0,0,1,1.58496250072116,0,0,0,0,0,1,1.58496250072116,0,0
"1810055G02Rik",0,2,0,1.58496250072116,2,0,1.58496250072116,0,1.58496250072116,1,0,4.90689059560852,1,0,0,1.58496250072116,0,1.58496250072116,0,1,1,0,3.70043971814109,1,2.32192809488736,1,1,1.58496250072116,0,1.58496250072116,1.58496250072116,0,0,1,0,1.58496250072116,2.32192809488736,1,2,2,1,0,0
"1810062G17Rik",0,0,0,0,1.58496250072116,0,1,0,0,0,0,5.12928301694497,0,0,0,0,0,1,1.58496250072116,0,1,0,3.4594316186373,1.58496250072116,1,0,1.58496250072116,1,0,0,0,2.58496250072116,0,0,1,0,0,0,0,0,1,1,0
"1810065E05Rik",0,0,1,0,0,1.58496250072116,0,0,0,0,1.58496250072116,4.52356195605701,0,0,0,1,0,0,1,0,0,0,3.70043971814109,0,1.58496250072116,1,1,1,0,1.58496250072116,0,1,0,1,0,0,0,0,0,0,1,0,0
"2010003K11Rik",0,0,0,0,0,0,0,0,0,0,2,4.64385618977472,0,0,1,0,0,0,0,0,0,1,3.32192809488736,1,2,1.58496250072116,1,0,0,0,1,1,1,2.32192809488736,0,1.58496250072116,1,0,1.58496250072116,2,0,0,3.58496250072116
"2010106E10Rik",1,0,2,1,0,1,1,2,0,0,0,4.52356195605701,0,0,0,0,0,2,1.58496250072116,0,1,0,3.58496250072116,0,0,0,2,0,0,0,0,1,1,2.58496250072116,1,0,1.58496250072116,0,1.58496250072116,0,1,0,0
"2010109A12Rik",1.58496250072116,1,0,1.58496250072116,0,1,1,0,0,1,0,5.16992500144231,0,0,1,0,0,0,0,0,1,0,3.4594316186373,0,0,1,0,1.58496250072116,1,1.58496250072116,0,1,0,0,0,1,0,1.58496250072116,0,2,1,0,0
"Cracdl",0,1,1.58496250072116,1,1,1.58496250072116,0,0,1.58496250072116,2.58496250072116,2.58496250072116,4.24792751344359,2,0,0,1.58496250072116,0,0,1,1,1.58496250072116,1,2.8073549220576,1.58496250072116,2,1,0,1.58496250072116,0,3,1.58496250072116,3,1,2.32192809488736,0,0,2.32192809488736,2,1,1,1.58496250072116,1,0
"2200002D01Rik",1.58496250072116,0,1,1,0,0,0,0,0,1,0,5,0,0,0,0,2,1.58496250072116,0,0,0,2,3.58496250072116,1,0,2,1,1.58496250072116,1,2,0,0,0,2,1.58496250072116,1.58496250072116,0,0,0,0,0,1,0
"2200002J24Rik",1,1,1,1,0,0,0,0,0,0,0,4.8073549220576,1,0,0,0,1,0,0,2,1,2.32192809488736,4.24792751344359,1.58496250072116,0,2.32192809488736,1,0,0,1.58496250072116,0,1,0,0,1.58496250072116,2.32192809488736,1.58496250072116,1,2.32192809488736,1,2,0,0
"2210016F16Rik",0,0,1.58496250072116,0,0,1.58496250072116,1.58496250072116,0,0,0,2,5.24792751344359,0,1,0,1,1,1.58496250072116,2,0,1.58496250072116,0,3.8073549220576,0,0,1.58496250072116,1.58496250072116,1.58496250072116,2.32192809488736,2.32192809488736,0,0,1.58496250072116,0,1.58496250072116,1.58496250072116,0,1,1,2.32192809488736,0,0,0
"2210016L21Rik",1,2,2.8073549220576,2,2.8073549220576,3.16992500144231,1.58496250072116,3.4594316186373,2.32192809488736,2.58496250072116,2,5.16992500144231,3.58496250072116,2.8073549220576,3,3.16992500144231,2.8073549220576,3.32192809488736,3,3.4594316186373,4.08746284125034,3,4.08746284125034,3.32192809488736,3.16992500144231,2,0,1.58496250072116,1.58496250072116,1.58496250072116,2.8073549220576,2.58496250072116,3,3.32192809488736,1,1.58496250072116,1,2.32192809488736,1.58496250072116,3.16992500144231,0,1,1
"Lypd8l",0,0,0,1,0,1,1.58496250072116,0,1,0,0,5.20945336562895,0,0,1,0,0,0,1.58496250072116,0,1,0,3.32192809488736,0,0,0,0,1,1.58496250072116,1,0,0,1,0,1,0,1.58496250072116,1,2,0,1.58496250072116,0,0
"2210408I21Rik",0,0,1,0,2.32192809488736,1,0,1,1.58496250072116,1,1,4.85798099512757,0,0,0,0,0,0,0,1.58496250072116,2.32192809488736,0,4,2.32192809488736,2,2,2,0,1,2,1.58496250072116,1,0,0,2,1,0,2.58496250072116,0,1,0,0,0
"2210418O10Rik",2,1,1.58496250072116,2,1,2.8073549220576,1,0,1,2,1.58496250072116,4.8073549220576,1,1,1,0,0,1.58496250072116,2,1,1.58496250072116,2,3.4594316186373,0,1,1,2,0,1,1.58496250072116,1,2.32192809488736,1.58496250072116,2.32192809488736,2,0,1,2.32192809488736,1,1,0,0,0
"2300002M23Rik",0,1,0,0,0,0,1,0,1,0,0,4.85798099512757,1.58496250072116,1,0,0,0,0,0,0,1,0,3.70043971814109,1,0,2.58496250072116,1,1,1.58496250072116,2,0,0,0,1.58496250072116,1.58496250072116,0,1,2,1,0,1,0,0
"2300009A05Rik",0,1.58496250072116,0,0,0,0,0,1,0,0,1,4.64385618977472,0,1.58496250072116,1.58496250072116,0,0,0,1,0,1,0,2.8073549220576,0,1,0,0,0,1,1.58496250072116,0,1,1.58496250072116,0,1,0,0,0,1.58496250072116,2,1,0,0
"2310002L09Rik",0,0,0,0,0,0,1.58496250072116,0,0,0,1.58496250072116,4.64385618977472,0,0,2,0,1,0,1,1.58496250072116,2,0,3.32192809488736,1.58496250072116,0,0,1,2,0,2.32192809488736,0,0,0,0,0,1,1.58496250072116,0,1,0,0,0,0
"2310009B15Rik",1,0,0,1,1.58496250072116,1,0,0,1,1.58496250072116,1,4.39231742277876,0,1.58496250072116,1,1.58496250072116,2,0,0,1.58496250072116,0,0,3.16992500144231,2.32192809488736,1,1,1.58496250072116,2.32192809488736,1.58496250072116,2.32192809488736,2,1.58496250072116,1,1.58496250072116,1,0,0,0,0,1,0,1,0
"2310011J03Rik",1,1,1,1,1.58496250072116,1,0,1,0,0,1,5,2.32192809488736,2.32192809488736,1.58496250072116,1,0,2,1,1.58496250072116,2,1.58496250072116,4,1,1,0,1,1,2.32192809488736,2,0,2.32192809488736,2.32192809488736,2,1,1,0,2.32192809488736,1,1,1.58496250072116,0,0
"2310022A10Rik",1.58496250072116,1,0,0,1,0,1,1.58496250072116,0,0,0,4.4594316186373,0,0,0,1.58496250072116,0,0,1,0,0,0,3.58496250072116,2,0,0,1.58496250072116,1.58496250072116,0,2.32192809488736,1,2,1,1.58496250072116,2,2,2,0,2.32192809488736,0,1.58496250072116,1,1
"2310022B05Rik",0,0,0,2,0,1.58496250072116,1,1,2,0,0,4.24792751344359,0,0,0,0,1,1,2,0,1.58496250072116,0,3.16992500144231,1,1.58496250072116,2,0,2,1,2,0,2.32192809488736,1,0,0,1.58496250072116,1,1,1,0,0,0,0
"2310030G06Rik",0,0,0,0,0,2,0,0,1.58496250072116,1,0,4.8073549220576,0,0,0,0,0,0,1,1.58496250072116,0,1,3,0,0,1,1,0,0,1,1.58496250072116,0,0,1.58496250072116,0,2,1.58496250072116,0,1.58496250072116,1,1,0,0
"2310033P09Rik",1,0,2,0,0,2.58496250072116,1.58496250072116,2,0,1,2.58496250072116,4.85798099512757,1.58496250072116,2,1,0,1.58496250072116,2,2.58496250072116,0,1,1.58496250072116,4,4.16992500144231,1.58496250072116,2,1.58496250072116,2.58496250072116,2,0,1.58496250072116,1.58496250072116,2,1.58496250072116,2.32192809488736,3.16992500144231,2.58496250072116,2.8073549220576,2.58496250072116,2.32192809488736,2,1,1
"2310034C09Rik",0,0,0,1.58496250072116,0,0,0,1.58496250072116,1,0,0,4.70043971814109,0,0,0,0,0,0,1,1,1,0,2.58496250072116,0,0,0,0,0,1.58496250072116,1.58496250072116,1,0,0,0,0,0,1,1,1,1,0,0,0
"2310034G01Rik",0,0,0,0,1,1,1,1.58496250072116,0,0,2,4.90689059560852,1,1.58496250072116,1,1,0,0,0,0,1.58496250072116,0,3.4594316186373,1,0,2,1,0,1,0,1.58496250072116,0,0,0,0,0,0,1.58496250072116,1,0,0,0,0
"2310034P14Rik",0,0,0,0,1,1,0,1,0,0,0,4.8073549220576,0,1.58496250072116,0,0,0,0,2,0,0,0,3.32192809488736,1.58496250072116,0,0,1.58496250072116,0,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0
"2310039H08Rik",1,0,1,2.32192809488736,1,1.58496250072116,1,0,0,2.58496250072116,1,4.8073549220576,1.58496250072116,2.8073549220576,0,1.58496250072116,2,2,1.58496250072116,1.58496250072116,0,2,3.58496250072116,2,0,0,2.32192809488736,2.32192809488736,1,2.8073549220576,2.32192809488736,0,2.32192809488736,1.58496250072116,2,2.58496250072116,1.58496250072116,2.58496250072116,1,1,1.58496250072116,0,0
"2310050C09Rik",0,0,0,1.58496250072116,0,1.58496250072116,0,0,2.32192809488736,1.58496250072116,1,4.95419631038687,0,0,0,1,0,0,2.32192809488736,1.58496250072116,1,1,4,1.58496250072116,1.58496250072116,0,2,2.32192809488736,1.58496250072116,2,0,1.58496250072116,1.58496250072116,0,1.58496250072116,0,2,2,2.58496250072116,0,0,1,1
"2310057J18Rik",0,0,0,0,0,0,0,1,0,0,1,4.24792751344359,0,0,1,0,0,0,0,1,1.58496250072116,0,2.58496250072116,1,2,1,0,1,1,0,0,0,0,1.58496250072116,1.58496250072116,0,0,0,0,1,0,1,0
"2310057M21Rik",1,0,2,0,1.58496250072116,1,0,0,1,1,2,4.52356195605701,2.32192809488736,1,1.58496250072116,0,1,0,1,2.58496250072116,1,0,3.70043971814109,2.32192809488736,1,2,2.58496250072116,0,1,1,1,0,0,0,2.32192809488736,1.58496250072116,1,1.58496250072116,1.58496250072116,2.58496250072116,1,2.32192809488736,1
"2310057N15Rik",0,0,1,0,0,0,1,1.58496250072116,0,0,0,4.90689059560852,0,0,0,0,0,1,0,1.58496250072116,1,0,4.08746284125034,1,0,1,0,1,0,2,1,1,0,0,1,1.58496250072116,0,0,0,0,1,0,0
"2310061I04Rik",4.52356195605701,5.35755200461808,5.35755200461808,4.95419631038687,6.20945336562895,5.85798099512757,5.08746284125034,5.4594316186373,5.7279204545632,6.32192809488736,6.06608919045777,6.28540221886225,5.4262647547021,5.39231742277876,5.55458885167764,5.58496250072116,5.35755200461808,5.4594316186373,6.06608919045777,5.61470984411521,6.3037807481771,6.55458885167764,6.5077946401987,6.20945336562895,6.4757334309664,6.49185309632967,6.04439411935845,6.58496250072116,6,5.58496250072116,6.18982455888002,6.44294349584873,6.94251450533924,6.76818432477693,5.97727992349992,5.93073733756289,6.14974711950468,6.91886323727459,6.4093909361377,6.56985560833095,5.32192809488736,5.32192809488736,5.39231742277876
"2310061N02Rik",0,0,0,0,0,1,0,0,0,0,0,4.64385618977472,0,0,0,0,0,0,0,1.58496250072116,0,0,3.4594316186373,0,1,0,1,1,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"2310079G19Rik",0,0,0,0,0,1,0,0,0,0,1,4.85798099512757,0,0,0,0,0,0,0,0,0,0,3.90689059560852,1.58496250072116,1,0,1.58496250072116,1.58496250072116,1,0,0,1,0,1,0,1,0,0,1.58496250072116,1,1,0,0
"2410002F23Rik",0,0,0,0,0,0,0,0,1.58496250072116,2,0,4.70043971814109,1.58496250072116,0,2,0,0,0,0,1,2.32192809488736,0,3.58496250072116,2.32192809488736,0,0,1.58496250072116,0,1,1.58496250072116,0,2,0,0,1,1,2,0,2,1.58496250072116,1.58496250072116,0,0
"2410004B18Rik",0,1.58496250072116,0,0,0,2.32192809488736,0,0,0,0,1,4.08746284125034,1,0,0,0,0,2,0,0,0,2.58496250072116,3.8073549220576,1.58496250072116,2,1.58496250072116,1,1,1,1,1,2,2,2.32192809488736,1.58496250072116,1,1.58496250072116,0,0,0,0,0,0
"2410004P03Rik",0,1,0,1,2,0,1.58496250072116,0,0,1,1,5.04439411935845,1.58496250072116,0,0,0,1,0,0,1.58496250072116,0,1,3.90689059560852,0,1,0,0,1,1,1,0,1.58496250072116,0,1.58496250072116,1,1.58496250072116,1,1,2,1.58496250072116,0,1.58496250072116,0
"Spring1",1,0,0,1.58496250072116,0,0,2.32192809488736,1,0,1,0,4.8073549220576,0,0,0,1,0,1,0,2,0,0,2.32192809488736,0,0,1.58496250072116,0,1.58496250072116,0,1,0,0,1.58496250072116,1,0,0,1.58496250072116,0,1,0,0,0,1
"2410137M14Rik",0,1,1,1.58496250072116,0,1,1.58496250072116,0,1.58496250072116,0,0,4.64385618977472,1,1,2,1.58496250072116,2,0,2.32192809488736,1.58496250072116,0,1,3.32192809488736,0,2.8073549220576,1,1,0,0,2.32192809488736,1.58496250072116,1,1,2,1,0,1,2.58496250072116,1.58496250072116,0,0,0,0
"Zfp998",0,0,0,0,1.58496250072116,1,0,0,0,0,1,4.64385618977472,1,0,0,1,0,0,0,1,0,0,3.4594316186373,0,1,1,2.32192809488736,0,0,2,0,1.58496250072116,0,1.58496250072116,0,1,1,0,1,1,0,0,0
"2510002D24Rik",1,0,1,0,0,0,0,2,0,1,1,5.20945336562895,0,0,0,0,0,0,1,1,0,0,3,1,2,0,0,1,1.58496250072116,0,0,0,1.58496250072116,0,0,0,2.32192809488736,1,0,1.58496250072116,0,1.58496250072116,0
"2510009E07Rik",1,0,1.58496250072116,0,1,1.58496250072116,1,2,2.58496250072116,1,2,4.39231742277876,2,1.58496250072116,0,1.58496250072116,1.58496250072116,1.58496250072116,1,1,0,1.58496250072116,3.32192809488736,2,1.58496250072116,2,2.32192809488736,2.58496250072116,2,1,1,1,0,1.58496250072116,1,2.32192809488736,1,1.58496250072116,1.58496250072116,2,1,0,1
"2510039O18Rik",0,0,0,0,1,0,0,0,0,0,0,3.8073549220576,0,0,0,0,0,0,0,0,0,0,2.32192809488736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
