"log2foldchange","p.value","FDR","gene","direction"
-0.233803461488208,0.906709085661024,1,"Casc1","ns"
0.00321011623732836,0.846021017629701,1,"Casc3","ns"
-0.680416003116728,0.00586008738699976,0.279005016073512,"Golm2","ns"
-0.262901505954241,0.368385608333025,0.910719461804429,"Caskin2","ns"
-0.171985249417199,0.905055128659415,1,"Casp12","ns"
0.446553454004266,0.265405333277861,0.869905614529372,"Casp3","ns"
0.246872608714741,0.389938676835973,0.914441647138437,"Casp9","ns"
-0.572821737960452,0.015376659781663,0.400966334236717,"Casr","ns"
-0.0236559899281765,0.713591188273369,0.985922518491801,"Castor1","ns"
-0.32760906550366,0.302604273930103,0.893070029324815,"Catsper3","ns"
0.287838739570511,0.393384851479607,0.914441647138437,"Cavin3","ns"
0.485571357978154,0.044460325266929,0.583891800855689,"Cbarp","ns"
-0.179157662568536,0.170728848255101,0.806114705977728,"Cbfa2t2","ns"
0.323943195908418,0.360664550760001,0.910719461804429,"Cbfb","ns"
-0.173983228959957,0.93796522737454,1,"Cbl","ns"
0.167649959198709,0.968803676875596,1,"Cbln2","ns"
-0.250729167728118,0.238684344860171,0.855271715600815,"Cbr1","ns"
-0.127203324942267,0.435703360701284,0.934722483373357,"Cbr2","ns"
-0.124355672950654,0.532118573584011,0.961914848836852,"Cbs","ns"
0.290624880173365,0.33044555517161,0.895215226969384,"Cbx1","ns"
-0.114840551430543,0.967618983828836,1,"Cbx4","ns"
-0.100856847911094,0.559717900236488,0.962744449880033,"Cbx5","ns"
-0.0887415197604637,0.938270844243933,1,"Cbx7","ns"
0.375920804634765,0.0371711945619992,0.551899970323017,"Cbx8","ns"
-0.173647807943806,0.532118573584011,0.961914848836852,"Cby1","ns"
-0.872058511674068,0.0138916667354774,0.400966334236717,"Cc2d1b","ns"
0.253147936429244,0.390121476893012,0.914441647138437,"Ccar1","ns"
0.266611391361548,0.413820241921785,0.925091413747307,"Ccar2","ns"
-0.061736121360902,0.938083308695615,1,"Ccdc107","ns"
0.341689549086573,0.229758420695696,0.847413126729821,"Ccdc112","ns"
0.37547659088539,0.242140739688198,0.855271715600815,"Ccdc12","ns"
0.250894626785128,0.278636829870281,0.869905614529372,"Ccdc124","ns"
-0.115503561603358,1,1,"Ccdc125","ns"
-0.313513524834456,0.12203284532085,0.745185882399756,"Ccdc136","ns"
-0.260949427692387,0.602332122804021,0.970909728271936,"Ccdc138","ns"
-0.570280981939675,0.227874147566933,0.847413126729821,"Ccdc148","ns"
-0.260217739400443,0.258379164630904,0.864657945707006,"Ccdc149","ns"
-0.0152265903866282,1,1,"Odad3","ns"
0.166598454424698,0.877095212067689,1,"Ccdc157","ns"
-0.00035599258268082,0.9063127770266,1,"Ccdc159","ns"
0.0641363771113261,1,1,"Ccdc167","ns"
0.232938234778056,0.366900197571876,0.910719461804429,"Ccdc169","ns"
-0.506860057881198,0.274844568037834,0.869905614529372,"Ccdc17","ns"
-0.131852270362716,0.748970373303484,0.99025616289514,"Ccdc171","ns"
0.151564353303845,0.33044555517161,0.895215226969384,"Ccdc18","ns"
0.417635713923055,0.114749341707315,0.743163950082797,"Ccdc181","ns"
-0.223866484602323,0.584164950608802,0.969025007555918,"Ccdc184","ns"
0.146713101122408,0.786351210179307,0.996096087873682,"Ccdc187","ns"
0.139985175259622,0.814266912696856,0.998180567365338,"Ccdc190","ns"
0.258565375668153,0.36389886578169,0.910719461804429,"Ccdc25","ns"
0.126985763115206,0.485808874925138,0.948592676755966,"Ccdc30","ns"
-1.04441352863192,0.520145174705063,0.961914848836852,"Ccdc40","ns"
-0.0318416819637664,0.697394226705564,0.982587004911204,"Ccdc50","ns"
0.224857935479373,0.268444597979621,0.869905614529372,"Ccdc58","ns"
-0.113446418555134,0.457962185997742,0.939640002886245,"Ccdc59","ns"
0.539352054604996,0.126463642587246,0.753476046752161,"Ccdc6","ns"
-0.5579978038888,0.239050119790765,0.855271715600815,"Ccdc60","ns"
-0.221958604446119,0.389938676835973,0.914441647138437,"Ccdc61","ns"
-0.139837756302465,0.183448454489748,0.81380500151646,"Ccdc66","ns"
-0.00396087977243331,0.96887571503855,1,"Ccdc70","ns"
0.294415528465685,0.173696485886438,0.806114705977728,"Ccdc71","ns"
0.164568538574711,0.561950229523789,0.962744449880033,"Ccdc71l","ns"
-0.292357506582711,0.453221773839383,0.939640002886245,"Ccdc73","ns"
-0.920925425795336,0.455167777922915,0.939640002886245,"Ccdc8","ns"
-0.195015540979248,0.872780123793912,1,"Ccdc80","ns"
-0.201594342147569,0.325393102058329,0.895215226969384,"Ccdc83","ns"
-0.478639914835725,0.102441741790092,0.725849811144076,"Ccdc85b","ns"
-0.402373268205257,1,1,"Ccdc85c","ns"
-0.0521278987104625,0.611575689400766,0.970909728271936,"Ccdc92","ns"
-0.143404818644745,0.506475463630766,0.954783665705453,"Ccdc97","ns"
-0.105041392482863,0.806615617734325,0.998180567365338,"Ccer1","ns"
-1.23519682186919,0.0808482739242164,0.662959268570825,"Ccer2","ns"
-0.296082053361496,0.477172211820746,0.948592676755966,"Cck","ns"
0.321607484356184,0.414355406144408,0.925091413747307,"Ccl12","ns"
1.24843926535955,0.0003902588785411,0.0684362276863622,"Ccl2","up"
0.120301588969425,0.90769560772689,1,"Ccl27a","ns"
-0.635078019535281,0.099214795304694,0.715578932414061,"Ccl28","ns"
1.22875985655588,0.276995541888209,0.869905614529372,"Ccl3","ns"
2.9313308222933,0.000178731227863385,0.0581890223611239,"Ccl5","up"
0.490954182892352,0.0861346153395849,0.681106014026141,"Ccl7","ns"
-0.107445656754035,0.413283643364481,0.925091413747307,"Ccm2","ns"
-0.376304076669946,1,1,"Ccn6","ns"
-0.53262157295504,0.105820852121496,0.72848304848812,"Ccna1","ns"
-0.394223463833709,0.606393865008097,0.970909728271936,"Ccna2","ns"
-0.146225686819184,0.48145912951281,0.948592676755966,"Ccnc","ns"
0.449516607633958,0.187659118453342,0.81380500151646,"Ccndbp1","ns"
0.305270538933405,0.755835931868305,0.99025616289514,"Ccne2","ns"
-0.231063346093747,0.172380416143089,0.806114705977728,"Ccni","ns"
0.0152836230926554,0.968706843265571,1,"Ccnj","ns"
-0.31942859783012,0.290997218348784,0.882736202882147,"Ccnjl","ns"
0.0968351250745019,0.938059746374703,1,"Ccnk","ns"
-0.170378419736621,0.416305502776071,0.925243784955082,"Ccnq","ns"
-0.0113758333690228,1,1,"Ccnt2","ns"
0.177925665881872,0.392844485619255,0.914441647138437,"Ccny","ns"
-0.166481282432396,0.454462507042018,0.939640002886245,"Ccnyl1","ns"
-0.40741175429067,0.260018607729239,0.864657945707006,"Ccp110","ns"
0.415458891544357,0.139516628557129,0.769062230404916,"Ccpg1","ns"
-0.445137567405626,0.469365480421297,0.948592676755966,"Ccr10","ns"
-0.154770301780064,0.93760688827029,1,"Ccr7","ns"
-0.0962076912962968,0.842916340179961,1,"Ccrl2","ns"
0.109180520130573,0.510685627010663,0.954783665705453,"Ccser1","ns"
-0.324949054003425,0.0475270832001509,0.583891800855689,"Ccser2","ns"
-0.35611944022714,0.293224530529133,0.882736202882147,"Cct2","ns"
0.0477597754506025,0.785076453678432,0.996096087873682,"Cct3","ns"
0.235688790671519,0.15007707749516,0.782954141698409,"Cct5","ns"
0.267246503983696,0.462244954999366,0.939640002886245,"Cct6a","ns"
0.243760305326057,0.726771863963502,0.985922518491801,"Cct7","ns"
0.233647252052961,0.50907899546308,0.954783665705453,"Cct8","ns"
-0.0180467322104363,0.784592504927059,0.996096087873682,"Ccz1","ns"
-0.197062797267939,0.779566092812845,0.996096087873682,"Cd160","ns"
0.458271362846576,0.274237218759725,0.869905614529372,"Cd164","ns"
-0.197800454996924,0.65929390747633,0.980752189523642,"Cd164l2","ns"
-0.219171024006326,0.69494759149948,0.982587004911204,"Cd177","ns"
0.182196475583754,0.455519405780705,0.939640002886245,"Cd200","ns"
-0.628454131827203,0.0214802953901385,0.44671349735644,"Cd200r2","ns"
-0.0671276021736842,0.876632154915902,1,"Cd200r3","ns"
0.273807254176998,0.575791106007658,0.969025007555918,"Cd200r4","ns"
0.0803493459020637,0.611300789479401,0.970909728271936,"Cd209a","ns"
0.303478112751609,0.175825266348874,0.806773030359162,"Cd209c","ns"
0.0151751543270728,0.814899250811512,0.998180567365338,"Cd22","ns"
0.0449827665741422,0.753455678121063,0.99025616289514,"Cd244a","ns"
-0.427455674736124,0.967937582179644,1,"Cd24a","ns"
0.723084454778443,0.0210315934621696,0.44671349735644,"Cd300lf","ns"
0.260315930150345,0.252283604805893,0.864657945707006,"Cd37","ns"
0.0105226836479053,0.57125191971405,0.969025007555918,"Cd40","ns"
0.759349075219865,0.0316746345126207,0.520085077271933,"Cd52","ns"
0.419069168516439,0.073357433510181,0.655779286032322,"Cd53","ns"
0.0293521894907722,0.578839264550184,0.969025007555918,"Cd59a","ns"
0.415620589132019,0.171225074481004,0.806114705977728,"Cd5l","ns"
1.13122852463203,0.000649408660672403,0.0906358020745118,"Cd63","up"
-0.0163369596509426,0.721213251644592,0.985922518491801,"Cd68","ns"
0.725749958522456,0.229110990721767,0.847413126729821,"Cd74","ns"
0.357118547522003,0.360088854598928,0.910719461804429,"Cd79a","ns"
0.14030216484485,1,1,"Cd81","ns"
-0.147756617217536,0.667173652298799,0.980752189523642,"Cd82","ns"
0.335761995059332,0.272568373925886,0.869905614529372,"Cd83","ns"
-0.388590987396119,0.903429314693967,1,"Cd86","ns"
-0.0529349357214921,0.93796522737454,1,"Cd8a","ns"
0.608933914712014,0.0333971125226419,0.526803303686176,"Cd9","ns"
0.324157541241504,0.153337090086624,0.782954141698409,"Cd99","ns"
-0.202608986693961,1,1,"Cda","ns"
0.271611480678442,0.535864911610212,0.961914848836852,"Cdc14b","ns"
-0.252129585178385,0.349786059213563,0.904949258187915,"Cdc20","ns"
-0.448138956070304,0.125727498397501,0.75325396769453,"Cdc20b","ns"
-0.38776941248105,0.107602219653886,0.733763019040423,"Cdc25a","ns"
-0.229934585175491,0.225549371524797,0.847413126729821,"Cdc26","ns"
-0.582497107884145,0.0778491993123774,0.662959268570825,"Cdc27","ns"
0.506990694845702,0.111698646195373,0.73735131086174,"Cdc34","ns"
-0.242005405575006,0.388286271330445,0.914441647138437,"Cdc37","ns"
0.392162124217299,0.199087848003739,0.82649529522339,"Cdc42","ns"
0.100434438423505,0.669563244144857,0.980752189523642,"Cdc42bpa","ns"
-2.20384444372477,0.0482245717982753,0.583891800855689,"Cdc42ep1","down"
-0.538433910450218,0.0861346153395849,0.681106014026141,"Cdc42ep4","ns"
0.762371843016618,0.0670930536828884,0.638646578235759,"Cdc42se1","ns"
-0.345515209673034,0.57125191971405,0.969025007555918,"Cdc45","ns"
-0.417462242894093,0.521839390333615,0.961914848836852,"Cdc5l","ns"
0.136704580369525,0.751195614289966,0.99025616289514,"Cdca7l","ns"
0.292321746260945,0.275042833420442,0.869905614529372,"Cdcp1","ns"
-0.547004553874574,0.155758928382613,0.791459506235437,"Cdcp2","ns"
-0.393744730274735,0.0284563302794505,0.490363383196358,"Cdh10","ns"
-0.051678366966786,1,1,"Cdh11","ns"
-0.11400650160643,1,1,"Cdh2","ns"
0.99456771594218,0.109745032291918,0.73735131086174,"Cdh22","ns"
0.0342196727177153,0.937315702494586,1,"Cdh3","ns"
0.280250006766013,0.613348477656392,0.970909728271936,"Cdh6","ns"
0.382405080663397,0.167571049919495,0.805533853057318,"Cdhr5","ns"
-0.59238206458611,0.0738175849590021,0.655779286032322,"Cdip1","ns"
0.0477034646521233,0.812330298364052,0.998180567365338,"Cdiptos","ns"
0.477268025236328,0.131589670620442,0.755265182848241,"Cdk11b","ns"
-0.0971691363663099,0.522512111645089,0.961914848836852,"Cdk12","ns"
0.142534399120905,0.726971407720381,0.985922518491801,"Cdk13","ns"
-0.0910585430105708,0.754287467622645,0.99025616289514,"Cdk14","ns"
-0.607362707303181,0.044460325266929,0.583891800855689,"Cdk16","ns"
0.0759802397707572,0.665959281996805,0.980752189523642,"Cdk17","ns"
-0.443619082915911,0.19736484299747,0.82649529522339,"Cdk19","ns"
-0.334525235495964,0.24738596266061,0.859232704819554,"Cdk2","ns"
-0.437193916734601,0.185138756003148,0.81380500151646,"Cdk2ap1","ns"
0.0424488344085026,0.876864336475291,1,"Cdk3","ns"
