ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,91,0.3950531302849788,1.6634523619330597,0.0013684452580260582,0.006220205718300265,0.004321406077977026,258,"tags=10%, list=3%, signal=10%",15945/55932/66141/12703/384009/21938/74318/17164/18263
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,85,0.40437634785053544,1.6764825304076487,0.00240041332294421,0.010001722178934209,0.006948564882206925,990,"tags=35%, list=12%, signal=31%",66141/57444/16854/17210/225363/16173/15368/16362/97165/21354/15507/12759/13198/11910/12122/11820/13179/12028/20655/14775/15502/17873/74256/12111/18412/12228/19877/171543/12371/12633
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,127,0.34432709946768536,1.5294715637862417,0.0027819013468820984,0.010699620564931149,0.0074334206030047985,1093,"tags=25%, list=14%, signal=22%",16414/65972/74192/225363/19141/18107/66105/74117/16828/66713/59027/13198/12527/18655/17872/103733/16835/12721/268373/83671/18451/14433/68278/12466/14718/18412/14751/67895/21991/319554/22433/67204
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,53,-0.4680818837455503,-1.6309328683414894,0.005721714257281432,0.020434693776005118,0.014196734623329873,2465,"tags=49%, list=31%, signal=34%",14415/15482/11421/24084/109880/30959/72391/53885/20616/14866/56088/20255/18952/19119/13176/17776/12427/68961/11643/15925/21959/17761/18285/14581/380684/20957
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,89,0.35049942353888675,1.4694459324003826,0.01173824959990934,0.03912749866636447,0.02718331486294795,597,"tags=17%, list=7%, signal=16%",15945/16414/13805/13040/16913/21938/73149/20716/30951/17872/20682/18826/12493/18616/66066
HALLMARK_COAGULATION,HALLMARK_COAGULATION,57,0.3883946682763614,1.4888089588509679,0.02263897231085929,0.06658521267899792,0.04625920038751435,578,"tags=21%, list=7%, signal=20%",12266/14701/16784/19141/11843/12759/12527/13039/13007/14693/12258/22371
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,100,0.3201335213366153,1.3974290499474598,0.022255372653828882,0.06658521267899792,0.04625920038751435,823,"tags=23%, list=10%, signal=21%",12703/65972/231712/15368/21354/19899/20198/13198/11910/20042/17872/53892/11820/12028/14667/54217/75234/22591/17119/13033/232440/14694/52808
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,29,0.4285489493759155,1.4213702553105114,0.07758620689655173,0.21551724137931033,0.14972776769509985,676,"tags=21%, list=8%, signal=19%",12581/14325/112406/22166/20655/216161
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,101,0.2900492588727656,1.2659235003101268,0.1,0.26315789473684215,0.18282548476454294,1234,"tags=23%, list=15%, signal=20%",11461/11465/21810/17698/18643/103733/11490/14678/19354/22371/69192/14786/12563/20970/14026/16400/14086/20130/17886/19294/60595/13383/16511
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,32,0.38953960290161754,1.314596802728313,0.1168091168091168,0.28814073400060664,0.2001819836214741,611,"tags=19%, list=8%, signal=17%",65112/13805/66105/17872/11848/19045
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,61,0.3243281596946028,1.2637568651537594,0.12101910828025478,0.28814073400060664,0.2001819836214741,1635,"tags=34%, list=20%, signal=28%",16784/12512/53331/18484/14683/69162/20655/232910/72736/71770/11840/68581/66471/53330/108124/69938/12176/21985/100226/56041/11773
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,13,-0.5182676357071365,-1.3344068166135794,0.13435114503816795,0.30534351145038174,0.21213338690237046,3313,"tags=77%, list=41%, signal=45%",17869/22419/19206/14677/13388/12387/59287/232232/12006/16842
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,69,-0.3327677189014709,-1.2146602030837075,0.14680232558139536,0.31179138321995464,0.21661296097386323,2101,"tags=38%, list=26%, signal=28%",73647/19065/15552/66972/114479/16370/16848/546071/12804/102954/13176/12427/56358/54652/56711/12715/232680/21419/235320/17858/20665/21908/70239/13528/140781/81879
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,84,0.2902450188392822,1.19817936132386,0.14965986394557823,0.31179138321995464,0.21661296097386323,893,"tags=19%, list=11%, signal=17%",16852/21810/65112/17313/20254/22352/192176/20377/13179/107589/12847/17873/20745/12563/12111/70350
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,108,-0.29774448954630867,-1.182905117551665,0.17857142857142858,0.35714285714285715,0.2481203007518797,2150,"tags=37%, list=27%, signal=27%",22084/56012/11790/11568/19309/12862/64383/18693/226251/11489/21955/11472/59011/30948/14077/11515/68507/18767/77559/13400/24052/17928/20692/17898/12715/53311/17907/67399/20249/24131/13143/13682/11435/17260/140781/216459/14778/18563/19293/13019
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,88,0.2711688033036914,1.1333813150694474,0.2150170648464164,0.4134943554738777,0.2872697627502729,1022,"tags=22%, list=13%, signal=19%",57444/21810/16828/22166/58810/18655/17319/18484/13179/20682/268373/20655/18451/18648/20970/14718/21802/12337/21991
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,13,-0.44048847709866,-1.1341453449590593,0.3099236641221374,0.5169753086419753,0.3591617933723197,2422,"tags=54%, list=30%, signal=38%",60406/13388/66340/16848/270118/18131/14367
