ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0045730,respiratory burst,13,0.2697827628927539,0.7204496037572159,0.8048128342245989,0.953908986724931,0.8263004624257505,877,"tags=23%, list=11%, signal=21%",20085/19354/227541
GO:0043471,regulation of cellular carbohydrate catabolic process,10,0.2851616100125061,0.7073175174132299,0.8087855297157622,0.953908986724931,0.8263004624257505,1589,"tags=40%, list=20%, signal=32%",19045/319801/19046/12492
GO:0036119,response to platelet-derived growth factor,10,0.2848033352220016,0.7064288492809371,0.8087855297157622,0.953908986724931,0.8263004624257505,1334,"tags=30%, list=17%, signal=25%",13198/23789/18754
GO:0048844,artery morphogenesis,27,0.23540293415585745,0.7668311551606715,0.8109756097560976,0.9544191295540231,0.8267423612457094,637,"tags=15%, list=8%, signal=14%",13805/16835/20204/107589
GO:0030520,intracellular estrogen receptor signaling pathway,26,-0.2516993087818643,-0.760852100435171,0.8108108108108109,0.9544191295540231,0.8267423612457094,1728,"tags=23%, list=22%, signal=18%",12034/15375/18479/228545/234594/14309
GO:0051590,positive regulation of neurotransmitter transport,11,0.2804828371397551,0.7187905395282843,0.8118556701030928,0.9552099901187336,0.8274274249776052,1130,"tags=27%, list=14%, signal=23%",20617/545192/20910
GO:0032787,monocarboxylic acid metabolic process,277,-0.19507810021192648,-0.8663261884315757,0.8125,0.9555327172477696,0.827706979504998,2682,"tags=34%, list=34%, signal=24%",14862/20250/18598/13808/234669/94180/110959/68977/20280/19017/67800/170459/244373/338521/12904/546726/12896/14415/70316/235339/22333/16176/94284/18640/27364/74370/67469/26568/74450/545817/270076/66253/56012/18627/109801/233005/70456/16969/56473/208188/225913/14077/226856/11651/54608/110119/435802/74205/102247/17928/13086/110460/18823/11484/328035/271844/15488/171281/23945/108099/67452/26457/17117/380836/19299/11430/16337/231086/268860/50721/19164/216019/208665/16832/20249/70757/170439/216805/76279/384724/54403/56695/105387/242546/16367/226144/26378/17436/52538/15937/13113/380997/18563/107141/216188
GO:0051983,regulation of chromosome segregation,52,0.2244723646502355,0.8298618514919445,0.8155339805825242,0.9555327172477696,0.827706979504998,580,"tags=12%, list=7%, signal=11%",11461/18828/51810/227707/93760/80913
GO:1905952,regulation of lipid localization,84,-0.21893040098700206,-0.8156757705319813,0.8136300417246175,0.9555327172477696,0.827706979504998,1788,"tags=27%, list=22%, signal=21%",16175/11957/14077/11651/83433/435802/110460/108138/211323/20778/12953/12921/99031/53357/50769/20932/11425/11806/14419/27403/72759/16179/14103
GO:0043409,negative regulation of MAPK cascade,77,-0.21974068351523157,-0.8071133163742928,0.814866760168303,0.9555327172477696,0.827706979504998,2819,"tags=42%, list=35%, signal=27%",51791/18709/15183/13405/19735/24064/12156/72349/16176/11816/75607/22084/22223/66505/244923/11789/68082/11651/83433/70008/24066/13838/18673/12957/107746/216805/70686/67702/53380/17283/27403/19099
