"UMAP_1","UMAP_2","cluster","myeloid_binary"
0.144732208603116,0.86211670482118,"Homeostatic Microglia","Myeloid"
-0.68634727442911,1.61206163012941,"Homeostatic Microglia","Myeloid"
1.08814069783041,2.25712216937501,"Transiently Activated Microglia","Myeloid"
2.45907804524252,2.99217773520906,"Infiltrating Macrophages","Myeloid"
-1.17530992472818,1.2385972841974,"Homeostatic Microglia","Myeloid"
1.37685987507651,-1.13640629208129,"Homeostatic Microglia","Myeloid"
-0.782361774093417,1.92370618426759,"Transiently Activated Microglia","Myeloid"
-0.598755149490145,-3.64193378841918,"Homeostatic Microglia","Myeloid"
-2.45373013461283,1.56462873065431,"IFN-Responsive Microglia","Myeloid"
0.398534508102628,-0.0327647820715198,"Homeostatic Microglia","Myeloid"
-0.635567454940585,2.84363854968507,"Transiently Activated Microglia","Myeloid"
-2.04369643176248,-2.04116665279906,"Primed Microglia","Myeloid"
2.00131723439047,1.34088862979371,"Homeostatic Microglia","Myeloid"
-2.17787459338358,-2.86849104321044,"Homeostatic Microglia","Myeloid"
-2.63676979983499,1.32781423175294,"IEG-High Microglia","Myeloid"
-0.224830894119052,-0.692736972928453,"Homeostatic Microglia","Myeloid"
-0.445571212417391,-3.86430918133299,"Primed Microglia","Myeloid"
0.992268295639249,-1.15361486828368,"Homeostatic Microglia","Myeloid"
0.554776878708097,-0.0378230706457385,"Homeostatic Microglia","Myeloid"
0.348370285385343,0.530079017519545,"Mitochondrial-Activated Microglia","Myeloid"
0.407104702347013,2.13804055297334,"Homeostatic Microglia","Myeloid"
-1.74007108653238,-0.487692226529528,"IFN-Responsive Microglia","Myeloid"
0.735170097702238,-0.255289425015856,"Transiently Activated Microglia","Myeloid"
-0.825062541610507,-2.6166547433142,"Transiently Activated Microglia","Myeloid"
-0.259830741531161,-2.8976000443701,"Homeostatic Microglia","Myeloid"
-0.701634673721102,0.874475370287489,"Transiently Activated Microglia","Myeloid"
-2.6621330066984,-1.72531687176268,"Transiently Activated Microglia","Myeloid"
1.21094915425131,-0.0302008286718616,"Homeostatic Microglia","Myeloid"
-1.8732176109617,0.617386232256483,"IEG-High Microglia","Myeloid"
2.29879829441855,-0.202353347897936,"Mitochondrial-Activated Microglia","Myeloid"
1.60716650044272,1.29848612391908,"Transiently Activated Microglia","Myeloid"
-0.756374148971346,-3.21814667141478,"IFN-Responsive Microglia","Myeloid"
0.38259861027548,-0.478798736691881,"Homeostatic Microglia","Myeloid"
