"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","gene_set_db","cluster","direction","cluster_dir","Pathway","logp"
NA,NA,"GO:0034101","erythrocyte homeostasis","9/282","140/15173",0.0012230204104177,0.0112586201891407,0.00840391224957021,"20846/20848/12010/17096/22778/56417/12571/16452/107371",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","erythrocyte homeostasis [GO_BP]",1.94851483159491
NA,NA,"GO:0031047","regulatory ncRNA-mediated gene silencing","8/282","113/15173",0.00122429140211109,0.0112586201891407,0.00840391224957021,"20848/98999/56463/56417/106205/214290/18033/100121",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulatory ncRNA-mediated gene silencing [GO_BP]",1.94851483159491
NA,NA,"GO:0071360","cellular response to exogenous dsRNA","3/282","12/15173",0.00123399020256064,0.0112917720757771,0.00842865822567735,"71586/78781/142980",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","cellular response to exogenous dsRNA [GO_BP]",1.94723789666321
NA,NA,"GO:1905671","regulation of lysosome organization","3/282","12/15173",0.00123399020256064,0.0112917720757771,0.00842865822567735,"15944/16145/54396",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of lysosome organization [GO_BP]",1.94723789666321
NA,NA,"GO:0032727","positive regulation of interferon-alpha production","4/282","26/15173",0.00126470755314795,0.0115159857296469,0.00859602081901669,"20846/71586/78781/142980",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of interferon-alpha production [GO_BP]",1.93869888196167
NA,NA,"GO:0035455","response to interferon-alpha","4/282","26/15173",0.00126470755314795,0.0115159857296469,0.00859602081901669,"15951/19106/56417/69550",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","response to interferon-alpha [GO_BP]",1.93869888196167
NA,NA,"GO:0046596","regulation of viral entry into host cell","5/282","44/15173",0.0012846643177006,0.0116690342191138,0.00871026271134463,"20128/209387/17069/16149/76681",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of viral entry into host cell [GO_BP]",1.93296508659955
NA,NA,"GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","8/282","114/15173",0.00129594151192114,0.0117426876361363,0.00876524074978449,"19106/17096/17948/107607/17318/330177/14130/142980",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of stress-activated protein kinase signaling cascade [GO_BP]",1.93023249150771
NA,NA,"GO:0016241","regulation of macroautophagy","8/282","115/15173",0.00137089004369848,0.0123613588855147,0.00922704324456294,"15944/16145/73158/54396/107607/15194/76983/228361",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of macroautophagy [GO_BP]",1.90793378458366
NA,NA,"GO:1905037","autophagosome organization","8/282","115/15173",0.00137089004369848,0.0123613588855147,0.00922704324456294,"15944/16145/54396/75909/76983/11938/228361/100855",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","autophagosome organization [GO_BP]",1.90793378458366
NA,NA,"GO:0030888","regulation of B cell proliferation","6/282","66/15173",0.0013949077218453,0.0125473980998997,0.0093659108150471,"16149/17096/19264/67245/11920/14130",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of B cell proliferation [GO_BP]",1.90144632262984
NA,NA,"GO:0006623","protein targeting to vacuole","5/282","45/15173",0.00142360839582316,0.0127129944937847,0.00948951899612751,"15944/16145/245944/54396/11774",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","protein targeting to vacuole [GO_BP]",1.89575214110988
NA,NA,"GO:0043300","regulation of leukocyte degranulation","5/282","45/15173",0.00142360839582316,0.0127129944937847,0.00948951899612751,"17096/16409/16859/109934/14389",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of leukocyte degranulation [GO_BP]",1.89575214110988
NA,NA,"GO:0045646","regulation of erythrocyte differentiation","5/282","45/15173",0.00142360839582316,0.0127129944937847,0.00948951899612751,"20846/20848/12010/17096/12571",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of erythrocyte differentiation [GO_BP]",1.89575214110988
NA,NA,"GO:0044270","cellular nitrogen compound catabolic process","16/282","367/15173",0.00144085443694786,0.0128360734214634,0.00958139033476461,"56045/276950/11810/73158/78781/56463/245944/72446/24128/214290/20556/11920/71701/24127/233908/70439",16,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","cellular nitrogen compound catabolic process [GO_BP]",1.89156780743465
NA,NA,"GO:0032609","type II interferon production","8/282","116/15173",0.00144924417057244,0.0128798534679651,0.00961406962076074,"15900/12394/15944/60533/16859/16423/16452/142980",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","type II interferon production [GO_BP]",1.89008907784703
NA,NA,"GO:0034138","toll-like receptor 3 signaling pathway","4/282","27/15173",0.00146317100868732,0.012880075435143,0.00961423530648903,"16362/67245/142980/16363",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","toll-like receptor 3 signaling pathway [GO_BP]",1.8900815934226
NA,NA,"GO:0043032","positive regulation of macrophage activation","4/282","27/15173",0.00146317100868732,0.012880075435143,0.00961423530648903,"13032/15944/18783/16859",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of macrophage activation [GO_BP]",1.8900815934226
NA,NA,"GO:0060907","positive regulation of macrophage cytokine production","4/282","27/15173",0.00146317100868732,0.012880075435143,0.00961423530648903,"16149/12363/107607/142980",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of macrophage cytokine production [GO_BP]",1.8900815934226
NA,NA,"GO:1904893","negative regulation of receptor signaling pathway via STAT","4/282","27/15173",0.00146317100868732,0.012880075435143,0.00961423530648903,"547253/229900/16362/55932",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of receptor signaling pathway via STAT [GO_BP]",1.8900815934226
NA,NA,"GO:0002687","positive regulation of leukocyte migration","9/282","144/15173",0.00148912528916669,0.0130774841745302,0.00976158957328527,"20293/16149/227541/19271/16859/16423/15894/193385/12977",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of leukocyte migration [GO_BP]",1.88347579685345
NA,NA,"GO:0031330","negative regulation of cellular catabolic process","10/282","173/15173",0.00149311582293357,0.0130815301177112,0.00976460963710199,"59027/20848/11810/73158/20556/76983/16154/233908/70439/100855",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of cellular catabolic process [GO_BP]",1.88334145457343
NA,NA,"GO:0071900","regulation of protein serine/threonine kinase activity","14/282","301/15173",0.00155023163545423,0.0135499019834749,0.0101142222889119,"15944/16145/17096/19246/26382/21844/19271/19264/54396/78610/15194/330177/15516/11789",14,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of protein serine/threonine kinase activity [GO_BP]",1.86806384635341
NA,NA,"GO:0046700","heterocycle catabolic process","16/282","370/15173",0.00156621374668908,0.0136573838711288,0.0101944513344865,"56045/276950/11810/73158/78781/56463/245944/72446/24128/214290/20556/11920/71701/24127/233908/70439",16,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","heterocycle catabolic process [GO_BP]",1.86463248360799
NA,NA,"GO:0000266","mitochondrial fission","5/282","46/15173",0.00157331566241478,0.0136871076171577,0.010216638400855,"20847/15944/16145/54396/11774",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","mitochondrial fission [GO_BP]",1.86368831801824
NA,NA,"GO:0014004","microglia differentiation","3/282","13/15173",0.00158223735638643,0.0137004010345049,0.0102265611721189,"245944/16409/14815",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","microglia differentiation [GO_BP]",1.86326672010466
NA,NA,"GO:0035563","positive regulation of chromatin binding","3/282","13/15173",0.00158223735638643,0.0137004010345049,0.0102265611721189,"80285/209200/17191",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of chromatin binding [GO_BP]",1.86326672010466
NA,NA,"GO:0055074","calcium ion homeostasis","13/282","269/15173",0.00161219828667584,0.0139272886956193,0.0103959197580275,"108058/17096/320790/12774/245944/19264/16438/244667/15194/109676/18854/11938/18751",13,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","calcium ion homeostasis [GO_BP]",1.85613342192059
NA,NA,"GO:0030010","establishment of cell polarity","9/282","146/15173",0.00163861991784702,0.0141226172454443,0.0105417212829914,"94190/17758/15194/52822/17698/15516/193385/270163/20336",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","establishment of cell polarity [GO_BP]",1.85008481107999
NA,NA,"GO:0032469","endoplasmic reticulum calcium ion homeostasis","4/282","28/15173",0.00168234432105226,0.0144658191503937,0.010797901760228,"108058/16438/18854/11938",4,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","endoplasmic reticulum calcium ion homeostasis [GO_BP]",1.83965696869259
NA,NA,"GO:2001233","regulation of apoptotic signaling pathway","16/282","373/15173",0.00170062947054751,0.0145891963376136,0.0108899957324533,"20684/13032/16149/13040/19246/19264/14827/74256/15194/14130/18854/80707/15894/16452/12048/170755",16,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of apoptotic signaling pathway [GO_BP]",1.83596863105054
NA,NA,"GO:0010332","response to gamma radiation","5/282","47/15173",0.00173427829594098,0.0148434996876611,0.0110798185528938,"11810/19264/11920/18854/12048",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","response to gamma radiation [GO_BP]",1.8284636923285
NA,NA,"GO:0015833","peptide transport","12/282","239/15173",0.00175525357922674,0.014953953481872,0.011162265955736,"16149/21354/320790/21844/65221/19055/16438/15194/21355/57915/18751/16452",12,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","peptide transport [GO_BP]",1.8252439746722
NA,NA,"GO:0019932","second-messenger-mediated signaling","12/282","239/15173",0.00175525357922674,0.014953953481872,0.011162265955736,"15944/16145/12774/19271/19264/54396/19055/16438/15194/109676/11938/20336",12,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","second-messenger-mediated signaling [GO_BP]",1.8252439746722
NA,NA,"GO:0050821","protein stabilization","10/282","177/15173",0.00177004134321231,0.0150453514173046,0.011230489256306,"15944/16149/16145/338467/54396/109676/18854/15516/74838/65972",10,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","protein stabilization [GO_BP]",1.82259766390171
NA,NA,"GO:0050868","negative regulation of T cell activation","8/282","120/15173",0.00179892009553713,0.0152558303754247,0.0113875996894413,"12394/16362/16149/14190/60533/16859/67245/193385",8,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of T cell activation [GO_BP]",1.81656414871314
NA,NA,"GO:0070588","calcium ion transmembrane transport","13/282","273/15173",0.00183743482870383,0.0155468800803114,0.0116048515497084,"108058/17096/320790/12774/12296/19264/19055/75909/16438/15194/109676/18854/11938",13,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","calcium ion transmembrane transport [GO_BP]",1.80835675132213
NA,NA,"GO:0098771","inorganic ion homeostasis","17/282","412/15173",0.00186108269981525,0.0157110990558435,0.0117274315672329,"108058/12010/17096/21871/320790/12774/245944/19264/16438/244667/15194/11774/109676/18854/11938/18751/83704",17,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","inorganic ion homeostasis [GO_BP]",1.80379343321638
NA,NA,"GO:0007163","establishment or maintenance of cell polarity","11/282","209/15173",0.0018676985980856,0.0157311159193301,0.0117423730042319,"94190/17758/15194/66713/52822/17698/15516/193385/11789/270163/20336",11,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","establishment or maintenance of cell polarity [GO_BP]",1.80324046870427
NA,NA,"GO:0002712","regulation of B cell mediated immunity","6/282","70/15173",0.0018925340530574,0.0158323503400242,0.0118179386751452,"14964/14972/14129/15040/19264/14130",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of B cell mediated immunity [GO_BP]",1.80045460857832
NA,NA,"GO:0002889","regulation of immunoglobulin mediated immune response","6/282","70/15173",0.0018925340530574,0.0158323503400242,0.0118179386751452,"14964/14972/14129/15040/19264/14130",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of immunoglobulin mediated immune response [GO_BP]",1.80045460857832
NA,NA,"GO:0043299","leukocyte degranulation","6/282","70/15173",0.0018925340530574,0.0158323503400242,0.0118179386751452,"17096/16409/246256/16859/109934/14389",6,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","leukocyte degranulation [GO_BP]",1.80045460857832
NA,NA,"GO:0043124","negative regulation of canonical NF-kappaB signal transduction","5/282","48/15173",0.00190699231189047,0.0158816033884631,0.0118547032422192,"20846/15944/16145/54396/74734",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of canonical NF-kappaB signal transduction [GO_BP]",1.79910565382267
NA,NA,"GO:0050687","negative regulation of defense response to virus","5/282","48/15173",0.00190699231189047,0.0158816033884631,0.0118547032422192,"20128/15944/16145/14190/54396",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","negative regulation of defense response to virus [GO_BP]",1.79910565382267
NA,NA,"GO:0010950","positive regulation of endopeptidase activity","9/282","150/15173",0.00197369804578376,0.0164002801741584,0.0122418656226569,"20846/20848/637515/17096/107607/383619/18854/16452/19188",9,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of endopeptidase activity [GO_BP]",1.78514873261989
NA,NA,"GO:0043434","response to peptide hormone","14/282","309/15173",0.00197837291400582,0.0164023490364778,0.0122434099093543,"20846/20847/16362/20848/67092/19246/23797/19271/19055/18033/11938/18751/16452/11789",14,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","response to peptide hormone [GO_BP]",1.78509395070076
NA,NA,"GO:0002729","positive regulation of natural killer cell cytokine production","3/282","14/15173",0.00198622786159787,0.0164307153015216,0.012264583694265,"14964/14972/15040",3,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","positive regulation of natural killer cell cytokine production [GO_BP]",1.78434352939868
NA,NA,"GO:0019439","aromatic compound catabolic process","16/282","380/15173",0.00205236101346878,0.0169399775410141,0.0126447186575922,"56045/276950/11810/73158/78781/56463/245944/72446/24128/214290/20556/11920/71701/24127/233908/70439",16,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","aromatic compound catabolic process [GO_BP]",1.77108716979162
NA,NA,"GO:0030003","intracellular monoatomic cation homeostasis","17/282","416/15173",0.00205956163147929,0.0169616342361384,0.0126608841345674,"108058/12010/17096/21871/320790/12774/245944/210808/19264/16438/244667/15194/11774/109676/18854/11938/18751",17,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","intracellular monoatomic cation homeostasis [GO_BP]",1.77053230623352
NA,NA,"GO:0043030","regulation of macrophage activation","5/282","49/15173",0.00209195695505089,0.0171521957420766,0.0128031273355234,"13032/15944/18783/16859/11920",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","regulation of macrophage activation [GO_BP]",1.76568027575956
NA,NA,"GO:0052372","modulation by symbiont of entry into host","5/282","49/15173",0.00209195695505089,0.0171521957420766,0.0128031273355234,"20128/209387/17069/16149/76681",5,"GO_BP","IFN_Responsive_Microglia","UP","IFN_Responsive_Microglia_UP","modulation by symbiont of entry into host [GO_BP]",1.76568027575956
