names,scores,logfoldchanges,pvals,pvals_adj
Dusp6,0.4543078,0.24381976,0.6496073137530196,1.0
Anapc4,0.4543078,0.38655135,0.6496073137530196,1.0
Papola,0.4543078,0.15827475,0.6496073137530196,1.0
Smc4,0.4543078,0.60260403,0.6496073137530196,1.0
Elovl1,0.45365033,0.74492484,0.6500805290728274,1.0
Ndufa5,0.45365033,1.3593452,0.6500805290728274,1.0
Ppp2r3d,0.45365033,1.2362443,0.6500805290728274,1.0
Nolc1,0.45365033,1.2447705,0.6500805290728274,1.0
Nrde2,0.45365033,1.2505485,0.6500805290728274,1.0
Xpnpep1,0.45299286,0.60528994,0.6505538855543422,1.0
Ift140,0.4523354,1.1466594,0.6510273830349993,1.0
Cbx6,0.45167792,1.3724374,0.6515010213520637,1.0
Anapc11,0.45167792,1.26447,0.6515010213520637,1.0
Tns1,0.45167792,0.5479067,0.6515010213520637,1.0
Lin7c,0.45167792,0.47647473,0.6515010213520637,1.0
Fmnl3,0.45102045,0.22100462,0.6519748003426302,1.0
Echdc1,0.45102045,1.2671331,0.6519748003426302,1.0
Gm28403,0.45102045,1.2380027,0.6519748003426302,1.0
Gstcd,0.45102045,0.58221906,0.6519748003426302,1.0
Golga2,0.45102045,0.907329,0.6519748003426302,1.0
Stap1,0.45102045,0.4281591,0.6519748003426302,1.0
Bub3,0.450363,0.38104904,0.6524487198436236,1.0
Srp9,0.450363,0.39301452,0.6524487198436236,1.0
Dtnbp1,0.450363,0.39115715,0.6524487198436236,1.0
Slc35b2,0.44970554,1.1869847,0.6529227796917989,1.0
Golga5,0.44970554,0.44505462,0.6529227796917989,1.0
Crebbp,0.44904807,0.07464371,0.6533969797237411,1.0
Slc29a3,0.4483906,0.22725905,0.6538713197758662,1.0
Sgk1,0.4483906,0.24415748,0.6538713197758662,1.0
Scaper,0.44707566,0.22264943,0.6548204192854807,1.0
Nrd1,0.44707566,0.21113497,0.6548204192854807,1.0
Snx14,0.44707566,0.48912582,0.6548204192854807,1.0
Foxj2,0.44707566,0.53722703,0.6548204192854807,1.0
Tlr8,0.44641823,0.2791556,0.6552951784149554,1.0
Rbm7,0.4451033,0.55322105,0.6562451146019359,1.0
Anks1,0.44444582,0.12829079,0.656720291330414,1.0
Gpr107,0.44444582,0.22924557,0.656720291330414,1.0
Retreg3,0.44313088,0.8058285,0.6576710612335139,1.0
Lpcat2,0.44313088,0.08972806,0.6576710612335139,1.0
Trpv4,0.44181597,0.30525506,0.6586223852977341,1.0
1700017B05Rik,0.44181597,0.27138004,0.6586223852977341,1.0
Ppil2,0.4411585,0.4181479,0.6590982547269827,1.0
Zfp760,0.44050103,0.89232785,0.6595742622002385,1.0
Bcl9l,0.44050103,0.66914386,0.6595742622002385,1.0
Smurf1,0.43984357,0.23317438,0.660050407551728,1.0
Cers5,0.4391861,0.46581754,0.6605266906155105,1.0
Tmem260,0.4391861,0.16083467,0.6605266906155105,1.0
Zbtb34,0.4391861,0.4977892,0.6605266906155105,1.0
Gtf2ird2,0.43852866,0.53173137,0.6610031112254784,1.0
Adgrg6,0.43852866,0.5214051,0.6610031112254784,1.0
Sf1,0.4378712,0.279707,0.6614796692153574,1.0
Lipo3,0.4378712,0.6958418,0.6614796692153574,1.0
Gas5,0.4378712,0.45308626,0.6614796692153574,1.0
Zfp646,0.4378712,1.464272,0.6614796692153574,1.0
Tdp2,0.43721372,1.1149143,0.6619563644187059,1.0
Flii,0.43655625,0.38711783,0.6624331966689164,1.0
Sel1l,0.43589878,0.22351219,0.6629101657992142,1.0
Fbxo9,0.43589878,1.0997974,0.6629101657992142,1.0
Plcb2,0.4352413,0.6744728,0.6633872716426594,1.0
Eif5,0.4352413,0.18402235,0.6633872716426594,1.0
Ergic3,0.43458387,0.4694953,0.6638645140321452,1.0
1700126G02Rik,0.4339264,3.0682983,0.664341892800399,1.0
Gpn2,0.4339264,3.1713524,0.664341892800399,1.0
Tnfsf13os,0.4339264,3.272821,0.664341892800399,1.0
Endov,0.4339264,2.9665809,0.664341892800399,1.0
Oga,0.4339264,0.16256927,0.664341892800399,1.0
Adamts1,0.4339264,3.6878984,0.664341892800399,1.0
Usp20,0.4339264,3.1540291,0.664341892800399,1.0
6720489N17Rik,0.4339264,3.4564075,0.664341892800399,1.0
Hist1h1e,0.4339264,0.6242106,0.664341892800399,1.0
Extl2,0.4339264,3.2131119,0.664341892800399,1.0
Cep83os,0.43326893,0.9452821,0.664819407779983,1.0
LTO1,0.43326893,1.0657393,0.664819407779983,1.0
Kantr,0.43326893,1.0541607,0.664819407779983,1.0
Fgfr1op2,0.43326893,0.3021997,0.664819407779983,1.0
Fbxo21,0.43326893,0.9723108,0.664819407779983,1.0
Sgsm3,0.43261147,2.8446047,0.6652970588032934,1.0
Gm15489,0.43261147,3.0055573,0.6652970588032934,1.0
Gm29264,0.43261147,3.0783644,0.6652970588032934,1.0
Ccdc106,0.43261147,2.9723492,0.6652970588032934,1.0
Pogk,0.431954,1.1389958,0.6657748457025612,1.0
Plpp2,0.43129653,2.8401392,0.666252768309852,1.0
Prkrip1,0.43129653,2.5968037,0.666252768309852,1.0
Zfp664,0.43129653,2.813572,0.666252768309852,1.0
Prr18,0.43129653,2.7390676,0.666252768309852,1.0
Snap47,0.43129653,2.7336051,0.666252768309852,1.0
Gm48877,0.43129653,3.0521388,0.666252768309852,1.0
Cdkn1c,0.43129653,2.7751403,0.666252768309852,1.0
Gm15246,0.43129653,2.8327668,0.666252768309852,1.0
Gm13778,0.43129653,2.8843694,0.666252768309852,1.0
Zfp14,0.43129653,2.9789195,0.666252768309852,1.0
Epb41l4aos,0.43129653,2.810033,0.666252768309852,1.0
Gm10644,0.43129653,2.948624,0.666252768309852,1.0
Ccnq,0.43129653,2.8949502,0.666252768309852,1.0
Mettl17,0.43129653,3.2142248,0.666252768309852,1.0
Mplkip,0.43129653,0.5961996,0.666252768309852,1.0
Cep76,0.42998162,2.5926797,0.6672090199759408,1.0
Cav2,0.42998162,2.6077602,0.6672090199759408,1.0
Slc35f5,0.42998162,0.9784037,0.6672090199759408,1.0
Ethe1,0.42998162,2.5370326,0.6672090199759408,1.0
Nectin2,0.42998162,2.6536412,0.6672090199759408,1.0
Gm48293,0.42998162,2.6374953,0.6672090199759408,1.0
Atrn,0.42998162,0.2877531,0.6672090199759408,1.0
Dcp1b,0.42998162,0.72758585,0.6672090199759408,1.0
Edc3,0.42998162,0.29947627,0.6672090199759408,1.0
Mfsd10,0.42932415,0.9393335,0.6676873486980459,1.0
Trp53cor1,0.42932415,0.9850311,0.6676873486980459,1.0
Mettl8,0.42866668,0.6816164,0.6681658124547881,1.0
Tstd2,0.42866668,0.6171607,0.6681658124547881,1.0
Gm3164,0.42866668,1.5607227,0.6681658124547881,1.0
Taf7,0.42866668,1.1312327,0.6681658124547881,1.0
Fbxl19,0.4280092,1.005307,0.6686444110774101,1.0
B3glct,0.42735174,0.685586,0.6691231443969898,1.0
Tmem199,0.42669427,0.8140682,0.6696020122444413,1.0
Ube2a,0.42603683,0.57999176,0.6700810144505149,1.0
Snrpc,0.42603683,0.6157152,0.6700810144505149,1.0
Ftx,0.42603683,0.6102293,0.6700810144505149,1.0
Gsk3a,0.42603683,0.45336318,0.6700810144505149,1.0
Alg2,0.42537937,0.9218966,0.670560150845797,1.0
Elmod2,0.4247219,0.5488431,0.6710394212607109,1.0
Tnrc18,0.42406443,0.1513095,0.6715188255255164,1.0
Tcf25,0.4227495,0.18591404,0.6724780349250254,1.0
Cpsf3,0.42209205,0.34267417,0.6729578397194338,1.0
Grsf1,0.42143458,0.7719183,0.6734377776831431,1.0
Nav1,0.4207771,0.2686617,0.6739178486455993,1.0
Stk25,0.4207771,0.6539375,0.6739178486455993,1.0
Pck2,0.4207771,1.0449702,0.6739178486455993,1.0
Mri1,0.42011964,0.7732878,0.6743980524360861,1.0
Zc3h6,0.41946217,0.48995447,0.6748783888837251,1.0
Wbp1l,0.41946217,0.3647697,0.6748783888837251,1.0
Morc2a,0.41814727,0.46470657,0.6758394590661356,1.0
Dnajb14,0.4174898,0.21287285,0.6763201924583414,1.0
Shoc2,0.4174898,0.28838477,0.6763201924583414,1.0
Gm20275,0.41683233,1.0035775,0.6768010578225683,1.0
Ppm1e,0.41617486,0.16737156,0.6772820549871295,1.0
Tbc1d23,0.41485992,0.15337406,0.6782444440297062,1.0
Dcun1d2,0.41485992,0.7554183,0.6782444440297062,1.0
Kars,0.41420245,1.9779441,0.6787258355635446,1.0
Ccz1,0.41420245,0.18813092,0.6787258355635446,1.0
Nsfl1c,0.41420245,2.0352802,0.6787258355635446,1.0
Usp34,0.41420245,0.099269435,0.6787258355635446,1.0
Fat3,0.413545,0.21828663,0.6792073582093644,1.0
Stradb,0.413545,0.7327888,0.6792073582093644,1.0
Kdm1b,0.413545,0.7635495,0.6792073582093644,1.0
Atpif1,0.41288754,0.3430121,0.6796890117946759,1.0
Mpv17,0.41288754,0.9176546,0.6796890117946759,1.0
Cep70,0.41288754,0.4682513,0.6796890117946759,1.0
Iqce,0.41288754,0.9373507,0.6796890117946759,1.0
Zbtb4,0.4115726,0.63166577,0.6806527110930155,1.0
Zmat3,0.4115726,1.8596984,0.6806527110930155,1.0
Plxna4os1,0.4115726,1.7860134,0.6806527110930155,1.0
Ppp2ca,0.4115726,0.20283875,0.6806527110930155,1.0
Trim8,0.4115726,0.46145228,0.6806527110930155,1.0
Nrip1,0.41091514,0.037693646,0.6811347564602648,1.0
Iqcn,0.41025767,1.7668052,0.6816169320754482,1.0
Spindoc,0.41025767,0.80830693,0.6816169320754482,1.0
Ssbp4,0.41025767,0.8375274,0.6816169320754482,1.0
Ermp1,0.41025767,1.8189322,0.6816169320754482,1.0
Zmat2,0.41025767,0.8367856,0.6816169320754482,1.0
Sike1,0.41025767,0.82775694,0.6816169320754482,1.0
Fam53c,0.41025767,1.643574,0.6816169320754482,1.0
Cfap74,0.40960023,0.3990122,0.6820992377652775,1.0
Atp6v0e,0.40960023,0.31954548,0.6820992377652775,1.0
Mcm3,0.40894276,0.78945345,0.6825816733563053,1.0
Pigc,0.40894276,1.7462752,0.6825816733563053,1.0
1700030K09Rik,0.40894276,0.7824681,0.6825816733563053,1.0
Wdtc1,0.40894276,1.6368343,0.6825816733563053,1.0
Sulf2,0.40894276,0.5710138,0.6825816733563053,1.0
Prkacb,0.40894276,0.26496133,0.6825816733563053,1.0
Pomgnt1,0.40894276,1.5429965,0.6825816733563053,1.0
Khk,0.40894276,1.753862,0.6825816733563053,1.0
Hs6st1,0.4082853,0.43607765,0.6830642386749248,1.0
Ccdc77,0.40762782,1.6498466,0.6835469335473707,1.0
Rab11a,0.40762782,0.28452155,0.6835469335473707,1.0
Sap18,0.40762782,0.5937733,0.6835469335473707,1.0
Igip,0.40762782,1.5627292,0.6835469335473707,1.0
B430010I23Rik,0.40697035,0.82150024,0.6840297577997189,1.0
Aspa,0.40631288,1.6073524,0.6845127112578868,1.0
Mphosph9,0.40631288,0.78412646,0.6845127112578868,1.0
Hsd17b4,0.40631288,0.4040703,0.6845127112578868,1.0
Hormad2,0.40631288,1.7303284,0.6845127112578868,1.0
Wdr5,0.40631288,1.4218462,0.6845127112578868,1.0
Fermt3,0.40631288,0.17361742,0.6845127112578868,1.0
Afmid,0.40631288,1.5348595,0.6845127112578868,1.0
Cgrrf1,0.40631288,0.62025875,0.6845127112578868,1.0
Egfl7,0.40631288,1.6663461,0.6845127112578868,1.0
Tarbp2,0.40499797,1.4796263,0.6854790050945603,1.0
Terf1,0.40499797,0.36208874,0.6854790050945603,1.0
Caprin2,0.40499797,1.3820102,0.6854790050945603,1.0
Mfng,0.40499797,1.5165976,0.6854790050945603,1.0
Degs1,0.40499797,0.57113034,0.6854790050945603,1.0
4931422A03Rik,0.40368304,1.4469774,0.6864458136615679,1.0
Gm13684,0.40368304,1.4114014,0.6864458136615679,1.0
Tulp2,0.40368304,1.3256947,0.6864458136615679,1.0
Tctex1d2,0.40368304,1.4917332,0.6864458136615679,1.0
Tmem106c,0.40368304,1.4666574,0.6864458136615679,1.0
Smg8,0.40368304,1.3874663,0.6864458136615679,1.0
Mbd6,0.40302557,0.8393507,0.6869294105320618,1.0
Cluap1,0.40302557,0.8544236,0.6869294105320618,1.0
Entpd7,0.4023681,0.66356564,0.6874131355605622,1.0
Atp8a2,0.4023681,0.097661346,0.6874131355605622,1.0
Dicer1,0.4023681,0.23652126,0.6874131355605622,1.0
Wbp2,0.4023681,0.8220624,0.6874131355605622,1.0
Ankrd44,0.40171066,0.057691984,0.6878969885718822,1.0
Nepro,0.4010532,1.297033,0.688380969390678,1.0
Cln8,0.4010532,0.64304936,0.688380969390678,1.0
Ccdc142,0.4010532,1.2041368,0.688380969390678,1.0
Trappc10,0.4010532,0.417292,0.688380969390678,1.0
Ablim1,0.39973825,1.2597293,0.6893493137485378,1.0
Lpcat1,0.39973825,0.351163,0.6893493137485378,1.0
Zfp738,0.39973825,0.31891745,0.6893493137485378,1.0
Dok2,0.39973825,1.1446931,0.6893493137485378,1.0
Gm14296,0.3984233,1.2274631,0.6903181672282582,1.0
Mmadhc,0.3984233,0.7922933,0.6903181672282582,1.0
Surf2,0.3984233,1.0949086,0.6903181672282582,1.0
Cep295,0.3984233,0.4228286,0.6903181672282582,1.0
4933423P22Rik,0.3971084,0.94578964,0.691287528421455,1.0
Ipp,0.3971084,1.058615,0.691287528421455,1.0
Was,0.3971084,0.382957,0.691287528421455,1.0
Rxylt1,0.3971084,0.5842137,0.691287528421455,1.0
Yipf4,0.39579347,0.5021409,0.6922573959172502,1.0
Gon4l,0.395136,0.21808785,0.6927425190870425,1.0
Nfe2l1,0.395136,0.7476515,0.6927425190870425,1.0
Nr1h2,0.39382106,0.6969157,0.693713143385898,1.0
Larp4,0.39382106,0.25042674,0.693713143385898,1.0
Prdm15,0.39382106,0.8087529,0.693713143385898,1.0
Gm26714,0.39316362,1.4158832,0.6941986441606893,1.0
Myg1,0.39316362,1.3660166,0.6941986441606893,1.0
Gm2629,0.39316362,0.12269247,0.6941986441606893,1.0
Derl1,0.39316362,0.43572098,0.6941986441606893,1.0
Asph,0.39250615,0.12993048,0.6946842704492839,1.0
Map4k3,0.39184868,0.16789831,0.69517002207416,1.0
Osbpl1a,0.39184868,0.42270717,0.69517002207416,1.0
Nup88,0.39184868,0.49608916,0.69517002207416,1.0
Shq1,0.39184868,1.349056,0.69517002207416,1.0
Tmem209,0.39053375,0.42417794,0.6961419006218955,1.0
Sidt2,0.39053375,1.3968848,0.6961419006218955,1.0
Cog6,0.39053375,0.5531453,0.6961419006218955,1.0
Rbbp5,0.38987628,0.7699134,0.6966280271889403,1.0
Hbs1l,0.38987628,0.4329676,0.6966280271889403,1.0
Vhl,0.38987628,0.7368764,0.6966280271889403,1.0
Mthfd2l,0.38987628,0.73890406,0.6966280271889403,1.0
Ammecr1,0.38921884,0.44199422,0.6971142783806372,1.0
Usp14,0.38921884,0.3418077,0.6971142783806372,1.0
Ampd3,0.38921884,0.4377269,0.6971142783806372,1.0
Card6,0.38921884,1.3117478,0.6971142783806372,1.0
Adck2,0.38921884,1.3685465,0.6971142783806372,1.0
Gm26887,0.38921884,1.2092806,0.6971142783806372,1.0
Fhod1,0.38856137,0.6858901,0.697600654018695,1.0
Atpaf1,0.38856137,0.77616286,0.697600654018695,1.0
Zdhhc6,0.3879039,0.5876087,0.6980871539246691,1.0
Homer3,0.3879039,1.3238158,0.6980871539246691,1.0
Pkd1,0.3879039,0.5171009,0.6980871539246691,1.0
Clip1,0.3879039,0.12077971,0.6980871539246691,1.0
D130062J10Rik,0.38724643,0.64721346,0.6985737779199619,1.0
Dync2h1,0.38658896,0.26721945,0.6990605258258229,1.0
Mrpl51,0.38658896,1.2813401,0.6990605258258229,1.0
Kbtbd3,0.38658896,1.2510942,0.6990605258258229,1.0
Cant1,0.38658896,1.3209947,0.6990605258258229,1.0
Selenof,0.3859315,0.25817147,0.6995473974633493,1.0
Tmtc3,0.3859315,0.9102206,0.6995473974633493,1.0
Atf3,0.3859315,0.23053971,0.6995473974633493,1.0
Nmd3,0.38527405,0.49940094,0.7000343926534853,1.0
Itgb1,0.38527405,0.099650964,0.7000343926534853,1.0
Rpl18,0.38527405,0.09772161,0.7000343926534853,1.0
Mfsd14a,0.38527405,0.29931784,0.7000343926534853,1.0
Slc22a5,0.38527405,1.1511502,0.7000343926534853,1.0
Svbp,0.38527405,1.1982805,0.7000343926534853,1.0
Arhgef11,0.3839591,0.18707371,0.7010087529746034,1.0
Pole4,0.3839591,1.062845,0.7010087529746034,1.0
Tctn1,0.3839591,1.1337678,0.7010087529746034,1.0
Glrx2,0.3839591,1.2002907,0.7010087529746034,1.0
Pgm3,0.38264418,1.1307149,0.7019836053536912,1.0
Fam122a,0.38264418,1.1555324,0.7019836053536912,1.0
Nol8,0.38264418,1.1517719,0.7019836053536912,1.0
Cyp2r1,0.38264418,1.1145631,0.7019836053536912,1.0
mt-Nd4,0.3819867,0.06882863,0.7024712156157207,1.0
Tmem63b,0.3819867,0.6830871,0.7024712156157207,1.0
Sap30,0.3819867,0.652564,0.7024712156157207,1.0
Pigm,0.38132927,1.1699758,0.7029589483528358,1.0
Fam126b,0.38132927,0.42132187,0.7029589483528358,1.0
Rnf219,0.38132927,1.0500232,0.7029589483528358,1.0
Farsb,0.38132927,0.4030214,0.7029589483528358,1.0
Shld1,0.38132927,0.6483342,0.7029589483528358,1.0
Wdr59,0.38132927,1.1451151,0.7029589483528358,1.0
Bace1,0.3806718,25.495806,0.7034468033849196,1.0
4930590J08Rik,0.3806718,25.456003,0.7034468033849196,1.0
Gm10516,0.3806718,25.318642,0.7034468033849196,1.0
2500002B13Rik,0.3806718,25.380692,0.7034468033849196,1.0
Pbld2,0.3806718,25.087019,0.7034468033849196,1.0
BC037032,0.3806718,25.365711,0.7034468033849196,1.0
Cby1,0.3806718,25.282715,0.7034468033849196,1.0
Pcdhga7,0.3806718,25.618052,0.7034468033849196,1.0
Zbtb11os1,0.3806718,25.38946,0.7034468033849196,1.0
Gm34408,0.3806718,25.62321,0.7034468033849196,1.0
Angpt2,0.3806718,25.45527,0.7034468033849196,1.0
Ccdc85b,0.3806718,25.769663,0.7034468033849196,1.0
Gm3002,0.3806718,24.861444,0.7034468033849196,1.0
Zfp41,0.3806718,25.685658,0.7034468033849196,1.0
Gja1,0.3806718,25.27974,0.7034468033849196,1.0
Rtel1,0.3806718,25.455032,0.7034468033849196,1.0
Sec22c,0.3806718,24.960835,0.7034468033849196,1.0
Thap1,0.3806718,25.417284,0.7034468033849196,1.0
Zfp781,0.3806718,25.17733,0.7034468033849196,1.0
A930023M06Rik,0.3806718,25.159061,0.7034468033849196,1.0
Pomgnt2,0.3806718,25.43535,0.7034468033849196,1.0
Hdhd5,0.3806718,25.071505,0.7034468033849196,1.0
A930001M01Rik,0.3806718,25.507566,0.7034468033849196,1.0
Ghdc,0.3806718,25.021997,0.7034468033849196,1.0
Gss,0.3806718,25.33482,0.7034468033849196,1.0
Map7d3,0.3806718,25.055481,0.7034468033849196,1.0
Megf11,0.3806718,25.333323,0.7034468033849196,1.0
Fads6,0.3806718,25.386938,0.7034468033849196,1.0
Gm47772,0.3806718,25.284962,0.7034468033849196,1.0
Gm46378,0.3806718,25.044016,0.7034468033849196,1.0
Siglecf,0.3806718,25.414455,0.7034468033849196,1.0
Cbr3,0.3806718,25.3799,0.7034468033849196,1.0
Mrpl11,0.3806718,25.389793,0.7034468033849196,1.0
Firre,0.3806718,0.37915534,0.7034468033849196,1.0
Tmem186,0.3806718,25.283262,0.7034468033849196,1.0
Srpk3,0.3806718,25.065191,0.7034468033849196,1.0
B230369F24Rik,0.3806718,25.236418,0.7034468033849196,1.0
Eif1ad,0.3806718,25.572882,0.7034468033849196,1.0
Gm26827,0.38001433,1.1259855,0.7039347805317038,1.0
Flcn,0.37935686,0.6669495,0.7044228796127692,1.0
Ubqln2,0.3786994,0.9517921,0.7049111004475468,1.0
Cep152,0.37804192,0.31934917,0.7053994428553165,1.0
Gtf2h5,0.37804192,0.6080367,0.7053994428553165,1.0
Coil,0.37738448,1.0161446,0.7058879066552087,1.0
Lipa,0.37738448,0.32078403,0.7058879066552087,1.0
Tslp,0.376727,0.62604296,0.7063764916662036,1.0
Anks6,0.37606955,0.8442226,0.7068651977071316,1.0
Txnrd2,0.37606955,0.6627818,0.7068651977071316,1.0
1110051M20Rik,0.37606955,0.69531375,0.7068651977071316,1.0
Gls,0.37541208,0.06401694,0.7073540245966738,1.0
Mtmr12,0.37541208,0.25984624,0.7073540245966738,1.0
Tmem179b,0.3747546,0.39477286,0.7078429721533619,1.0
Pold4,0.3747546,1.0463362,0.7078429721533619,1.0
Mvb12b,0.3747546,0.24430059,0.7078429721533619,1.0
Cops4,0.37409714,0.49214002,0.7083320401955783,1.0
Etaa1,0.37343967,0.8138652,0.7088212285415566,1.0
Slc35a5,0.37343967,0.2571426,0.7088212285415566,1.0
Actr1a,0.37343967,0.48146775,0.7088212285415566,1.0
Umps,0.37343967,0.8246993,0.7088212285415566,1.0
Tmed7,0.37278223,0.33828166,0.7093105370093817,1.0
Gm26672,0.37212476,0.7788229,0.70979996541699,1.0
Spcs1,0.37212476,0.6831474,0.70979996541699,1.0
Zfp367,0.37212476,0.7698833,0.70979996541699,1.0
Chst7,0.3714673,0.55930793,0.7102895135821696,1.0
Capn15,0.37080982,0.6608407,0.7107791813225602,1.0
Cdr2,0.37080982,1.0728468,0.7107791813225602,1.0
Lactb2,0.37080982,0.3821061,0.7107791813225602,1.0
Mdp1,0.37080982,0.83110994,0.7107791813225602,1.0
Lrrc8a,0.37015235,0.5181975,0.7112689684556539,1.0
Dpy19l3,0.3694949,0.67969656,0.7117588747987947,1.0
Gm16196,0.3694949,0.7431791,0.7117588747987947,1.0
Dcps,0.3694949,1.1613168,0.7117588747987947,1.0
Nagk,0.3694949,0.48174706,0.7117588747987947,1.0
Gnl1,0.3694949,0.81611824,0.7117588747987947,1.0
Tbc1d24,0.36883745,0.61791515,0.7122489001691796,1.0
Sgpl1,0.36883745,0.13722575,0.7122489001691796,1.0
St3gal3,0.36883745,0.26118308,0.7122489001691796,1.0
Tmbim4,0.36817998,0.23872118,0.7127390443838578,1.0
Sgpp1,0.36817998,0.53774124,0.7127390443838578,1.0
Phf21a,0.36817998,0.054112885,0.7127390443838578,1.0
Pou6f1,0.36817998,0.36960799,0.7127390443838578,1.0
Supt4a,0.36817998,0.9844649,0.7127390443838578,1.0
Klhdc2,0.3675225,0.5280026,0.7132293072597315,1.0
Nr4a1,0.3675225,0.3104512,0.7132293072597315,1.0
Pmpca,0.36686504,0.8761554,0.7137196886135562,1.0
Strn,0.36686504,0.25141177,0.7137196886135562,1.0
Pxmp4,0.36686504,1.0107082,0.7137196886135562,1.0
Dnajc19,0.36686504,0.5150038,0.7137196886135562,1.0
Exoc5,0.36686504,0.13574229,0.7137196886135562,1.0
Usp46,0.36620757,0.5590257,0.7142101882619405,1.0
Plcl1,0.3655501,0.15914148,0.714700806021346,1.0
Arhgef10l,0.3655501,0.64570856,0.714700806021346,1.0
Bcl2a1b,0.3642352,0.1749614,0.7156823951383391,1.0
Jmjd6,0.3642352,0.97214836,0.7156823951383391,1.0
Mesd,0.3642352,0.9749297,0.7156823951383391,1.0
Ilk,0.3642352,1.0197694,0.7156823951383391,1.0
Tardbp,0.3642352,0.17210418,0.7156823951383391,1.0
Tmem19,0.3642352,0.51023453,0.7156823951383391,1.0
Polb,0.3642352,0.18816452,0.7156823951383391,1.0
Tmem63a,0.3642352,0.42709178,0.7156823951383391,1.0
Slc2a3,0.3642352,0.251358,0.7156823951383391,1.0
Dusp11,0.3642352,0.3132403,0.7156823951383391,1.0
Osbpl3,0.36292025,0.4346836,0.7166644544933092,1.0
Zbtb41,0.3622628,0.5172892,0.7171556600496398,1.0
Sall1,0.36160532,0.17356034,0.717646982612699,1.0
Cirbp,0.36160532,0.9020536,0.717646982612699,1.0
Gnl3,0.36094788,0.29563412,0.7181384219979288,1.0
4931406P16Rik,0.3602904,0.41868946,0.7186299780206264,1.0
Gramd1a,0.3602904,0.3379983,0.7186299780206264,1.0
Dram2,0.3602904,0.055693127,0.7186299780206264,1.0
Zfp286,0.3602904,2.5162296,0.7186299780206264,1.0
Mlycd,0.3602904,2.4033496,0.7186299780206264,1.0
A130077B15Rik,0.3602904,2.4176352,0.7186299780206264,1.0
Rnf10,0.3602904,0.5473918,0.7186299780206264,1.0
2310015A10Rik,0.3602904,0.9308886,0.7186299780206264,1.0
Cep120,0.3602904,0.21141145,0.7186299780206264,1.0
Gpbp1l1,0.3602904,0.22434397,0.7186299780206264,1.0
Atp6v1c1,0.35963294,0.26691723,0.7191216504959446,1.0
Gtf2b,0.35963294,0.5832564,0.7191216504959446,1.0
Mrrf,0.35897547,2.3826356,0.7196134392388911,1.0
Lrrc75aos2,0.35897547,1.9604888,0.7196134392388911,1.0
Pbx2,0.35897547,0.76912326,0.7196134392388911,1.0
Peli3,0.35897547,2.1688972,0.7196134392388911,1.0
D430040D24Rik,0.35897547,2.130021,0.7196134392388911,1.0
Ttc19,0.35897547,0.5872343,0.7196134392388911,1.0
Neat1,0.358318,0.10690021,0.7201053440643299,1.0
Gm42477,0.35766053,2.2210662,0.720597364786981,1.0
Gm11973,0.35766053,1.8774301,0.720597364786981,1.0
Ubald1,0.35766053,2.053462,0.720597364786981,1.0
Tnfrsf13b,0.35766053,0.84118754,0.720597364786981,1.0
4930509H03Rik,0.35766053,2.217255,0.720597364786981,1.0
Otulin,0.35766053,0.24460672,0.720597364786981,1.0
Zfp37,0.35766053,2.0621169,0.720597364786981,1.0
Gm29291,0.35766053,1.9850187,0.720597364786981,1.0
2310039H08Rik,0.35766053,2.090599,0.720597364786981,1.0
Chmp7,0.35766053,2.2218807,0.720597364786981,1.0
Lrrc75a,0.35766053,2.0031245,0.720597364786981,1.0
Bnip3l,0.3570031,0.6055829,0.7210895012214198,1.0
Alkbh4,0.35634562,1.9000477,0.7215817531820787,1.0
Khdrbs3,0.35634562,0.8715667,0.7215817531820787,1.0
Pdcl,0.35634562,1.7500865,0.7215817531820787,1.0
Nsun2,0.35634562,0.52392954,0.7215817531820787,1.0
Slc25a23,0.35634562,1.9550226,0.7215817531820787,1.0
Gm9993,0.35634562,1.9359277,0.7215817531820787,1.0
Lrrc45,0.35634562,1.9141594,0.7215817531820787,1.0
Rapgef5,0.35568815,0.11991543,0.7220741204832468,1.0
Pkdcc,0.3550307,1.8705285,0.7225666029390693,1.0
Nif3l1,0.3550307,1.6726688,0.7225666029390693,1.0
Eva1a,0.3550307,1.7974339,0.7225666029390693,1.0
Mmp9,0.3550307,1.8196906,0.7225666029390693,1.0
Gatc,0.3550307,1.7218574,0.7225666029390693,1.0
Snn,0.3550307,1.655852,0.7225666029390693,1.0
Rxra,0.3550307,1.8818616,0.7225666029390693,1.0
Pigb,0.3550307,1.107363,0.7225666029390693,1.0
Zfp449,0.3550307,1.6954033,0.7225666029390693,1.0
Smim26,0.3550307,1.862884,0.7225666029390693,1.0
Mical3,0.3550307,1.4623779,0.7225666029390693,1.0
Ak3,0.3550307,1.9492033,0.7225666029390693,1.0
Gdpd5,0.3550307,1.6535639,0.7225666029390693,1.0
Ascc2,0.35437322,0.3062639,0.7230592003635488,1.0
Zranb2,0.35437322,0.19460468,0.7230592003635488,1.0
Kmt5a,0.35371575,1.6885816,0.7235519125705447,1.0
Bag1,0.35371575,0.6833272,0.7235519125705447,1.0
Tti2,0.35371575,1.7161173,0.7235519125705447,1.0
Tatdn3,0.35371575,0.7430917,0.7235519125705447,1.0
Sfmbt1,0.35371575,0.11563798,0.7235519125705447,1.0
Adi1,0.35371575,1.9299158,0.7235519125705447,1.0
