"ProteinROI","ROI_number","Slide_number","Slide Name","Scan Name","Segment","Area","Tags","Nuclei","ROI Coordinate X","ROI Coordinate Y","Scan Date","Scan Width","Scan Height","Scan Offset X","Scan Offset Y","(v1.0) Mouse NGS Whole Transcriptome Atlas RNA","condition","region","ROI (Label)","segment","ROI_name","Slide_name","side_of_slide","infected_region","antigen","NegGeoMean_Mm_R_NGS_WTA_v1.0","NegGeoSD_Mm_R_NGS_WTA_v1.0","LOQ","GenesDetected","GeneDetectionRate","DetectionThreshold","q_norm_qFactors","neg_norm_negFactors","UMAP1","UMAP2","corrected_infection","infection_region","region_annotation"
"Slide5_Protein_NoMorph_ReCollect_013","013","5","5_WTA","5_WTA_final","Full ROI",59274.89,NA,292,29498.8125,21014.783203125,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","tract","013","positive","HSV_013","5_WTA_HSV","top","Infected","HSV1 positive","1.40650166343079","1.61324616921383","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_014","014","5","5_WTA","5_WTA_final","Full ROI",59274.89,NA,291,28974.8984375,20505.890625,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","tract","014","positive","HSV_014","5_WTA_HSV","top","Infected","HSV1 positive","1.31312968506705","1.59775184411267","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_015","015","5","5_WTA","5_WTA_final","Full ROI",59274.89,NA,248,28824.671875,19831.75,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","tract","015","peripheral negative","HSV_015","5_WTA_HSV","top","Infected","HSV1 negative","1.33081669668878","1.53487102419758","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_016","016","5","5_WTA","5_WTA_final","Full ROI",59274.89,NA,235,29220.546875,19209.310546875,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","nuclei","016","peripheral negative","HSV_016","5_WTA_HSV","top","Infected","HSV1 negative","1.30141184213999","1.55931226842209","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_017","017","5","5_WTA","5_WTA_final","Full ROI",59274.89,NA,251,29749.40625,19738.60546875,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","nuclei","017","positive","HSV_017","5_WTA_HSV","top","Infected","HSV1 positive","1.29710286727504","1.53575786442476","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_018","018","5","5_WTA","5_WTA_final","Full ROI",59274.89,NA,300,29947.93359375,20447.0078125,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","nuclei","018","positive","HSV_018","5_WTA_HSV","top","Infected","HSV1 positive","1.26274392074577","1.54201427435824","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_019","019","5","5_WTA","5_WTA_final","Full ROI",77751.37,NA,240,39229.9296875,17724.244140625,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","tract","019","negative","HSV_019","5_WTA_HSV","bottom","Uninfected","HSV1 negative","1.52730437748836","1.70457085283635","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_020","020","5","5_WTA","5_WTA_final","Full ROI",77751.37,NA,250,39780.16015625,18319.70703125,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","tract","020","negative","HSV_020","5_WTA_HSV","bottom","Uninfected","HSV1 negative","1.64489254324448","1.76193748327327","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_021","021","5","5_WTA","5_WTA_final","Full ROI",70442.16,NA,249,40219.7109375,19004.5625,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","tract","021","negative","HSV_021","5_WTA_HSV","bottom","Uninfected","HSV1 negative","1.62342558179559","1.75614857537941","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_022","022","5","5_WTA","5_WTA_final","Full ROI",59274.89,NA,272,38697.98828125,18324.71484375,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","nuclei","022","negative","HSV_022","5_WTA_HSV","bottom","Uninfected","HSV1 negative","1.42432764535759","1.68250456364801","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_023","023","5","5_WTA","5_WTA_final","Full ROI",59274.89,NA,253,39179.328125,18881.951171875,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","nuclei","023","negative","HSV_023","5_WTA_HSV","bottom","Uninfected","HSV1 negative","12.1468196253696","1.32249526817298","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
"Slide5_Protein_NoMorph_ReCollect_024","024","5","5_WTA","5_WTA_final","Full ROI",70442.16,NA,270,39574.19921875,19507.630859375,"2023-11-29T17:02:14",26284.86,46426.96,3241,1362,"MWLR30722","HSV","nuclei","024","negative","HSV_024","5_WTA_HSV","bottom","Uninfected","HSV1 negative","1.60047652863199","1.79320501304352","c(2.61089228662899",2.39785382715719,2.80283582749715,3.30318375014182,3.03827263670664,4.18313752268618,4.02374141733576,4.14162072337623,4.04918928295859,3.57829282422208,"4.26317596500625, 41.1153156357205, 3.66050947347625, 3.35217184585475, 3.13517664881875, 3.16432400586531, 3.05928484477052, 3.00256262489088, 4.43767724450266, 5.10644338691671, 5.0067383587882, 4.03201747349327, 21.2447114169284, 5.14646706803589, 5.1151730703018, 6.19929916121876, 5.23645656424245, 5.19903263385549,"
