"sample_label","cluster_simple","GROUP_","value","position","name","sample","value_plot"
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",11132.3984950251,-182.028112449799,"Homeostatic Microglia","Homeostatic Microglia",1.11323984950251
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",11653.2583825408,-172.18875502008,"Homeostatic Microglia","Homeostatic Microglia",1.16532583825408
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",12203.5693984974,-162.349397590361,"Homeostatic Microglia","Homeostatic Microglia",1.22035693984974
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",12782.5742992884,-152.510040160643,"Homeostatic Microglia","Homeostatic Microglia",1.27825742992884
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",13389.3277843392,-142.670682730924,"Homeostatic Microglia","Homeostatic Microglia",1.33893277843392
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",14022.8845530755,-132.831325301205,"Homeostatic Microglia","Homeostatic Microglia",1.40228845530755
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",14682.2820172812,-122.991967871486,"Homeostatic Microglia","Homeostatic Microglia",1.46822820172812
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",15363.0762207585,-113.152610441767,"Homeostatic Microglia","Homeostatic Microglia",1.53630762207585
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",16053.1441060535,-103.313253012048,"Homeostatic Microglia","Homeostatic Microglia",1.60531441060535
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",16739.3371300988,-93.4738955823293,"Homeostatic Microglia","Homeostatic Microglia",1.67393371300988
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",17408.5067498271,-83.6345381526105,"Homeostatic Microglia","Homeostatic Microglia",1.74085067498271
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",18047.5043550644,-73.7951807228917,"Homeostatic Microglia","Homeostatic Microglia",1.80475043550644
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",18643.129914786,-63.9558232931727,"Homeostatic Microglia","Homeostatic Microglia",1.8643129914786
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",19182.0402804156,-54.1164658634539,"Homeostatic Microglia","Homeostatic Microglia",1.91820402804156
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",19650.8676021936,-44.2771084337351,"Homeostatic Microglia","Homeostatic Microglia",1.96508676021936
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",20036.2440303601,-34.437751004016,"Homeostatic Microglia","Homeostatic Microglia",2.00362440303601
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",20324.8018758236,-24.5983935742972,"Homeostatic Microglia","Homeostatic Microglia",2.03248018758236
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",20505.8369043863,-14.7590361445784,"Homeostatic Microglia","Homeostatic Microglia",2.05058369043863
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",20578.0729646988,-4.9196787148594,"Homeostatic Microglia","Homeostatic Microglia",2.05780729646988
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",20542.3190355772,4.9196787148594,"Homeostatic Microglia","Homeostatic Microglia",2.05423190355772
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",20399.3840958377,14.7590361445782,"Homeostatic Microglia","Homeostatic Microglia",2.03993840958377
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",20150.0771242967,24.5983935742972,"Homeostatic Microglia","Homeostatic Microglia",2.01500771242967
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",19797.3394308491,34.437751004016,"Homeostatic Microglia","Homeostatic Microglia",1.97973394308491
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",19353.753830942,44.2771084337348,"Homeostatic Microglia","Homeostatic Microglia",1.9353753830942
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",18834.6268873171,54.1164658634539,"Homeostatic Microglia","Homeostatic Microglia",1.88346268873171
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",18255.265327021,63.9558232931727,"Homeostatic Microglia","Homeostatic Microglia",1.8255265327021
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",17630.9758771003,73.7951807228915,"Homeostatic Microglia","Homeostatic Microglia",1.76309758771003
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",16976.5468575078,83.6345381526105,"Homeostatic Microglia","Homeostatic Microglia",1.69765468575078
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",16303.7629606951,93.4738955823293,"Homeostatic Microglia","Homeostatic Microglia",1.63037629606951
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",15623.3297027329,103.313253012048,"Homeostatic Microglia","Homeostatic Microglia",1.56233297027329
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",14945.951191314,113.152610441767,"Homeostatic Microglia","Homeostatic Microglia",1.4945951191314
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",14282.3315341308,122.991967871486,"Homeostatic Microglia","Homeostatic Microglia",1.42823315341308
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",13642.3894589711,132.831325301205,"Homeostatic Microglia","Homeostatic Microglia",1.36423894589711
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",13030.1625659509,142.670682730924,"Homeostatic Microglia","Homeostatic Microglia",1.30301625659509
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",12447.0222096347,152.510040160643,"Homeostatic Microglia","Homeostatic Microglia",1.24470222096347
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",11894.326504648,162.349397590361,"Homeostatic Microglia","Homeostatic Microglia",1.1894326504648
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",11373.4335656167,172.18875502008,"Homeostatic Microglia","Homeostatic Microglia",1.13734335656167
"Homeostatic_Microglia","Homeostatic.Microglia","Homeostatic_Microglia,Homeostatic.Microglia",10885.4140289884,182.028112449799,"Homeostatic Microglia","Homeostatic Microglia",1.08854140289884
