gene,logFC,padj,scores
Lpp,1.3037113,0.007437820011780404,4.0736485
Lars2,1.1498765,0.007687919372872549,4.061814
Gsap,1.4127396,0.008220091644054715,4.04209
Hk3,2.4870636,0.008358024587958283,4.036173
Eif2ak2,1.9698395,0.010014556118152551,3.9888356
Gvin1,2.57384,0.010383264879615616,3.9730563
Klrk1,29.285612,0.01061690518980326,3.9658244
Trim30d,1.8341875,0.011006335134767701,3.9553049
H2-Aa,1.591689,0.011223211699244765,3.9487302
Acer3,1.1980536,0.011730354505750216,3.9362383
H2-T23,1.6911248,0.012331462569679619,3.9204593
Dennd1b,1.1533147,0.013880478401469854,3.887586
Pfkp,3.9357285,0.013880478401469854,3.886271
Ifih1,1.9255358,0.015060007308272555,3.8645747
Atp8a1,0.91613466,0.015943889014413758,3.8487957
Apobec3,1.4044665,0.016808973924948584,3.8303866
Slamf7,4.103982,0.01692485333894555,3.8264418
Naaa,3.151018,0.01924377595638121,3.7915962
Cmss1,0.772101,0.019723574491179053,3.7837067
Arhgap15,0.7449685,0.02080983438920434,3.768585
Akt3,1.6509646,0.02208758654946196,3.750176
B4galt5,3.1956513,0.023563466588380398,3.730452
Skap2,0.8156388,0.028693306595065946,3.6725953
Cxcl10,5.0148478,0.0292054439363431,3.665363
Lrch3,1.1949009,0.0292054439363431,3.6640482
Samd9l,1.9704622,0.030894046358066328,3.6462967
Htt,1.4746195,0.032718368889764024,3.62986
Irf7,4.1572285,0.03438119607743296,3.6121085
Cxcl9,4.98573,0.03644694870872562,3.5936995
Lnpep,1.040955,0.037105949461357444,3.58581
Actr3,1.060922,0.03810639978819296,3.5772629
Tmem131,1.145849,0.03816215917848699,3.5752904
Arfgef1,1.1589878,0.03879936014757684,3.5693734
Psme2,2.5791383,0.04126456844034877,3.5516217
Clic4,1.576493,0.0455982982663088,3.5187485
Pml,2.0630732,0.05208779448822086,3.4773283
Iqgap1,1.2673032,0.052390400457016435,3.472726
Trafd1,1.3562291,0.053648539087808055,3.4648366
Zup1,1.0501245,0.05625159287740763,3.4503722
Ifit2,3.7427936,0.061494231719634966,3.4234164
Fyn,2.7401814,0.06160165838288651,3.421444
Rsad2,4.3655844,0.06272395239384143,3.4148693
Slfn2,2.0577908,0.06272395239384143,3.4135542
Birc3,1.596901,0.06609644463393384,3.3977752
H2-Eb1,1.4356351,0.06669536243041721,3.3938303
Parp12,1.7663138,0.07300113257813752,3.3675318
Actg1,1.4697088,0.07313397343556696,3.3655593
Vps54,1.1231703,0.07596273586804018,3.3491228
Mpeg1,1.0270725,0.07596273586804018,3.347808
Rab43,1.3070303,0.07596273586804018,3.347808
Setd2,1.17691,0.07695769906254599,3.3399184
Parp8,0.92080563,0.07986753366481038,3.326769
Zcchc7,0.8486466,0.08053165902711602,3.3201945
Oas2,1.6204324,0.08053165902711602,3.319537
Slfn8,1.5606083,0.08053165902711602,3.3188794
Ifi207,0.8993524,0.08279900470869071,3.3090174
Jak2,1.6467993,0.08279900470869071,3.30836
Il10ra,1.0414846,0.08797983517505206,3.289951
Peli1,0.9248971,0.09002347135040467,3.2807465
Mycbp2,0.5128672,0.096269576644129,3.2590501
Epsti1,0.9566736,0.10530971773876313,3.2307792
Baz1a,1.2324014,0.10996510795626108,3.2143426
Fmnl2,1.0761776,0.11046046623038017,3.2117128
Tmem106a,1.7649493,0.11692641292930847,3.1913314
Oasl1,4.9735017,0.1339148735712676,3.1439939
Rngtt,1.4508373,0.13634616588985748,3.1374192
Gm4070,2.4503715,0.14323270138715266,3.1216402
Ly6a,4.012047,0.15519111944154576,3.0953417
Spag9,1.0343975,0.15588916583652598,3.0927117
Vcpip1,1.8444743,0.16081570092791325,3.0808773
Zbp1,3.7424824,0.1608310676689778,3.0795624
Etnk1,1.0856334,0.1644342671016094,3.071673
Dtx3l,1.9161416,0.16517978618728868,3.069043
Hipk2,1.1797322,0.16556610815867165,3.0670707
Ptpn1,1.0717982,0.16742094365428115,3.0624683
Ifi206,3.40116,0.16744845718871051,3.0611534
Vim,2.628923,0.1727306871933255,3.049319
Ifi27l2a,2.3465264,0.18012184763577863,3.0341973
Lrch1,0.7902123,0.19748075583652633,3.0013242
Ddx60,1.05749,0.20101791614967623,2.9940922
Ciita,2.7430189,0.20886847906478512,2.974368
Lyn,0.4901686,0.21209398616671096,2.968451
Tpm3,0.94173914,0.21307708994935484,2.9658213
Rab10,1.1254063,0.22174602668661395,2.9493845
Psap,0.6794872,0.22174602668661395,2.9487271
Psmb8,1.7870682,0.2242047775135522,2.944125
Gna13,1.1120304,0.2311510408380693,2.9322906
Aff1,1.0854512,0.24285993622548027,2.9145389
Gm12185,1.5042359,0.25022358909046366,2.9040196
Slc30a7,1.5147928,0.2689016594276246,2.879036
Sp140,1.5952644,0.27296785052329947,2.8731186
Psmb9,2.6114583,0.2832820086550433,2.856682
Ankib1,1.1680417,0.2832820086550433,2.856682
Igtp,1.9274561,0.28709365376626583,2.8501074
Isg15,4.807938,0.2890201232715183,2.84682
Fcgr4,3.4673965,0.29266948544605337,2.839588
A330040F15Rik,3.4938154,0.29266948544605337,2.8363006
Eml4,0.9275651,0.29266948544605337,2.8356433
Alcam,2.348382,0.29266948544605337,2.8336709
Actr2,0.8749869,0.2940477317434562,2.831041
Setdb2,2.4795523,0.30032504296905493,2.8231514
Ifi44,28.792734,0.3005047350873933,2.8218365
Trps1,0.70969385,0.3031615576681673,2.8178916
Sppl2a,0.9469715,0.3058411881866097,2.813947
Sdc3,2.6743612,0.3089363385358938,2.8073723
Tax1bp1,1.0977988,0.3104014134972662,2.8047423
Snd1,0.923284,0.34558237448153367,2.763322
Sbno2,1.2692882,0.347212076460372,2.7606924
Ccr5,1.3082578,0.3554618343723605,2.7508304
Dhx58,28.3926,0.3600143430878249,2.7455707
Trim14,1.2532042,0.36342045957416635,2.740311
Larp1,0.9061971,0.36759876734336444,2.7343938
Usp18,2.438336,0.3686024005296758,2.7324214
Riok3,1.3032213,0.3688748072752812,2.7311065
Themis2,1.611887,0.36915071933879584,2.7297914
Gbp6,3.870053,0.374157002089121,2.7232168
Fam49b,0.5882542,0.37622952938800464,2.7199295
Ifi47,3.192251,0.37622952938800464,2.7192721
Snx10,1.0218649,0.4049643476083382,2.6916585
Btaf1,0.8649332,0.41447489954552835,2.6817966
Plac8,4.2701473,0.4205415780880422,2.6758795
Htr7,28.855986,0.42752373923775694,2.6693048
Cept1,0.7089912,0.4315691641843733,2.664045
Psme1,2.2458181,0.4372288079470267,2.6561556
Sh3pxd2b,1.5289298,0.4372288079470267,2.655498
Ilrun,1.6759791,0.44224687071232915,2.6502383
H2-DMb1,2.149515,0.4426214228667144,2.6482658
Klra2,1.6329013,0.4490653919733306,2.6423488
Clec2d,1.2463307,0.4494500791516614,2.641034
Cbl,0.7570047,0.4507118464974289,2.6390615
Il27,2.105661,0.452856441842903,2.6364315
Lgals3,5.010535,0.4536542142933029,2.6344593
Tgtp2,3.4928806,0.4536542142933029,2.6338017
Tmsb10,3.5187433,0.47502846041807717,2.6140778
Gpr141,3.3831995,0.49253100307664255,2.5982985
Ifi30,1.4030563,0.49253100307664255,2.5956688
Gnptab,3.23467,0.49345270216575693,2.593039
Resf1,1.0792482,0.4939191911929157,2.591724
Vrk2,0.8346789,0.4991354522059958,2.5858068
Aoah,0.6900226,0.5053622762051108,2.5798895
Npc2,0.77595866,0.5077812179413057,2.5772598
AB124611,2.0417624,0.5239767688881436,2.5641105
Tank,1.1381354,0.5325901783519806,2.5542486
Tor3a,2.0416353,0.5325901783519806,2.553591
Rasa4,1.3600773,0.5325901783519806,2.553591
Gm26917,0.8835577,0.5325901783519806,2.5529337
Ly86,0.51337117,0.5407554032691823,2.5457015
Rapgef2,0.7786272,0.5480996079348937,2.5371544
Psme4,0.81530154,0.5493600468559053,2.535182
Ptprj,0.52169913,0.5493600468559053,2.5338671
Calhm6,3.2770984,0.5493600468559053,2.5332098
Dpy19l1,1.4384607,0.5493600468559053,2.5325522
Ccnd2,2.6655796,0.5748525943683982,2.5128284
Atp8b4,2.392447,0.5754640877580701,2.5115135
Ppt1,0.9602219,0.5793052925227503,2.5082262
Kpna4,0.76605415,0.5929991406437913,2.4990215
Gbp3,2.9040844,0.5971195304880085,2.4950767
Fam241a,2.4803793,0.5971195304880085,2.4944193
Pde4b,1.5151713,0.6113705623863303,2.482585
9930111J21Rik2,0.86734116,0.6142985446168541,2.4799552
Ppm1h,0.62525785,0.6363630687582889,2.4654908
Csf2rb,1.9198178,0.6396262308104621,2.4615462
Kif5b,0.91438067,0.6396262308104621,2.4615462
Dnm1l,1.2494352,0.6627303842645011,2.444452
AW112010,28.330297,0.6666289766349913,2.4405072
Azi2,1.549336,0.6717781222287937,2.435905
Daxx,3.0850077,0.6762084592965384,2.4326177
Cpq,0.9228333,0.6772792141958786,2.4293303
Hivep1,1.8579279,0.6812949611294609,2.426043
Rack1,0.9982101,0.6824220712000323,2.4220982
Creb5,1.2907344,0.6824220712000323,2.4220982
Adar,1.8147867,0.6964791440059773,2.4128938
Usp25,0.7468164,0.6985490843218253,2.4109213
Irf2,0.6831352,0.7001863900748087,2.4082916
Dync1h1,0.9382023,0.7001863900748087,2.4082916
Etf1,1.2120264,0.707743855648449,2.4030318
Plbd1,2.4802454,0.707743855648449,2.401717
Aig1,1.2673467,0.7085842515040993,2.4004018
Lilrb4a,0.7280911,0.7226928724585627,2.3911974
Lgals9,1.3240166,0.7226928724585627,2.39054
Jarid2,0.7570027,0.7534476236295812,2.370816
Antxr2,1.7995188,0.7685166952732086,2.3589816
Gk,3.8668213,0.7685166952732086,2.3576667
Fgd2,0.7356457,0.7685166952732086,2.3563519
Xaf1,3.0415528,0.7685166952732086,2.3556943
Ust,1.380905,0.7804207168675803,2.3491197
Abtb2,3.7857783,0.7860799383739941,2.3445175
Socs3,2.7259142,0.7860799383739941,2.34386
Srgn,0.93893,0.7963984293326235,2.3372853
Diaph1,1.1855757,0.8096737350720138,2.3300533
Tns3,0.6719453,0.8096737350720138,2.3293958
Hnrnpa1,2.040688,0.8121027614190742,2.3274233
Tspo,2.391997,0.8155575042426256,2.3247936
Ncoa6,1.170682,0.8272619872876417,2.316904
Irf5,1.1258057,0.8272619872876417,2.3162465
Gphn,0.6134295,0.8500725980210398,2.3030972
Cndp2,1.5238413,0.8500725980210398,2.3017824
Atp1b3,0.95615804,0.8526278533851968,2.29981
Spon1,28.625538,0.8700412503382937,2.2879755
Map3k8,1.636727,0.8764112730841944,2.2827158
Lgals3bp,1.7653096,0.8858906650020967,2.2761412
Pkm,1.860809,0.9005195151019326,2.2649643
Hivep2,0.9050974,0.9137681226584392,2.2577322
Prkx,2.4137645,0.9208712979312292,2.25313
Ccr2,1.6418695,0.9217137240858403,2.251815
Morrbid,3.457117,0.9217137240858403,2.2511575
Arih1,0.56986165,0.9473257124465345,2.2380083
Hif1a,1.2313273,0.9628058420987131,2.2301188
Tap2,1.8024141,0.966982739766396,2.2261739
Rps2,0.8763119,0.966982739766396,2.2261739
Chuk,1.5493522,0.9860631105397455,2.2169695
Zfp407,0.7605588,0.9860631105397455,2.2169695
Lilr4b,1.4522215,0.9870043194180314,2.2156544
Helz2,28.225035,0.9933214255634003,2.2117097
Cyld,0.8838473,1.0,2.1992178
Smchd1,0.73999304,1.0,2.1972454
Phlpp1,1.363918,1.0,2.1913283
Cd40,2.7943993,1.0,2.1834388
Gbp9,2.2561815,1.0,2.1788366
Gnai2,0.7951546,1.0,2.1762066
Hnrnpa3,0.71803474,1.0,2.1742342
Disc1,1.0142081,1.0,2.1742342
Mindy3,1.1652206,1.0,2.1676595
Cxcl16,1.7312257,1.0,2.1676595
Mdfic,0.8302818,1.0,2.1676595
Casp4,0.93876374,1.0,2.1591125
Ifit3,4.3296456,1.0,2.1584551
Psen2,2.5380483,1.0,2.153853
Faf1,0.83405787,1.0,2.1505654
Rtp4,1.9584804,1.0,2.147278
Prr5l,2.5411863,1.0,2.1459632
Hnrnpc,0.7381982,1.0,2.1446483
Il4ra,0.885514,1.0,2.1407034
Chmp4b,1.1150663,1.0,2.1400461
Sp110,1.2219206,1.0,2.1321566
Pla2g4a,0.9009114,1.0,2.1308415
Csk,1.6272686,1.0,2.1275542
Psmc6,1.4211831,1.0,2.1262393
Bcl2l1,1.2060721,1.0,2.1196647
Pld4,0.68174833,1.0,2.1176922
Pfkfb3,1.5007704,1.0,2.1157198
Dapp1,0.74559695,1.0,2.1150625
Zfand3,0.5531042,1.0,2.11309
Cd300lf,2.7826874,1.0,2.1117752
Prpf38b,0.97665405,1.0,2.1025705
Pabpc1,0.796645,1.0,2.1025705
Rbl1,1.9653783,1.0,2.0999408
Mbnl2,0.5833551,1.0,2.0992832
Xrn2,0.7271499,1.0,2.0927086
Pcgf5,1.4787298,1.0,2.0927086
Gng12,0.99627036,1.0,2.0900788
Skil,0.87745994,1.0,2.077587
Serbp1,1.1317234,1.0,2.077587
Stk39,4.0889134,1.0,2.0749571
Stat3,0.6909172,1.0,2.0729847
Tnfaip3,1.3485253,1.0,2.0710123
G3bp1,1.4631612,1.0,2.070355
Tle3,1.3719844,1.0,2.0696974
Thoc2,0.65470606,1.0,2.0696974
Ttc7,1.1962583,1.0,2.0657525
Fnbp4,0.8266628,1.0,2.0650952
Usp32,0.79630363,1.0,2.0637803
Malt1,1.2949644,1.0,2.0618079
Mllt3,1.8236979,1.0,2.060493
Slamf8,27.964226,1.0,2.0591779
Trim30b,28.055529,1.0,2.0591779
Slfn4,29.15284,1.0,2.0591779
Slc8a1,0.38859546,1.0,2.051946
Phf11d,3.6573753,1.0,2.0486586
Ywhae,0.9337119,1.0,2.0460286
Gm2a,2.2609222,1.0,2.042084
Coro1a,1.3013034,1.0,2.039454
Ppp1r15b,2.7327054,1.0,2.0387967
Cmip,0.63982105,1.0,2.0374815
Gak,1.123567,1.0,2.0302496
Gpd2,2.3242328,1.0,2.0289347
Dennd1a,0.27077094,1.0,2.0269623
H2-Q7,4.8573217,1.0,2.0256474
Il1b,5.2709947,1.0,2.0256474
Slfn1,3.2671654,1.0,2.0249898
Nod1,2.6610293,1.0,2.0249898
Nsd3,0.5660781,1.0,2.0243323
Shtn1,1.9343015,1.0,2.0184152
Gramd3,1.7123922,1.0,2.0105257
Ddx58,1.1810507,1.0,2.0098681
Gm21188,2.4139853,1.0,2.0046084
Dck,3.050405,1.0,1.9980338
Serf2,1.2776035,1.0,1.9908017
Rnf149,1.0261743,1.0,1.9908017
Rock1,0.5450342,1.0,1.9908017
Mxd1,2.4835875,1.0,1.9901443
Nptn,0.7005319,1.0,1.9855419
Gspt1,1.2818578,1.0,1.9855419
Fam120a,0.8303735,1.0,1.9842271
Lgals8,1.008648,1.0,1.9835696
Snx20,1.3339826,1.0,1.9815972
Ugcg,1.004578,1.0,1.9776524
H2afy,0.97477835,1.0,1.9763374
Myl6,1.1980366,1.0,1.9737077
Irgm2,2.152426,1.0,1.9677905
Pik3c2a,0.7525712,1.0,1.9664755
March5,1.1590352,1.0,1.9645032
Lap3,3.393522,1.0,1.9631882
Tbc1d1,1.7777156,1.0,1.9612159
Lrrc8c,1.89242,1.0,1.9592434
Pik3cb,0.95591795,1.0,1.9566135
Msn,0.57900816,1.0,1.9559561
Mtmr6,1.0374455,1.0,1.9506963
Ccnl1,0.5677423,1.0,1.9460942
Sdcbp,0.72007245,1.0,1.9421494
Cux1,0.6840837,1.0,1.9408344
Camk2d,0.48483583,1.0,1.9382045
Acsl4,0.83449113,1.0,1.9349172
Akap9,0.7593885,1.0,1.9211105
Flna,1.9481881,1.0,1.9171658
mt-Nd1,0.24553941,1.0,1.911906
Cfb,28.053015,1.0,1.9066463
Nlrp1b,0.7675879,1.0,1.9066463
Lrrfip2,1.1384683,1.0,1.9007291
Aebp2,1.7366754,1.0,1.8961269
Ubr4,1.0193164,1.0,1.8895522
Nfatc2,0.7792001,1.0,1.8856074
Itgb2,1.1005535,1.0,1.8856074
Rlf,0.80311865,1.0,1.883635
Sik3,0.85584027,1.0,1.8829776
Taf15,0.6587926,1.0,1.8777179
Hpcal1,1.2685589,1.0,1.8777179
Vmp1,0.6656063,1.0,1.8731155
Txn1,2.1888878,1.0,1.8724581
Elf2,0.6921663,1.0,1.8685133
Gm14636,2.0471408,1.0,1.8619387
Zfp106,0.8611083,1.0,1.8612813
Nup153,0.7456474,1.0,1.8612813
Supt16,1.2644545,1.0,1.8599663
Zfp800,0.9516759,1.0,1.8573364
Itgal,2.6953413,1.0,1.8514193
Wdfy1,1.7337562,1.0,1.8494469
Apaf1,0.7693656,1.0,1.8487895
Cyba,0.594515,1.0,1.8474745
Rpl41,0.6884195,1.0,1.8448446
Ube2d2a,0.70917577,1.0,1.8408998
Atp1a1,1.0518085,1.0,1.839585
Il2rg,3.558161,1.0,1.8389275
Rbms1,0.59296614,1.0,1.8389275
Eif1a,1.9482211,1.0,1.83827
Fcgr2b,0.60464925,1.0,1.8330103
H2-Q4,1.5764554,1.0,1.8323528
Fcgr1,0.6754412,1.0,1.8310379
Csde1,0.76861256,1.0,1.8277506
mt-Co2,0.21163933,1.0,1.8231484
Cd44,1.5111233,1.0,1.8159162
Il15ra,2.1746476,1.0,1.8159162
Galnt7,1.2210836,1.0,1.8152587
Epb41,0.75064456,1.0,1.8152587
Axl,1.2727581,1.0,1.8119714
Max,1.3735379,1.0,1.8119714
Nmi,2.4840927,1.0,1.800137
Zyx,2.1402998,1.0,1.7994796
Zfr,0.6073082,1.0,1.7981647
Cemip2,1.3217666,1.0,1.7961923
Prdx5,1.7769837,1.0,1.7909325
Cdkn1a,2.9307294,1.0,1.7869878
Ppp4r1,0.76061904,1.0,1.7856729
Prkd3,0.905699,1.0,1.7843579
Morf4l1,0.8825015,1.0,1.7837005
Etv3,1.1867392,1.0,1.7771258
Gapdh,1.7539217,1.0,1.7751534
Atg16l1,1.0578547,1.0,1.7685788
Ino80,0.69820195,1.0,1.7685788
Mcl1,0.5589079,1.0,1.763319
Usp40,1.0469694,1.0,1.7626616
Arel1,1.6256411,1.0,1.7620041
Mbd2,0.900322,1.0,1.7620041
Klf13,0.80102754,1.0,1.7613467
Ppib,1.1825664,1.0,1.7554295
Fbxw17,1.6612396,1.0,1.7527996
Slc23a2,0.76942384,1.0,1.7488549
Bach1,0.9313342,1.0,1.7488549
Phf11b,2.0167282,1.0,1.7422802
Tbc1d9,0.7139539,1.0,1.7416228
Ncoa7,1.0677127,1.0,1.7409652
Xrn1,0.601789,1.0,1.7357056
Trerf1,1.6312878,1.0,1.7343906
Gm19951,0.82988673,1.0,1.7337332
Eif4g1,0.83235925,1.0,1.7330757
Nup98,0.65060955,1.0,1.7330757
Cdk8,0.5301474,1.0,1.7251861
Arl5a,2.3507886,1.0,1.7199265
Ccnl2,0.7312501,1.0,1.7186115
Usp3,0.86856896,1.0,1.7133518
1600014C10Rik,2.2123024,1.0,1.7120368
Ifit1,2.9308445,1.0,1.709407
Cmtr1,1.9757833,1.0,1.709407
Gm15987,4.114352,1.0,1.7061197
Hps3,0.64439625,1.0,1.7061197
Senp1,0.8358274,1.0,1.7041473
Efhd2,0.676594,1.0,1.70086
Nfkb1,0.50678796,1.0,1.6890256
Smarce1,2.5974689,1.0,1.6857383
Ly6c2,27.996147,1.0,1.6778487
Rps16,0.5694113,1.0,1.6778487
Ccnd1,0.9580958,1.0,1.6765338
Emb,2.5847886,1.0,1.6765338
Ppp4r2,1.1273118,1.0,1.673904
Eif4g3,0.4688547,1.0,1.6732465
Gmfb,1.786568,1.0,1.6725891
Myo9a,0.5255116,1.0,1.6666719
Scfd1,0.9377769,1.0,1.6646994
Rap1gap2,1.3938314,1.0,1.6646994
Sumo2,1.2019724,1.0,1.664042
Zfc3h1,0.53842115,1.0,1.6600972
A930037H05Rik,3.1662784,1.0,1.6594397
Fam111a,1.2998277,1.0,1.6587822
Sgk3,0.47594774,1.0,1.6568098
Sdccag8,0.742155,1.0,1.6502352
Dlg1,0.5894186,1.0,1.6476054
Susd6,0.53299093,1.0,1.6436605
Bcl6,0.7360222,1.0,1.6436605
Sptlc2,0.5485693,1.0,1.6416882
Tgm2,4.811077,1.0,1.6410307
Baz1b,0.8873016,1.0,1.6397158
Virma,0.8033925,1.0,1.6397158
Bclaf1,0.59534836,1.0,1.6390584
Nipa2,0.68973064,1.0,1.6377434
Hsp90aa1,0.6078109,1.0,1.6370859
Tmem167,1.4857435,1.0,1.6364285
Usp12,0.95210767,1.0,1.635771
Ccdc88b,1.5742996,1.0,1.635771
Rab8b,0.49840516,1.0,1.6337986
Scpep1,0.81206113,1.0,1.6337986
Rab7b,1.3469881,1.0,1.6331412
Dnaja2,0.9167844,1.0,1.6259091
Irf2bp2,0.6121098,1.0,1.6259091
Traf1,3.8069024,1.0,1.6226218
C3,3.750735,1.0,1.6226218
Tnks,0.62601125,1.0,1.6213068
Sirpb1b,2.278166,1.0,1.6199919
Tpst1,2.1529372,1.0,1.6199919
H2-T24,1.8635052,1.0,1.6186769
Ifitm2,1.2404555,1.0,1.6127597
Dram1,1.3699721,1.0,1.6107874
Lgals1,1.5849162,1.0,1.6094724
Tpm4,2.615509,1.0,1.608815
Rps19,0.66523457,1.0,1.6055276
Mrtfa,0.7441155,1.0,1.6055276
Rrbp1,0.3914376,1.0,1.6055276
Mapkap1,0.80757403,1.0,1.6055276
Ripk1,1.0143876,1.0,1.6048702
Gripap1,1.2945803,1.0,1.6042128
Pdcd10,0.92414516,1.0,1.6028978
Selenow,2.5549397,1.0,1.6022403
Npepps,0.6866228,1.0,1.598953
Ahnak,1.1548693,1.0,1.5950083
Pus10,1.7115896,1.0,1.5950083
Kmt2a,0.6443031,1.0,1.5936933
Cybb,0.4230958,1.0,1.5923784
Prpf40a,0.5722174,1.0,1.5910635
Frs2,0.816179,1.0,1.590406
Cnot10,1.3580599,1.0,1.590406
Stxbp3,0.81495374,1.0,1.590406
F830016B08Rik,3.229317,1.0,1.5897485
Cytip,2.3792212,1.0,1.5890911
Brd1,0.76446646,1.0,1.5884336
Sec24b,0.66100043,1.0,1.581859
Parp10,1.7699614,1.0,1.580544
Dpp4,2.3362246,1.0,1.5798866
Arhgef2,0.7586141,1.0,1.5739694
Limd1,1.3608521,1.0,1.570682
Zcchc2,0.8051817,1.0,1.5693672
Gfpt1,1.3922626,1.0,1.5673947
Mapk9,1.4727379,1.0,1.5660799
mt-Co3,0.18423606,1.0,1.5660799
M6pr,0.8816435,1.0,1.562135
Ms4a6c,0.4773933,1.0,1.562135
Synj1,0.4973949,1.0,1.5542455
Tmtc2,1.8915509,1.0,1.5529305
Litaf,0.65516937,1.0,1.5476708
Parp4,1.317093,1.0,1.5463558
Ist1,1.282423,1.0,1.5384663
Itga4,0.53062177,1.0,1.5364939
Kdm6b,1.4017402,1.0,1.5358365
Psen1,0.9355271,1.0,1.5358365
Fbxo7,1.496979,1.0,1.5305767
Pycard,1.9535362,1.0,1.5259745
Stx11,27.556587,1.0,1.5253171
Sirpb1c,27.740547,1.0,1.5253171
Gda,28.229006,1.0,1.5253171
Phf11a,27.552418,1.0,1.5253171
Btla,28.022251,1.0,1.5253171
Anxa2,27.544546,1.0,1.5253171
Acod1,28.004223,1.0,1.5253171
Kat6a,0.49588457,1.0,1.5213722
Snrpb,1.7192818,1.0,1.5200573
Wnk1,0.36053243,1.0,1.5193999
Icam1,1.3687274,1.0,1.5121677
Tnpo3,0.6678432,1.0,1.5042782
Rp2,0.6624773,1.0,1.5036207
Khdrbs1,0.6106542,1.0,1.5029632
Spata5,0.66289145,1.0,1.5016483
Ifi35,1.4513383,1.0,1.5016483
Id2,1.0737138,1.0,1.5003334
Arpc5,0.8760047,1.0,1.4996759
Ccdc88a,0.51866394,1.0,1.4990184
Tasor2,0.595892,1.0,1.4977036
Eef1g,1.2835464,1.0,1.4970461
Becn1,1.3909682,1.0,1.4931012
Siglec1,1.1783088,1.0,1.4917864
Cd180,0.7999217,1.0,1.4911289
Tmbim6,0.5432781,1.0,1.4858692
Itpkb,0.7100265,1.0,1.4845543
R3hcc1l,0.8408685,1.0,1.4806094
Mecp2,0.76248217,1.0,1.4792945
