gene,logFC,padj,scores
Gm15747,0.5713727,1.0,0.27087528
5330438D12Rik,0.41121525,1.0,0.27087528
Utp15,0.42429724,1.0,0.2702178
Zfp110,0.32519445,1.0,0.2702178
Mknk1,0.09479458,1.0,0.2702178
Ccdc6,0.3362692,1.0,0.26956034
Gnb1,0.09574353,1.0,0.26890287
Fbxw7,0.10958289,1.0,0.26890287
Ppp2r3c,0.40549943,1.0,0.26890287
Acsl3,0.38835734,1.0,0.2682454
Zdhhc3,0.8393404,1.0,0.2682454
Zfp207,0.12521282,1.0,0.2682454
Zfp608,0.11141047,1.0,0.2682454
Meaf6,0.3243449,1.0,0.26758793
Ankrd49,0.40384302,1.0,0.26758793
Cnr2,0.82446814,1.0,0.2669305
Dpm3,0.22715718,1.0,0.26627302
Srek1ip1,0.35109445,1.0,0.26627302
Ndor1,0.8353398,1.0,0.26561555
Ubqln1,0.11988128,1.0,0.26495808
Bicra,0.25799724,1.0,0.26495808
Rnf141,0.0658519,1.0,0.2643006
A930015D03Rik,0.27329126,1.0,0.2643006
Disp1,0.5539519,1.0,0.2643006
Srpk1,0.26398095,1.0,0.2629857
Eogt,0.8472864,1.0,0.2629857
Mta1,0.75096565,1.0,0.2629857
Eif2b3,0.2260716,1.0,0.26232824
Usp38,0.029674472,1.0,0.26167077
Eef2kmt,0.71773374,1.0,0.26167077
Otud6b,0.34139284,1.0,0.26167077
Arhgap17,0.12725316,1.0,0.26167077
Oser1,0.7367951,1.0,0.26167077
Pxdc1,-0.027433243,1.0,0.26167077
Cep78,0.6842193,1.0,0.26167077
Rtca,0.73518836,1.0,0.26167077
Trmt6,0.21695673,1.0,0.2610133
Aven,0.4464054,1.0,0.26035583
Fam98b,0.21688369,1.0,0.25969836
Cdk6,0.15715994,1.0,0.25969836
Aasdhppt,0.7648468,1.0,0.25904092
Hvcn1,0.76044166,1.0,0.25904092
Sh2d3c,0.65049446,1.0,0.25904092
Fh1,0.7122252,1.0,0.25904092
Itgae,2.1006086,1.0,0.25772598
Rbm15b,2.0567312,1.0,0.25772598
Apex1,1.9873164,1.0,0.25772598
Kif3a,2.1545808,1.0,0.25772598
Idh3a,2.274973,1.0,0.25772598
Grap,2.3704493,1.0,0.25772598
Aatk,1.8210119,1.0,0.25772598
Mrpl55,1.8139418,1.0,0.25772598
Gm16576,2.118074,1.0,0.25772598
Ddx31,0.46047086,1.0,0.25772598
Pih1d1,2.0286324,1.0,0.25772598
Yeats4,2.2592847,1.0,0.25772598
Arrdc4,0.70998263,1.0,0.25772598
Gm15787,2.264394,1.0,0.25772598
Spaca6,1.9553331,1.0,0.25772598
Ctnnal1,1.9540471,1.0,0.25772598
Vopp1,2.284502,1.0,0.25772598
Gas2l3,0.80550486,1.0,0.25772598
Ecpas,0.13955489,1.0,0.25772598
Cebpz,0.15379901,1.0,0.2570685
Nfe2l2,0.07901896,1.0,0.2570685
Nmt1,0.13504113,1.0,0.2570685
Dipk1a,0.24632452,1.0,0.25641105
Rpgrip1,2.0309844,1.0,0.25641105
Manea,0.36997572,1.0,0.25641105
Jup,1.7647178,1.0,0.25641105
Fen1,1.9328336,1.0,0.25641105
Stam2,0.20664011,1.0,0.25641105
Mrpl53,2.0679018,1.0,0.25641105
Gm41611,1.9651508,1.0,0.25641105
Slc16a13,1.7643327,1.0,0.25641105
Patz1,0.6174862,1.0,0.25641105
Map7,2.0619261,1.0,0.25641105
Pus7l,1.9878052,1.0,0.25641105
Zfp28,1.8016162,1.0,0.25641105
Zbtb33,1.7718672,1.0,0.25641105
Pes1,1.9207461,1.0,0.25641105
Zfp629,2.140161,1.0,0.25641105
Plrg1,1.7668656,1.0,0.25641105
Bard1,2.0897179,1.0,0.25641105
Eif4b,0.1914582,1.0,0.25575358
P2ry10b,0.6033383,1.0,0.2550961
Gm30881,1.6865627,1.0,0.2550961
Sergef,0.35693225,1.0,0.2550961
Mrpl39,1.7645184,1.0,0.2550961
Tfdp2,1.6211674,1.0,0.2550961
Eef1e1,1.6348263,1.0,0.2550961
Ptprg,1.5461239,1.0,0.2550961
Slc13a3,1.7444522,1.0,0.2550961
Ccdc71,1.7024186,1.0,0.2550961
Tceanc2,0.4064426,1.0,0.2550961
Stxbp4,0.5788619,1.0,0.2550961
4933406J09Rik,1.6490005,1.0,0.2550961
Cdkl5,1.495285,1.0,0.2550961
Gdap2,0.3268654,1.0,0.2550961
Cdk5rap3,0.6410803,1.0,0.2550961
Ndufaf4,0.5527915,1.0,0.2550961
Gm42869,1.8504366,1.0,0.2550961
Ddx23,0.14394511,1.0,0.25443867
Mto1,0.43476635,1.0,0.25443867
Gm15886,1.5100957,1.0,0.2537812
Tpm1,0.5448299,1.0,0.2537812
Pin1,1.5891973,1.0,0.2537812
Zfp444,0.5661648,1.0,0.2537812
Tnfrsf12a,1.6998941,1.0,0.2537812
Nsmce1,1.6545578,1.0,0.2537812
Ift81,1.7050107,1.0,0.2537812
2210016L21Rik,1.4290535,1.0,0.2537812
Gm7644,1.4109584,1.0,0.2537812
Sumf2,1.5467596,1.0,0.2537812
Lrpprc,0.09587087,1.0,0.2537812
Nucb2,0.60121775,1.0,0.2537812
Tnfrsf1b,0.12085089,1.0,0.25312373
1700019L13Rik,1.3700715,1.0,0.25246626
Itga1,1.2954099,1.0,0.25246626
Prdx6,1.1086109,1.0,0.25246626
Osbpl7,1.0837328,1.0,0.25246626
Fuz,1.3002266,1.0,0.25246626
Fancg,1.2399284,1.0,0.25246626
Erlec1,0.12443956,1.0,0.25246626
Gm20528,1.3434389,1.0,0.25246626
Inpp5e,1.2728602,1.0,0.25246626
Gm31763,1.4509977,1.0,0.25246626
Entpd5,1.2894131,1.0,0.25246626
Ss18l2,1.4045078,1.0,0.25246626
Abcb1a,1.4871911,1.0,0.25246626
Zfp395,0.37428623,1.0,0.25246626
Clec1b,1.3888602,1.0,0.25246626
Aaas,1.0722537,1.0,0.25246626
Ncapd2,1.4363635,1.0,0.25246626
Cdkn2c,1.4572697,1.0,0.25246626
Ggct,1.4920667,1.0,0.25246626
Trdmt1,0.5109263,1.0,0.25246626
Wdr11,0.078066625,1.0,0.2518088
Scaf11,0.025038268,1.0,0.2518088
Map2k4,0.06595568,1.0,0.25115132
Nsdhl,0.6126977,1.0,0.25115132
Arf4,0.11302944,1.0,0.25115132
1500011B03Rik,1.2533356,1.0,0.25115132
Dmac2l,1.151929,1.0,0.25115132
Ddx47,0.6502664,1.0,0.25115132
Rsl24d1,1.0238261,1.0,0.25115132
Mtln,1.191542,1.0,0.25115132
Cops6,1.020133,1.0,0.25115132
Espl1,0.9549158,1.0,0.25115132
Foxred1,0.6903501,1.0,0.25115132
6030458C11Rik,0.48658645,1.0,0.25115132
Gm35330,1.0301187,1.0,0.25115132
Mtrr,0.9494423,1.0,0.25115132
Gm34084,1.0217904,1.0,0.25115132
Lnx2,1.018486,1.0,0.25115132
Bckdk,1.2347583,1.0,0.25115132
Gm13822,1.3778919,1.0,0.25115132
Phldb3,1.1503634,1.0,0.25115132
Bloc1s6,1.25763,1.0,0.25115132
Chordc1,0.19781598,1.0,0.25115132
Ints13,0.5593001,1.0,0.25115132
Ms4a8a,0.9100924,1.0,0.25115132
Zdhhc2,1.1623813,1.0,0.25115132
Dyrk2,0.423848,1.0,0.25049388
Mex3c,0.6278841,1.0,0.24983642
Mfsd5,0.50245893,1.0,0.24983642
Ubl5,0.33649027,1.0,0.24983642
Gm45894,0.4879506,1.0,0.24983642
Kpna6,0.566615,1.0,0.24983642
Ppp6c,0.3508424,1.0,0.24917895
Sirt7,0.33800656,1.0,0.24917895
Vav1,0.08945071,1.0,0.24917895
Tbp,0.47319937,1.0,0.24852148
Rcbtb1,0.5459173,1.0,0.24852148
Slamf9,0.6412458,1.0,0.24852148
Sqor,0.35955024,1.0,0.24786402
Nop58,0.3652315,1.0,0.24720655
Snx19,0.5252027,1.0,0.24720655
Dlat,0.22825027,1.0,0.24720655
Slc15a4,0.06916811,1.0,0.24654908
Polr3e,0.37964344,1.0,0.24654908
Pbrm1,0.12062701,1.0,0.24654908
Ier3ip1,0.364317,1.0,0.24654908
Sfxn2,-0.05167257,1.0,0.24654908
Eri1,0.26286674,1.0,0.24589162
Dhx38,0.35020322,1.0,0.24589162
Ifrd1,0.22130461,1.0,0.24589162
Pak1ip1,0.58189553,1.0,0.24589162
Pgap2,0.28472212,1.0,0.24589162
Rnf121,0.3406693,1.0,0.24589162
Psmb7,0.19399945,1.0,0.24523416
Brms1l,0.45760298,1.0,0.2445767
Nectin4,0.30078036,1.0,0.2445767
Hmgxb3,0.16953073,1.0,0.2445767
Gnpda1,0.6020698,1.0,0.2445767
Lmo4,0.15154165,1.0,0.24391922
Nt5c2,0.07473508,1.0,0.24391922
Ulbp1,0.5001597,1.0,0.24326177
Dimt1,0.3485827,1.0,0.24326177
Coa3,0.34261715,1.0,0.24326177
Bag6,1.0220795,1.0,0.2426043
Whamm,0.32978278,1.0,0.24194683
Adck1,0.1329128,1.0,0.24194683
Man2b2,0.43526202,1.0,0.24194683
Ppp1r13b,0.15643114,1.0,0.24194683
Sf3b3,0.26864257,1.0,0.24194683
Golga3,0.22649875,1.0,0.24194683
Nfya,0.35692123,1.0,0.24128938
Tgoln1,0.1340873,1.0,0.24128938
Lrrc41,0.4992438,1.0,0.24063191
Rps6ka3,0.12804462,1.0,0.24063191
Rpl37a,0.093740046,1.0,0.24063191
Zc3hc1,1.2390357,1.0,0.23997444
Ttc5,0.11360631,1.0,0.23997444
Nr2c1,0.38666606,1.0,0.23931699
Zfp467,0.53072256,1.0,0.23931699
E230029C05Rik,0.053316325,1.0,0.23865952
Kctd20,0.49476564,1.0,0.23800205
Dazap1,0.1718752,1.0,0.23800205
Fggy,0.08763046,1.0,0.23800205
Cnih4,0.10688028,1.0,0.23800205
Pisd,0.1960487,1.0,0.23800205
Ubqln4,0.9830202,1.0,0.2373446
E430024I08Rik,1.0108185,1.0,0.2373446
Prkar2a,0.46176663,1.0,0.23668712
Ap3m2,0.8852932,1.0,0.23602965
Mrgbp,0.78950375,1.0,0.23602965
Sqstm1,0.100740746,1.0,0.23602965
Tjap1,0.88175076,1.0,0.23602965
Cpsf2,0.4552836,1.0,0.2353722
Usp54,0.9456249,1.0,0.23471473
Lypla1,0.3101228,1.0,0.23471473
Exoc2,0.12674627,1.0,0.23471473
Prrc2b,0.1149611,1.0,0.23405726
Fam53b,0.43059918,1.0,0.23405726
Bckdha,0.11136413,1.0,0.23405726
Acvr1,0.06742177,1.0,0.23405726
Ywhag,0.312914,1.0,0.23405726
Wdpcp,0.14793673,1.0,0.23339981
Mafk,0.7609002,1.0,0.23339981
Gltp,0.8473144,1.0,0.23339981
Stag2,0.08528901,1.0,0.23339981
Higd1a,0.3996174,1.0,0.23274234
Trim12c,0.25046065,1.0,0.23274234
Abcg3,0.14226879,1.0,0.23274234
Cyb5a,0.2643865,1.0,0.23274234
Maip1,0.76762784,1.0,0.23208487
Ppie,0.63731325,1.0,0.23208487
Alpk1,0.10723635,1.0,0.23208487
Batf3,0.8167764,1.0,0.23208487
Lmbrd1,0.06022774,1.0,0.23142742
Gosr1,0.4209956,1.0,0.23142742
Ddx46,0.14804736,1.0,0.23142742
Wdhd1,0.6680606,1.0,0.23076995
Zfp563,0.81013405,1.0,0.23076995
Efcab7,0.8635079,1.0,0.23076995
Slc35f6,0.26257917,1.0,0.23076995
Nit1,0.76397276,1.0,0.23076995
Zfp1,0.19085911,1.0,0.23011248
Mrpl48,0.45487854,1.0,0.23011248
Ube3c,0.0810495,1.0,0.23011248
Plin3,0.39081088,1.0,0.23011248
Tfam,0.78963083,1.0,0.22945502
Ccar2,0.83994097,1.0,0.22945502
Fbxo45,0.6621171,1.0,0.22945502
Bysl,24.491638,1.0,0.22879755
Rab37,24.492983,1.0,0.22879755
Nkrf,24.392954,1.0,0.22879755
Abca17,24.806637,1.0,0.22879755
Pdzd4,24.249691,1.0,0.22879755
Cdca2,24.629417,1.0,0.22879755
Uggt2,24.52823,1.0,0.22879755
Zdhhc15,24.79176,1.0,0.22879755
Rnf26,24.968254,1.0,0.22879755
Clspn,24.102299,1.0,0.22879755
Fanca,24.605219,1.0,0.22879755
Slc5a10,24.565182,1.0,0.22879755
Tek,24.4134,1.0,0.22879755
Timp1,24.691187,1.0,0.22879755
Nubp2,24.501106,1.0,0.22879755
Gm43479,24.621115,1.0,0.22879755
Nelfcd,24.489197,1.0,0.22879755
Ptpn3,24.663023,1.0,0.22879755
Kcnab2,24.593811,1.0,0.22879755
9230112E08Rik,24.348408,1.0,0.22879755
Commd6,25.03926,1.0,0.22879755
Gm11508,24.359241,1.0,0.22879755
Gm27241,24.475649,1.0,0.22879755
Rasgrp1,24.76361,1.0,0.22879755
Morn1,24.19679,1.0,0.22879755
Abhd8,24.473701,1.0,0.22879755
Gm17354,24.795607,1.0,0.22879755
Trib3,24.708044,1.0,0.22879755
Cenph,24.456068,1.0,0.22879755
Unc13a,24.475546,1.0,0.22879755
Klra3,24.439674,1.0,0.22879755
Hes6,24.593557,1.0,0.22879755
Gria3,24.564201,1.0,0.22879755
Chst14,24.584372,1.0,0.22879755
Baiap2l1,24.833382,1.0,0.22879755
Ppil1,24.394156,1.0,0.22879755
Gm48604,24.436619,1.0,0.22879755
9430060I03Rik,24.702026,1.0,0.22879755
Rhov,24.684175,1.0,0.22879755
P3h3,24.577084,1.0,0.22879755
Dnpep,24.262934,1.0,0.22879755
Procr,24.580711,1.0,0.22879755
Nos2,25.753124,1.0,0.22879755
Tmem97,24.502748,1.0,0.22879755
Uchl4,24.547909,1.0,0.22879755
Gm28981,24.485899,1.0,0.22879755
Gm45418,24.520771,1.0,0.22879755
3830403N18Rik,24.230995,1.0,0.22879755
Naa38,24.440186,1.0,0.22879755
Gm45435,24.447744,1.0,0.22879755
Sycp2,24.50246,1.0,0.22879755
Fancd2,24.679335,1.0,0.22879755
Thyn1,24.51543,1.0,0.22879755
Rab34,24.844805,1.0,0.22879755
Gm21860,24.639502,1.0,0.22879755
Gm17545,24.362543,1.0,0.22879755
Tmem88,24.587091,1.0,0.22879755
Gm14320,24.391268,1.0,0.22879755
C6,24.371244,1.0,0.22879755
Tha1,24.599586,1.0,0.22879755
Gm50105,24.429253,1.0,0.22879755
Hdc,24.853035,1.0,0.22879755
4930455G09Rik,24.35619,1.0,0.22879755
Sema7a,24.609743,1.0,0.22879755
A230083N12Rik,24.486288,1.0,0.22879755
Uprt,24.71236,1.0,0.22879755
Ndufb6,24.47913,1.0,0.22879755
Def8,24.247616,1.0,0.22879755
Cdkn2a,24.463413,1.0,0.22879755
Wdr83,24.750446,1.0,0.22879755
Cd276,24.254845,1.0,0.22879755
Pde1c,24.92917,1.0,0.22879755
Syce2,24.921825,1.0,0.22879755
4930432K21Rik,24.557652,1.0,0.22879755
BC051142,24.660557,1.0,0.22879755
Gm3435,24.579002,1.0,0.22879755
Ubl4a,24.378927,1.0,0.22879755
Gm16023,24.730694,1.0,0.22879755
Hdac7,24.400133,1.0,0.22879755
Hist1h2ab,24.672937,1.0,0.22879755
Gm26797,24.625708,1.0,0.22879755
Gm10802,24.516245,1.0,0.22879755
Lipg,24.59801,1.0,0.22879755
Gm17021,24.261086,1.0,0.22879755
Gpr84,24.334793,1.0,0.22879755
Zfp354a,24.647678,1.0,0.22879755
Plce1,24.657455,1.0,0.22879755
Fam131a,24.548494,1.0,0.22879755
Ifrd2,24.547934,1.0,0.22879755
AV356131,24.618977,1.0,0.22879755
Pafah1b3,24.420582,1.0,0.22879755
Cd101,24.21373,1.0,0.22879755
Dnal4,24.677574,1.0,0.22879755
Mis18bp1,24.621864,1.0,0.22879755
B3gnt5,24.647337,1.0,0.22879755
Gpsm2,24.494951,1.0,0.22879755
Sap30l,24.617271,1.0,0.22879755
Pdp2,24.64403,1.0,0.22879755
Smug1,24.330904,1.0,0.22879755
Chst15,24.325886,1.0,0.22879755
Angel1,24.428286,1.0,0.22879755
Ppnr,24.49319,1.0,0.22879755
Hist1h1b,24.346638,1.0,0.22879755
Cxcl13,24.552063,1.0,0.22879755
Dennd5b,24.772148,1.0,0.22879755
Styxl1,24.67971,1.0,0.22879755
Zfp184,24.098354,1.0,0.22879755
Gm15903,24.613537,1.0,0.22879755
Pigx,0.34092358,1.0,0.22879755
Tyms,24.565216,1.0,0.22879755
Haao,24.828974,1.0,0.22879755
Trmt61a,24.413363,1.0,0.22879755
Zfp128,24.726622,1.0,0.22879755
Zfp759,24.70774,1.0,0.22879755
Ppp1r16a,24.408642,1.0,0.22879755
Arg2,24.435026,1.0,0.22879755
4931440F15Rik,24.312368,1.0,0.22879755
Pus1,24.373798,1.0,0.22879755
1300002E11Rik,24.350098,1.0,0.22879755
Eldr,24.696781,1.0,0.22879755
Gm47071,24.59108,1.0,0.22879755
Prkcq,24.584167,1.0,0.22879755
Leng1,24.767767,1.0,0.22879755
Dnal1,24.478796,1.0,0.22879755
Mrpl36,24.39447,1.0,0.22879755
Rapsn,24.580275,1.0,0.22879755
Zfp764,24.46002,1.0,0.22879755
Tmem41a,24.283571,1.0,0.22879755
Zfp641,24.299782,1.0,0.22879755
Gm20470,24.494411,1.0,0.22879755
Mok,24.39638,1.0,0.22879755
Tnni2,24.392958,1.0,0.22879755
D730003I15Rik,24.976803,1.0,0.22879755
Sbf1,0.14676581,1.0,0.22879755
Hist1h3b,24.78546,1.0,0.22879755
Ctsk,24.780983,1.0,0.22879755
Hist2h2be,24.345057,1.0,0.22879755
Efcab11,24.2337,1.0,0.22879755
Cip2a,24.415003,1.0,0.22879755
9430037G07Rik,24.412243,1.0,0.22879755
Snhg4,24.60314,1.0,0.22879755
5330439K02Rik,24.745188,1.0,0.22879755
Grasp,24.701971,1.0,0.22879755
Rmi2,24.805244,1.0,0.22879755
Adtrp,24.273804,1.0,0.22879755
Gm9776,24.581772,1.0,0.22879755
Scg5,24.573635,1.0,0.22879755
Scml4,24.765593,1.0,0.22879755
Mcemp1,24.607517,1.0,0.22879755
Gm16553,24.807436,1.0,0.22879755
Ahi1,24.40467,1.0,0.22879755
Gm50394,24.625189,1.0,0.22879755
Fgf9,24.752937,1.0,0.22879755
Igflr1,24.470837,1.0,0.22879755
Cage1,24.601862,1.0,0.22879755
Zfp382,24.492374,1.0,0.22879755
Ciart,24.554153,1.0,0.22879755
Kcnip2,24.522732,1.0,0.22879755
Gm35339,24.546698,1.0,0.22879755
Nudt1,24.530245,1.0,0.22879755
Gm20125,24.955147,1.0,0.22879755
Npff,24.410164,1.0,0.22879755
Tppp3,24.340986,1.0,0.22879755
Zfp39,24.761395,1.0,0.22879755
Lins1,24.537334,1.0,0.22879755
Racgap1,24.103535,1.0,0.22879755
Gm45871,24.724997,1.0,0.22879755
Gcsam,24.727121,1.0,0.22879755
Emp1,25.089258,1.0,0.22879755
Lyar,24.403593,1.0,0.22879755
Sema6b,24.905628,1.0,0.22879755
Ssx2ip,24.497704,1.0,0.22879755
Cd163l1,24.608065,1.0,0.22879755
Acot11,24.816942,1.0,0.22879755
Ptgds,24.393995,1.0,0.22879755
Mmab,24.511171,1.0,0.22879755
Slirp,0.6539815,1.0,0.22814009
Wdr47,0.68192536,1.0,0.22814009
Zfp974,0.6767599,1.0,0.22814009
Gm49417,0.64060825,1.0,0.22814009
Rab35,0.73985815,1.0,0.22814009
Ctbp2,0.38997644,1.0,0.22748263
Josd1,0.92968315,1.0,0.22682516
Cd28,0.5927641,1.0,0.22682516
Satb1,0.49812803,1.0,0.22682516
Macf1,0.24853887,1.0,0.2261677
Tigd2,0.20272072,1.0,0.2261677
Gpr180,0.70517427,1.0,0.2261677
Glce,0.32155496,1.0,0.2261677
Rdx,0.09072219,1.0,0.22551022
Crem,0.25447214,1.0,0.22551022
Ubxn4,0.060277194,1.0,0.22551022
D2hgdh,0.6477638,1.0,0.22551022
Tm9sf4,0.15308078,1.0,0.22485277
Mtpap,0.17868859,1.0,0.22485277
Smad5,0.18004124,1.0,0.22485277
Sugp2,0.29333606,1.0,0.2241953
Smarcc1,0.2183871,1.0,0.2241953
Ccl25,0.5980408,1.0,0.2241953
Wdr83os,0.55266637,1.0,0.2241953
Epb41l1,0.33206284,1.0,0.2241953
Akt2,0.34587115,1.0,0.22353783
Ncf2,0.046938512,1.0,0.22353783
Poldip3,0.20451105,1.0,0.22353783
Rab21,0.027348392,1.0,0.22353783
Snf8,0.30548596,1.0,0.22353783
Cplane1,0.06318596,1.0,0.22353783
Klhl22,0.20956703,1.0,0.22353783
Gga2,0.58757555,1.0,0.22288038
Atg4a,0.44483235,1.0,0.22288038
Wdr48,0.2407472,1.0,0.22288038
Eif3b,0.5510886,1.0,0.22288038
Dapk3,0.5713947,1.0,0.22288038
Tmem243,0.121771485,1.0,0.22222291
Fam43a,0.31687596,1.0,0.22222291
Pa2g4,0.3072316,1.0,0.22222291
AI467606,0.52668864,1.0,0.22156544
Zfp770,0.53471094,1.0,0.22156544
Prr13,0.29754183,1.0,0.22090799
Amd1,0.38841838,1.0,0.22090799
Gtf2e1,0.28568795,1.0,0.22025052
Nfkbib,0.45685786,1.0,0.22025052
Zfp346,0.62631506,1.0,0.21959305
Clybl,0.3915463,1.0,0.21959305
Nudcd1,0.29532558,1.0,0.2189356
Snapc4,0.25752175,1.0,0.21827812
Fmo5,0.29483014,1.0,0.21827812
Tom1l2,0.10886426,1.0,0.21827812
Il10rb,0.07176934,1.0,0.21827812
Gm49797,0.096437804,1.0,0.21827812
Arhgap27,0.61957437,1.0,0.21827812
Casp2,0.34742698,1.0,0.21762066
Igsf8,0.60543644,1.0,0.2169632
Psmb1,0.21379831,1.0,0.21630573
Arhgap11a,0.23129645,1.0,0.21564826
Ebp,0.25422105,1.0,0.21564826
Med26,0.53096515,1.0,0.21564826
Tet2,0.12052517,1.0,0.21564826
Msl1,0.070537545,1.0,0.21499081
4930503L19Rik,0.16464919,1.0,0.21433334
Psmb5,0.5801273,1.0,0.21433334
Yif1b,0.63815814,1.0,0.21433334
Rab5if,0.3829914,1.0,0.21433334
Gpalpp1,0.31204394,1.0,0.21433334
Golga7,0.5749044,1.0,0.21301842
Tmem181a,0.22683792,1.0,0.21301842
Dcaf12,0.11738057,1.0,0.21301842
Psmc3,0.10686691,1.0,0.21301842
Grk5,0.07180587,1.0,0.21236095
Gns,0.21245855,1.0,0.21236095
Tcf12,0.14722884,1.0,0.21236095
Rad23b,0.17031893,1.0,0.21170348
Polr3c,0.1540449,1.0,0.21170348
Parg,0.06170285,1.0,0.21170348
Prelid3b,1.3036456,1.0,0.21170348
Exosc3,1.2886708,1.0,0.21170348
Zbtb17,0.5005119,1.0,0.21038856
Atp5mpl,0.20422733,1.0,0.21038856
Rbm43,1.4110825,1.0,0.21038856
Neurl3,0.1261598,1.0,0.21038856
Uxs1,0.121870995,1.0,0.21038856
Dcaf15,1.3576919,1.0,0.21038856
Ubxn2a,0.27118644,1.0,0.20907363
Jagn1,1.3361833,1.0,0.20907363
Taf1a,1.3297191,1.0,0.20907363
Efcab2,1.1086853,1.0,0.20907363
Dcaf13,0.17576788,1.0,0.20841616
Hacl1,1.2330838,1.0,0.2077587
4931406C07Rik,0.3264734,1.0,0.2077587
Ddx27,1.072259,1.0,0.2077587
Ankrd46,1.1646852,1.0,0.2077587
Mrpl54,1.0245196,1.0,0.2077587
Slc35a4,1.0718514,1.0,0.2077587
Atxn7l3,1.1876539,1.0,0.2077587
Aar2,1.1531602,1.0,0.2077587
Plscr3,1.0598822,1.0,0.2077587
Ugt1a6a,1.3265558,1.0,0.2077587
Poglut2,1.1072876,1.0,0.2077587
Telo2,0.9335709,1.0,0.20644377
Cd209g,1.0067693,1.0,0.20644377
Gse1,0.2184569,1.0,0.20644377
Polr2f,0.9705328,1.0,0.20644377
Pym1,0.9957922,1.0,0.20644377
Med30,1.0672269,1.0,0.20644377
Ankrd27,0.47283947,1.0,0.20644377
Arl1,0.17789207,1.0,0.20644377
2810402E24Rik,0.86398107,1.0,0.20644377
Zbtb6,1.0220947,1.0,0.20644377
Phc2,0.08891553,1.0,0.2057863
Rc3h1,0.044497453,1.0,0.2057863
Pank2,0.09712276,1.0,0.2057863
Gmcl1,0.45465648,1.0,0.20512883
Bax,0.40267485,1.0,0.20512883
Ccrl2,0.21160863,1.0,0.20512883
Dtd1,0.16902475,1.0,0.20512883
Slc25a39,0.9872861,1.0,0.20512883
Sinhcaf,1.0392735,1.0,0.20512883
Rpl9-ps6,0.90866584,1.0,0.20512883
Med16,0.97959906,1.0,0.20512883
Bri3bp,0.998763,1.0,0.20512883
Vrk3,0.42740998,1.0,0.20512883
Zfp398,0.08021937,1.0,0.20447138
Selenos,0.018273141,1.0,0.20381391
Arhgap23,0.42572063,1.0,0.20381391
Bcr,1.0655599,1.0,0.20381391
Slc16a1,0.9961368,1.0,0.20381391
Ccdc97,0.72989696,1.0,0.20381391
Mpg,0.9031739,1.0,0.20381391
Gm6034,1.0168473,1.0,0.20381391
Casp9,0.8924165,1.0,0.20381391
Ccdc152,0.82968915,1.0,0.20381391
Dennd2d,0.8999551,1.0,0.20381391
Gtf3c1,0.33349237,1.0,0.20381391
Gm14325,0.9011581,1.0,0.20381391
Itgax,0.8335615,1.0,0.20381391
Cct8,0.13189028,1.0,0.20315644
Agpat5,0.20033209,1.0,0.20315644
Qsox2,0.71651006,1.0,0.20249899
Ears2,0.9224442,1.0,0.20249899
Ccdc34,0.32826737,1.0,0.20249899
AI506816,0.7708383,1.0,0.20249899
6430590A07Rik,0.85036653,1.0,0.20249899
Spats2,0.3895838,1.0,0.20249899
Safb2,0.20198731,1.0,0.20249899
Cog3,0.2996389,1.0,0.20249899
Tsta3,0.68663913,1.0,0.20249899
Kctd9,0.40038148,1.0,0.20249899
Tango2,0.074901186,1.0,0.20249899
Nelfb,0.27745852,1.0,0.20249899
Drg2,0.7587422,1.0,0.20249899
Ascc1,0.28528592,1.0,0.20184152
Gm43728,0.6345165,1.0,0.20118405
Rab33b,0.84528744,1.0,0.20118405
Mlh3,0.7975764,1.0,0.20118405
Pak4,0.7350981,1.0,0.20118405
Jade1,0.34209418,1.0,0.20118405
Armt1,0.76686335,1.0,0.20118405
Ints3,-0.028007591,1.0,0.20118405
Mrpl16,0.8143605,1.0,0.20118405
Cxxc1,0.7036941,1.0,0.20118405
Zfp719,0.67236054,1.0,0.20118405
Zfp790,0.69052315,1.0,0.20118405
B4gat1,0.73764724,1.0,0.20118405
Zfp212,0.07763386,1.0,0.20118405
Pqbp1,0.6015645,1.0,0.20118405
Klhdc3,0.8317238,1.0,0.20118405
Cnep1r1,0.011824769,1.0,0.2005266
Flvcr1,0.046333708,1.0,0.2005266
Csgalnact2,0.19726405,1.0,0.19986913
Tex30,0.7420141,1.0,0.19986913
Ift52,0.24619024,1.0,0.19986913
Pex11a,0.7487984,1.0,0.19986913
Zer1,0.6580815,1.0,0.19986913
Hsp90ab1,0.08857603,1.0,0.19986913
Tbc1d13,0.27414188,1.0,0.19986913
Tmem38b,0.62496835,1.0,0.19986913
Tra2a,0.10571573,1.0,0.19921166
Tbl1x,0.047432147,1.0,0.19921166
Gm42917,0.43718457,1.0,0.1985542
Ppp2r2d,0.3039623,1.0,0.1985542
Gas8,0.7275036,1.0,0.1985542
Mzt2,0.65080625,1.0,0.1985542
Ldlrad3,0.54415125,1.0,0.1985542
Aacs,0.4781859,1.0,0.1985542
Ntmt1,0.4990736,1.0,0.1985542
Pfkfb1,0.58177066,1.0,0.1985542
Tmed3,0.18309057,1.0,0.19789673
Mppe1,0.24716222,1.0,0.19723926
Thoc6,0.6084001,1.0,0.19723926
Jade3,0.5178979,1.0,0.19723926
Ccdc71l,0.3910932,1.0,0.19723926
Mrpl30,0.5735167,1.0,0.19723926
Zbtb9,0.49363944,1.0,0.19723926
