"","DSP-1001660019915-A-A02.dcc","DSP-1001660019915-A-A03.dcc","DSP-1001660019915-A-A04.dcc","DSP-1001660019915-A-A05.dcc","DSP-1001660019915-A-A06.dcc","DSP-1001660019915-A-A07.dcc","DSP-1001660019915-A-A08.dcc","DSP-1001660019915-A-A09.dcc","DSP-1001660019915-A-A10.dcc","DSP-1001660019915-A-A11.dcc","DSP-1001660019915-A-A12.dcc","DSP-1001660019915-A-B01.dcc","DSP-1001660019915-A-B02.dcc","DSP-1001660019915-A-B03.dcc","DSP-1001660019915-A-B04.dcc","DSP-1001660019915-A-B05.dcc","DSP-1001660019915-A-B06.dcc","DSP-1001660019915-A-B07.dcc","DSP-1001660019915-A-B08.dcc","DSP-1001660019915-A-B09.dcc","DSP-1001660019915-A-B10.dcc","DSP-1001660019915-A-B11.dcc","DSP-1001660019915-A-B12.dcc","DSP-1001660019915-A-C01.dcc","DSP-1001660019915-A-C02.dcc","DSP-1001660019915-A-C03.dcc","DSP-1001660019915-A-C04.dcc","DSP-1001660019915-A-C05.dcc","DSP-1001660019915-A-C07.dcc","DSP-1001660019915-A-C08.dcc","DSP-1001660019915-A-C09.dcc","DSP-1001660019915-A-C10.dcc","DSP-1001660019915-A-C11.dcc","DSP-1001660019915-A-C12.dcc","DSP-1001660019915-A-D02.dcc","DSP-1001660019915-A-D03.dcc","DSP-1001660019915-A-D04.dcc","DSP-1001660019915-A-D05.dcc","DSP-1001660019915-A-D06.dcc","DSP-1001660019915-A-D07.dcc","DSP-1001660019915-A-D08.dcc","DSP-1001660019915-A-D11.dcc","DSP-1001660019915-A-D12.dcc"
"Cnot6l",-0.722827456091529,-0.722827456091529,-0.722827456091529,-0.722827456091529,-0.722827456091529,-0.722827456091529,-0.722827456091529,-0.722827456091529,-0.722827456091529,-0.133926095931244,-0.133926095931244,1.21389067325472,-0.133926095931244,-1.14065962061748,-1.14065962061748,0.283906068594707,-0.722827456091529,0.283906068594707,-1.14065962061748,0.45497526422904,0.45497526422904,-1.14065962061748,0.328599116851784,-0.133926095931244,0.283906068594707,0.45497526422904,-1.14065962061748,0.45497526422904,-0.722827456091529,0.45497526422904,0.872807428754991,2,-1.14065962061748,1.68559869511082,0.283906068594707,1.19690323441647,0.45497526422904,-0.458021901592724,-0.133926095931244,0.45497526422904,0.872807428754991,1.46170878891527,-0.133926095931244
"Csf2rb",1.56248945464365,1.09115856898978,-0.708779461889648,1.92808209228188,0.426854996377002,-0.708779461889648,0.426854996377002,-0.708779461889648,-0.708779461889648,-1.18011034754352,-1.18011034754352,0.713474553953012,2,2,0.619827683335903,1.09115856898978,-0.708779461889648,0.426854996377002,-1.18011034754352,-1.18011034754352,-0.0444758892768721,-1.18011034754352,0.321116748361352,-0.0444758892768721,1.56248945464365,-0.0444758892768721,-1.18011034754352,-1.18011034754352,0.426854996377002,0.619827683335903,-0.708779461889648,0.619827683335903,-1.18011034754352,-0.0444758892768721,-0.708779461889648,-1.18011034754352,-0.0444758892768721,1.09115856898978,0.619827683335903,-1.18011034754352,-0.708779461889648,-0.0444758892768721,-0.0444758892768721
"Csf2rb2",1.5711317660984,1.01105962710057,-0.903839664075723,1.5711317660984,1.31928956745534,0.0536099815124235,-0.903839664075723,-0.903839664075723,0.61368212051025,-1.30121717066604,-1.30121717066604,0.345492892552733,0.216304613919931,1.87936170645317,-1.30121717066604,1.31928956745534,0.0536099815124235,1.5711317660984,-1.30121717066604,-1.30121717066604,0.216304613919931,0.216304613919931,0.216304613919931,-1.30121717066604,1.01105962710057,0.61368212051025,0.216304613919931,1.17375425950808,-0.903839664075723,-1.30121717066604,1.01105962710057,0.216304613919931,-1.30121717066604,-0.343767525077896,0.0536099815124235,1.17375425950808,-1.30121717066604,-0.651997465432668,0.61368212051025,-0.343767525077896,-0.903839664075723,-0.343767525077896,-0.343767525077896
"Csn2",-1.3294936935183,-2,-0.652536107452279,-2,0.504730529693614,0.504730529693614,0.762097859260377,0.762097859260377,0.504730529693614,-1.13284515853215,0.0244214786137456,-1.3793356884683,-0.279979463679197,-0.652536107452279,-0.279979463679197,0.985039580773482,-1.3294936935183,-0.17222705637241,-1.13284515853215,-0.652536107452279,0.281788808180509,0.281788808180509,-0.875477828965384,0.281788808180509,0.504730529693614,0.70137906467977,0.504730529693614,0.281788808180509,0.504730529693614,0.877287173466696,1.51672446507236,-0.279979463679197,0.281788808180509,-0.652536107452279,-0.17222705637241,-1.13284515853215,1.31532604683017,0.809131471986556,1.03641541399249,1.85864570182566,-0.17222705637241,1.66199716683951,0.504730529693614
"Ctss",2,0.105282260979034,0.105282260979034,2,0.105282260979034,1.50031822378377,-0.950021706158154,1.16058622811622,0.105282260979034,-1.38801242565781,-1.38801242565781,0.2544556494659,1.06232750428411,0.284604789116898,1.06232750428411,0.72259550861656,0.72259550861656,0.72259550861656,-0.332708458520627,1.06232750428411,0.284604789116898,-1.38801242565781,0.72259550861656,-1.38801242565781,0.105282260979034,-0.332708458520627,-1.38801242565781,-1.38801242565781,0.105282260979034,-0.332708458520627,0.105282260979034,0.284604789116898,-0.332708458520627,0.284604789116898,0.72259550861656,-1.38801242565781,-1.38801242565781,-0.055127206550652,-1.38801242565781,-1.38801242565781,0.72259550861656,-0.332708458520627,-0.332708458520627
"Cxcl10",1.57250490371753,1.6334605342662,1.02526359764947,1.70229573125867,1.48710489448262,0.0998864853745387,0.0998864853745387,-0.786718146802439,-0.34341583071395,-0.527402915407836,-0.970705231496325,-0.122873079417302,1.93495918746016,1.76443681173533,1.61502842127232,0.901091108316605,1.70229573125867,1.91186822982645,0.0586108707581753,-0.970705231496325,-0.970705231496325,-0.970705231496325,-0.452074768707119,-0.970705231496325,-0.786718146802439,-0.0841005993193471,-0.268087684013233,-0.970705231496325,-0.0841005993193472,-0.527402915407836,-0.786718146802439,-0.268087684013233,-0.970705231496325,-0.0841005993193471,-0.786718146802439,-0.970705231496325,-0.0841005993193471,-1.11341670157385,-0.527402915407836,-0.268087684013233,-0.786718146802439,-0.527402915407836,-0.527402915407836
"Cxcl16",1.91454917605725,1.39128477990274,-0.0265060098401224,1.76254677733657,-0.921032403428466,-0.921032403428466,-0.921032403428466,-0.921032403428466,0.868020383748222,-1.2922944008623,-1.2922944008623,0.458232277843984,0.784731564028751,1.21895867308838,0.125496388880564,0.868020383748222,1.15599356146258,1.39128477990274,-1.2922944008623,-0.397768007273951,0.125496388880564,-1.2922944008623,0.324432279500036,-1.2922944008623,1.15599356146258,0.496758386314393,0.496758386314393,0.496758386314393,-0.0265060098401224,0.125496388880564,0.496758386314393,-1.2922944008623,0.496758386314393,0.125496388880564,-0.921032403428466,0.496758386314393,-1.2922944008623,-1.58026757857665,-1.2922944008623,-1.2922944008623,-0.0265060098401224,0.496758386314393,1.02002278246891
"Dcps",-0.532610050840643,-0.532610050840643,-0.532610050840643,-0.532610050840643,-0.532610050840643,-0.532610050840643,0.307919792010398,1.14844963486144,-0.532610050840643,-0.0409316120357371,-0.881461454886779,0.156143430757819,-0.881461454886779,-0.881461454886779,-0.0409316120357371,0.307919792010398,-0.532610050840643,-0.532610050840643,1.07018840182031,-0.881461454886779,-0.0409316120357371,-0.881461454886779,-0.0409316120357371,0.450746826769168,-0.532610050840643,-0.881461454886779,1.07018840182031,-0.881461454886779,0.307919792010398,-0.0409316120357371,0.307919792010398,2,-0.881461454886779,1.07018840182031,0.799598230815304,-0.881461454886779,-0.0409316120357371,0.180156655764159,-0.0409316120357371,1.29127666962021,-0.532610050840643,0.799598230815304,-0.0409316120357371
"Ddx58",1.58942285212953,1.44696397458521,1.09901178518279,1.09901178518279,1.09901178518279,0.608600718236048,-1.06812579446228,-1.06812579446228,-1.06812579446228,-0.577714727515543,-1.41607798386471,0.187322896433438,1.09901178518279,1.36890447112284,0.260648528833622,1.28545741972179,1.71685666052527,1.44696397458521,-1.41607798386471,-1.41607798386471,-0.0873036605688035,-0.577714727515543,0.00950819546151469,-1.41607798386471,-1.06812579446228,0.530541214773674,-0.0873036605688035,-0.577714727515543,0.260648528833622,0.751059595780362,-0.229762538113117,-0.577714727515543,-1.41607798386471,-1.41607798386471,1.09901178518279,0.751059595780362,-1.41607798386471,0.260648528833622,-0.0873036605688035,-0.0873036605688035,0.260648528833622,-0.577714727515543,-0.577714727515543
"Dpysl5",-1.0257747369711,-0.115920794918144,-0.115920794918144,-0.115920794918144,0.793933147134812,1.08684069332568,0.416309642316155,0.793933147134812,0.793933147134812,-1.40339824178976,-1.40339824178976,0.336731231421382,0.0386861374974983,-1.40339824178976,0.0386861374974983,-0.115920794918144,-1.0257747369711,-1.0257747369711,-1.40339824178976,0.0386861374974983,0.0386861374974983,0.948540079550454,0.0386861374974983,-1.40339824178976,0.416309642316155,0.0386861374974983,-1.40339824178976,0.70921718850702,0.416309642316155,0.948540079550454,-0.115920794918144,-1.40339824178976,0.948540079550454,0.948540079550454,-1.0257747369711,0.70921718850702,2,-0.254221408693366,-0.493544299736801,-0.493544299736801,-0.115920794918144,1.32616358436911,0.416309642316155
"E230025N22Rik",-1.40456643776171,-1.40456643776171,-1.40456643776171,0.103440738857,0.498326754894353,0.498326754894353,-1.40456643776171,0.804624145037301,0.804624145037301,0.660001319147677,-0.291445277180353,0.488196470640457,-0.291445277180353,-1.79945245379906,-1.79945245379906,-1.40456643776171,-0.453119841433676,-0.453119841433676,0.409738128999948,-0.291445277180353,1.05488733518503,0.871595831477389,0.821675883401,0.871595831477389,1.75607074136533,1.05488733518503,0.103440738857,-0.291445277180353,-0.453119841433676,0.871595831477389,0.804624145037301,1.36118472532798,-0.848005857471029,1.21656189943835,0.804624145037301,-0.848005857471029,-1.79945245379906,0.353703929004729,0.660001319147677,-0.291445277180353,-1.40456643776171,0.103440738857,1.36118472532798
"Eng",0.350961434570435,1.15896622400275,1.52182814834833,0.673148660306144,1.52182814834833,-1.65064843330045,-1.65064843330045,0.673148660306144,0.350961434570435,-0.479781719522552,0.257777083259651,-0.15194338553541,1.63739831729934,0.743594646956255,0.743594646956255,0.673148660306144,0.350961434570435,1.81156779924403,0.257777083259651,0.257777083259651,0.743594646956255,0.257777083259651,0.183716936236628,0.257777083259651,-0.649843499365005,-1.0652150764115,-1.0652150764115,-0.479781719522552,-1.65064843330045,0.257777083259651,0.673148660306144,-1.0652150764115,-0.479781719522552,1.52182814834833,-1.65064843330045,-0.064410142476058,-2,-1.38740230214721,-0.064410142476058,-0.064410142476058,-0.649843499365005,0.521023214412889,-1.0652150764115
"Erfl",-0.0494071101011951,-0.0494071101011951,-1.69439684662956,-0.656523877534142,-0.656523877534142,-0.656523877534142,0.988465858994222,-0.0494071101011951,-1.69439684662956,-0.480163311763666,-0.0494071101011949,-0.340123547860898,0.284713357574783,-2,-0.480163311763666,-0.0494071101011951,-0.0494071101011951,-1.69439684662956,1.46529751712563,0.284713357574783,2,-1.08728007919661,0.126953455669281,-0.0494071101011949,1.75334252833267,0.557709657331751,-0.0494071101011949,-0.0494071101011949,-0.0494071101011951,1.1648264247647,0.381349091561275,0.78852473996853,1.3225863266702,-0.0494071101011949,0.381349091561275,-0.480163311763666,0.284713357574783,-0.814283779439643,0.988465858994222,-0.0494071101011949,0.381349091561275,-1.08728007919661,-0.0494071101011949
"Etf1",-0.670740008428711,1.07815922545656,1.53612511688438,1.32355426484723,0.787918496960536,-0.0252733371999846,-0.0252733371999846,-1.77417257108526,0.432692554227834,-1.12870589985653,1.07815922545656,-0.224522632953186,1.43338516818926,1.43338516818926,0.620193334028742,1.72362589668529,-0.0252733371999846,1.72362589668529,-0.483239228627803,-0.0252733371999843,-0.0252733371999843,-1.12870589985653,-0.0252733371999843,-0.0252733371999843,0.432692554227834,-0.483239228627803,-2,0.865588373419413,-0.670740008428711,-0.0252733371999843,-0.670740008428711,1.26566000525747,0.329952605532717,-2,0.432692554227834,-0.483239228627803,-1.12870589985653,-0.838465171360505,-0.483239228627803,-0.483239228627803,-0.0252733371999846,-0.0252733371999843,-1.12870589985653
"Ftl1",1.22958565833891,1.01208763024707,-0.537993152338766,1.9900797164198,1.01208763024707,0.0340955440743362,1.01208763024707,0.0340955440743362,0.0340955440743362,0.0340955440743364,-0.371807845685294,-0.23984778417047,2,0.606184240487438,1.17827293690054,0.439998933833966,2,1.4179910200067,-0.371807845685294,-0.371807845685294,0.0340955440743364,-0.943896542098396,-0.494576054933591,0.348938673190841,-1.5159852385115,-0.371807845685294,-0.371807845685294,0.0340955440743364,-1.5159852385115,-1.92188862827113,1.01208763024707,0.0340955440743364,0.606184240487438,0.348938673190841,-1.5159852385115,-0.943896542098396,-0.943896542098396,-0.686650974801799,-0.943896542098396,-0.371807845685294,-0.537993152338766,-0.943896542098396,-0.943896542098396
"Fxyd5",1.63908506574261,0.799312812197411,1.40776302913309,0.367610513056302,-0.240839703879381,-1.28099221995617,-1.28099221995617,-0.240839703879381,-1.28099221995617,-0.672542003020489,-0.672542003020489,0.322812473616245,2,2,0.976060729991985,0.367610513056302,0.799312812197411,1.40776302913309,0.367610513056302,-0.0640917860848067,0.976060729991985,1.40776302913309,0.0560221321640865,0.367610513056302,-0.240839703879381,-0.672542003020489,-1.71269451909728,-0.672542003020489,-0.240839703879381,-1.71269451909728,-0.240839703879381,-1.71269451909728,-0.672542003020489,-1.71269451909728,0.367610513056302,-0.0640917860848067,0.976060729991985,0.032756195163404,-0.672542003020489,-0.0640917860848067,-0.240839703879381,0.367610513056302,-0.672542003020489
"Fzd5",-0.527301237013253,-1.5895200605505,-0.527301237013253,0.0940569423161789,1.59713641006124,-1.5895200605505,0.876875668738833,-1.5895200605505,0.534917586523992,-0.968161881221066,1.33677330097504,-0.149702994295502,-0.346803701891635,-2,-0.968161881221066,0.534917586523992,-0.527301237013253,-1.5895200605505,-0.346803701891635,-2,0.0940569423161792,-0.346803701891635,0.357410213968739,-0.968161881221066,0.0940569423161789,-0.346803701891635,0.43601502453102,0.0940569423161792,0.534917586523992,0.0940569423161792,1.15627576585342,0.0940569423161792,0.43601502453102,-0.968161881221066,1.39250518200903,0.43601502453102,0.43601502453102,1.30233459708331,0.951644537801212,1.15627576585342,0.876875668738833,0.71541512164561,1.77763394518286
"Gbp2",0.268660129856931,0.891235884298496,0.268660129856931,1.955536166238,-0.795640152082576,0.268660129856931,-0.795640152082576,-0.795640152082576,-0.795640152082576,-1.23736467958052,-1.23736467958052,0.479327065256216,1.955536166238,1.23386404645136,1.955536166238,0.268660129856931,1.955536166238,1.955536166238,-0.17306439764101,-0.17306439764101,-1.23736467958052,-1.23736467958052,0.792139518953423,-1.23736467958052,-0.795640152082576,-0.17306439764101,-0.17306439764101,0.449511356800555,-0.795640152082576,1.23386404645136,-0.795640152082576,-0.17306439764101,0.449511356800555,-1.23736467958052,-0.795640152082576,-0.17306439764101,0.891235884298496,0.106883194647687,-1.23736467958052,-0.17306439764101,-0.795640152082576,-0.17306439764101,-0.17306439764101
"Gbp3",1.68537919596159,1.49830526817223,1.48153278054474,1.60537492338638,1.44669174692226,1.13455384410942,-0.553322069647559,-1.02414314892452,-0.553322069647559,-0.748730472998437,-0.47331779707235,-0.46012803824891,1.7653834685368,1.57276460190415,1.46433562817306,1.23926088394606,1.35086393465019,1.79008623579824,-0.47331779707235,-0.277909393721473,-0.277909393721473,-0.277909393721473,-0.126338860637028,-0.126338860637028,-1.02414314892452,-0.47331779707235,-1.2195515522754,-0.00249671779538606,-1.02414314892452,-0.126338860637028,0.0690695427138496,-0.47331779707235,-0.47331779707235,-1.2195515522754,-1.02414314892452,-0.748730472998437,-1.2195515522754,-0.624888330156795,-0.748730472998437,-0.277909393721473,-0.553322069647559,-0.748730472998437,-0.748730472998437
"Gbp6",1.34909799710982,1.5016960408379,0.795414212335111,1.16579235916137,1.63241363950922,0.936225448578888,-0.841295182629768,-0.208129558560457,-0.841295182629768,-1.10408265987282,-1.10408265987282,-0.048326683857202,1.63241363950922,1.53617050598762,1.36962616226617,1.63241363950922,1.26203549268297,1.63241363950922,-0.470917035803512,-0.100538888977256,-0.100538888977256,-1.10408265987282,-0.100538888977256,-0.100538888977256,-0.841295182629768,-1.10408265987282,-1.10408265987282,-1.10408265987282,-0.841295182629768,-0.470917035803512,-0.208129558560457,1.63241363950922,-1.10408265987282,-0.470917035803512,-0.208129558560457,-1.10408265987282,-0.100538888977256,-0.304372692082057,-1.10408265987282,-0.100538888977256,-0.841295182629768,-0.470917035803512,-0.470917035803512
"Gfap",1.71738944625872,1.52165759325915,0.588853471183337,1.91678584919644,1.02258268796512,0.588853471183337,0.678312440761042,0.678312440761042,-0.0996870232248227,-1.52101840063594,-1.52101840063594,-0.422382518692262,1.91183496110107,1.39469395079128,1.67252222152879,0.964002572322235,0.901079353078549,1.34777179727384,0.131205069782852,0.000319596311605984,-0.588214278560125,-1.52101840063594,-0.743018936650071,-0.343950650892474,-0.343950650892474,-0.588214278560125,-0.343950650892474,-1.52101840063594,-0.688220898096554,-0.15448506177834,0.244583223979257,-0.588214278560125,-0.932484525764205,-1.52101840063594,-1.27675477296829,-0.343950650892474,-0.15448506177834,-0.533416240006608,-0.588214278560125,-0.343950650892474,-0.688220898096554,0.434048813093391,-0.343950650892474
"Glipr2",2,1.33301824173465,0.650810500274881,2,1.33301824173465,0.922836882384288,0.300107498077878,-1.03917174376993,-1.03917174376993,-0.544883623944527,0.572133880187285,0.403188408148661,1.28868373772868,0.300107498077878,1.14509862010028,-0.194180621747524,0.922836882384288,0.650810500274881,-0.544883623944527,0.794395617903279,-1.38987474596693,0.300107498077878,0.742512702774738,-1.38987474596693,-0.194180621747524,0.300107498077878,0.572133880187285,-0.0505955041191254,0.300107498077878,-0.544883623944527,-1.03917174376993,-1.38987474596693,-1.38987474596693,-1.38987474596693,-0.194180621747524,-1.38987474596693,0.572133880187285,-1.66190112807634,0.300107498077878,-0.544883623944527,-1.03917174376993,-0.544883623944527,-0.544883623944527
"LOC118568705",-1.53476793484926,-0.523491770216704,0.813342603501009,1.30424318349148,1.30424318349148,0.487784394415851,0.487784394415851,0.0680668639664555,0.0680668639664555,0.659625498149615,0.0680668639664557,0.110358610847178,1.78768102031704,0.884525653042085,-0.35165066648294,0.487784394415851,1.49906055904841,1.82461876813356,0.0680668639664557,-0.35165066648294,-1.95448546529865,0.659625498149615,0.985183707234772,0.0680668639664557,0.0680668639664555,-0.943209300666099,-1.95448546529865,-0.35165066648294,-0.523491770216704,0.0680668639664557,1.49906055904841,0.884525653042085,0.0680668639664557,0.0680668639664557,-1.53476793484926,-0.35165066648294,-1.95448546529865,-1.26876750975126,-0.35165066648294,-0.943209300666099,0.487784394415851,-0.943209300666099,-0.943209300666099
"Gm52800",-0.372046981236924,1.86027860725676,1.39702919234446,2,1.10343997494596,0.744115813009917,-0.372046981236924,-1.48820977548376,0.280866398097621,0.280866398097622,-0.182383016814674,0.50179896690441,1.39702919234446,-0.182383016814674,0.640190560033662,-0.372046981236924,0.280866398097621,0.280866398097621,-0.182383016814674,-0.182383016814674,1.39702919234446,-0.182383016814674,-0.0534916431473881,0.280866398097622,-0.372046981236924,0.280866398097622,-0.182383016814674,-1.95145919039606,1.10343997494596,-0.182383016814674,-0.372046981236924,-0.182383016814674,-1.95145919039606,-1.95145919039606,0.744115813009917,-1.95145919039606,-0.182383016814674,-0.541707178750714,-0.182383016814674,0.280866398097622,-0.372046981236924,-0.835296396149219,-0.835296396149219
"Gm8909",1.26411507550952,1.97704090142742,0.29673500843259,1.26411507550952,-0.269146054752533,0.29673500843259,0.29673500843259,-1.23652612182947,0.698234012324401,-0.10476399545922,0.608161830458676,-0.248771467710472,1.9417064970282,0.862616071617713,1.07775406708757,-0.269146054752533,1.47925307097938,1.26411507550952,-0.670645058644343,-0.10476399545922,0.608161830458676,-1.63802512572128,0.29673500843259,-0.10476399545922,-1.23652612182947,-1.63802512572128,-1.63802512572128,-0.670645058644343,0.29673500843259,0.29673500843259,0.698234012324401,-1.63802512572128,-1.63802512572128,-0.10476399545922,0.29673500843259,-1.63802512572128,0.862616071617713,-0.982071880670429,0.29673500843259,-0.10476399545922,0.29673500843259,-0.670645058644343,-0.670645058644343
"Gng12",1.28848867149341,1.53422273078034,0.396871972681129,1.74472193088137,0.993305080650515,0.396871972681129,1.41648110529064,0.396871972681129,-0.622737159928377,-0.0263040519589915,-1.64234629253788,-0.498354507180124,1.95030965717326,0.570129056010395,-0.622737159928377,-1.21917026789776,0.396871972681129,1.53422273078034,-0.0263040519589915,-0.294496334337643,0.570129056010395,-0.294496334337643,-0.622737159928377,0.396871972681129,-1.21917026789776,0.570129056010395,-0.622737159928377,-1.64234629253788,-0.199561135288257,0.725112798271863,0.128679690302478,-1.64234629253788,-0.622737159928377,0.200449291858792,-0.199561135288257,0.396871972681129,0.570129056010395,-2,-0.294496334337643,-0.0263040519589915,-0.199561135288257,-0.622737159928377,-0.0263040519589915
"Gzma",1.00414968703634,1.00414968703634,1.00414968703634,2,-0.717076907420701,-0.717076907420701,0.36889616366072,-0.717076907420701,0.36889616366072,-1.1677964551265,-1.1677964551265,0.69996002979638,2,1.35375492890856,1.88091539119594,-0.717076907420701,-0.717076907420701,-0.717076907420701,-0.081823384045079,1.00414968703634,0.553430139330543,-1.1677964551265,-0.081823384045079,-1.1677964551265,-0.717076907420701,-0.081823384045079,-0.081823384045079,-1.1677964551265,0.36889616366072,-1.1677964551265,1.00414968703634,-0.081823384045079,0.553430139330543,-1.1677964551265,-0.717076907420701,-0.081823384045079,1.88091539119594,0.203824897458323,-1.1677964551265,-1.1677964551265,-0.717076907420701,-0.081823384045079,-0.081823384045079
"H2ac10",1.79497744226361,0.970744932615012,-1.7672961979062,2,0.14651242296641,0.845459041430448,0.705401331039608,0.14651242296641,-0.118831178608994,-1.28515108788648,-0.803005977866757,-0.238302309286388,1.11080264300585,2,1.66969155107905,1.2827265177806,1.45289004263473,-1.7672961979062,-0.195574976662471,-0.460918578237875,-0.195574976662471,0.0212265317818457,-0.619702914301787,0.363313931410727,-0.943063688257596,-0.803005977866757,-0.195574976662471,-0.460918578237875,-0.460918578237875,-0.195574976662471,0.14651242296641,-0.803005977866757,-0.195574976662471,-0.803005977866757,-0.943063688257596,-0.460918578237875,-1.28515108788648,-0.244117069793559,-0.195574976662471,0.0212265317818457,-0.118831178608994,0.363313931410727,-0.460918578237875
"H2aw",1.63520713032943,1.45856216098707,1.01345238751504,2,0.718261983175589,-1.11562831113209,0.718261983175589,-0.198683163978249,-1.11562831113209,0.874073888628226,-0.579249784828848,0.413308639936841,1.79101903578206,-0.579249784828848,-0.0428712585256113,-1.11562831113209,-0.198683163978249,1.45856216098707,0.337695362324989,0.337695362324989,-1.49619493198269,0.632885766664436,0.417893990165774,-1.49619493198269,0.337695362324989,-1.49619493198269,-1.49619493198269,-1.49619493198269,0.337695362324989,-0.579249784828848,-0.198683163978249,-0.579249784828848,0.632885766664436,0.337695362324989,-0.198683163978249,-1.49619493198269,-1.49619493198269,0.578883484288779,0.337695362324989,0.337695362324989,-0.198683163978249,-0.579249784828848,0.874073888628226
"H2bc11",1.61248055940837,1.06701272478212,0.134529302419509,2,0.134529302419509,-0.252486285316847,-0.497761508267858,0.292981549309408,-0.797954119943101,-0.884777096004214,-0.884777096004214,-1.35335033327924,1.04582663009098,1.8436688556421,1.65387733976052,1.22546497167202,0.134529302419509,0.434721914094751,-0.639501873053202,-1.18496970767946,0.292981549309408,-0.252486285316847,-0.756557339590956,-1.57198529541581,-0.0451090391615284,0.292981549309408,-0.639501873053202,-0.432124626897884,0.679997137045763,0.175926082771654,1.14857037432079,-0.252486285316847,0.175926082771654,-0.432124626897884,0.292981549309408,0.0477063263583959,0.400662140214061,0.100469528538818,-0.252486285316847,0.175926082771654,-1.73043754230571,-2,-1.18496970767946
"H2bc8",1.64265437070071,0.526741764959302,0.0635961876586512,2,0.716363216099405,0.0635961876586512,-0.589170840782103,-0.22992722155498,-1.05231641808275,-0.399549389642,-0.399549389642,-1.48420039987377,1.36913024454016,1.27710968048527,1.96113830443566,0.716363216099405,0.0635961876586512,0.526741764959302,-0.693072798855631,0.0635961876586512,1.07560683532653,-0.399549389642,-1.38659951278856,0.0635961876586512,-1.05231641808275,0.0635961876586512,-0.693072798855631,0.0635961876586512,0.0635961876586512,-0.399549389642,0.0635961876586512,0.845225698694252,0.576281722372189,-0.693072798855631,0.0635961876586512,-0.693072798855631,0.253217638798754,-1.41156003730988,0.422839806885774,-0.151378883251304,-1.70508344652351,0.0635961876586512,-2
"H2-D1",1.68315721208959,0.879578326429031,0.879578326429031,0.241741881683546,-0.84864672264433,0.241741881683546,0.879578326429031,0.241741881683546,-0.84864672264433,-0.210810277898844,-1.30119888222672,0.194780238129667,2,1.75990893308866,1.23060505250719,0.241741881683546,1.33213048601142,1.68315721208959,-0.210810277898844,-1.30119888222672,-0.210810277898844,-1.30119888222672,-0.0255259927357491,-0.210810277898844,0.241741881683546,0.427026166846641,-1.30119888222672,-1.30119888222672,0.241741881683546,0.427026166846641,0.879578326429031,-1.30119888222672,-1.30119888222672,0.427026166846641,0.241741881683546,-1.30119888222672,-1.30119888222672,-1.65222560830488,0.879578326429032,-0.210810277898844,-0.84864672264433,-0.210810277898844,-0.210810277898844
"H2-K1",1.17455866789175,0.756895885511733,1.17455866789175,1.49852309055376,0.756895885511733,0.168233256077791,-0.838092155736171,0.756895885511733,-0.838092155736171,-1.25575493811619,-1.25575493811619,0.42221687044597,2,1.34555851494568,0.339233103131714,1.49852309055376,1.17455866789175,2,-1.25575493811619,-0.249429526302228,-0.249429526302228,-1.25575493811619,-0.249429526302228,-0.249429526302228,-0.838092155736171,-1.25575493811619,-0.249429526302228,-0.249429526302228,-0.838092155736171,-0.249429526302228,-0.838092155736171,1.08086030817374,-0.249429526302228,-0.249429526302228,0.168233256077791,-0.249429526302228,-0.249429526302228,-1.5797193607782,0.339233103131714,-1.25575493811619,-0.838092155736171,-0.249429526302228,-0.249429526302228
"H2-Q6",1.95051990850866,1.04257428125345,1.33486748729703,2,0.134628653998235,0.665742798636283,-0.773316973256978,-0.773316973256978,-0.773316973256978,-0.24220282861893,-1.15014845587414,0.153751455719658,1.19685694327433,2,0.288911316019118,0.134628653998235,0.134628653998235,1.95051990850866,-1.15014845587414,-1.15014845587414,-1.15014845587414,-1.15014845587414,0.490831542506245,-0.24220282861893,-0.773316973256978,0.288911316019118,-0.24220282861893,-1.15014845587414,-0.773316973256978,0.665742798636283,0.134628653998235,-1.15014845587414,-0.24220282861893,0.958036004679865,-0.773316973256978,0.288911316019118,-1.15014845587414,-1.44244166191772,-1.15014845587414,0.288911316019118,0.665742798636283,0.665742798636283,-0.24220282861893
"H2-T10",1.29968707693684,-0.686556872655175,0.887504216038634,0.887504216038634,0.887504216038634,0.30656510214083,1.29968707693684,-0.686556872655175,-0.686556872655175,-1.09873973355338,-1.09873973355338,0.929036751510798,2,1.88062619083464,-0.10561775875737,0.887504216038634,1.29968707693684,0.30656510214083,-0.10561775875737,1.20721808137549,-1.09873973355338,0.887504216038635,0.475321355140434,0.475321355140434,-0.686556872655175,-1.09873973355338,1.20721808137549,-0.10561775875737,0.30656510214083,-1.09873973355338,-0.686556872655175,-1.09873973355338,1.20721808137549,-1.09873973355338,-0.686556872655175,-1.09873973355338,-1.09873973355338,-1.41845359889023,-1.09873973355338,-1.09873973355338,-0.686556872655175,-0.10561775875737,-0.10561775875737
